id,language_id,category_id,category_name,question_text,question_type,options,correct_answer_index,explanation,difficulty_level,source_url
f3b12e83-74ac-4138-aed5-2b68b8d94653,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,What does 'puella' mean?,multiple_choice,"[""battle"", ""peace"", ""girl"", ""book""]",0,'puella' is a first declension feminine noun meaning 'girl',1,Henle First Year Latin
a4bc5d3d-1f00-470c-b6a8-37c7a9df28fe,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,How do you say 'girl' in Latin?,multiple_choice,"[""pax"", ""miles"", ""puella"", ""amicus""]",0,The Latin word for 'girl' is 'puella',1,Henle First Year Latin
52dcd48a-e717-463b-ba0c-318247ee1fbd,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,What does 'femina' mean?,multiple_choice,"[""woman"", ""tree"", ""peace"", ""soldier""]",0,'femina' is a first declension feminine noun meaning 'woman',1,Henle First Year Latin
8b95d409-7b0f-429b-afe7-f65c92ddbd5d,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,How do you say 'woman' in Latin?,multiple_choice,"[""femina"", ""equus"", ""mons"", ""flumen""]",0,The Latin word for 'woman' is 'femina',1,Henle First Year Latin
7238cdfc-568c-4c2e-969d-4d2c6546f751,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,What does 'aqua' mean?,multiple_choice,"[""soldier"", ""water"", ""mountain"", ""enemy""]",0,'aqua' is a first declension feminine noun meaning 'water',1,Henle First Year Latin
9a5751cb-ea3b-4bb9-84be-c5db55b488f3,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,How do you say 'water' in Latin?,multiple_choice,"[""mons"", ""deus"", ""templum"", ""aqua""]",0,The Latin word for 'water' is 'aqua',1,Henle First Year Latin
fe41fde5-e40d-4ff2-ab11-593cada44d3d,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,What does 'terra' mean?,multiple_choice,"[""city"", ""land, earth"", ""mountain"", ""friend""]",0,"'terra' is a first declension feminine noun meaning 'land, earth'",1,Henle First Year Latin
e2f495c3-7e45-448b-8606-e6295ef3550f,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,"How do you say 'land, earth' in Latin?",multiple_choice,"[""templum"", ""dea"", ""terra"", ""scutum""]",0,"The Latin word for 'land, earth' is 'terra'",1,Henle First Year Latin
3a508559-5e5a-4dc0-b1f0-35b6652d1f9c,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,What does 'servus' mean?,multiple_choice,"[""house"", ""tree"", ""temple"", ""slave, servant""]",0,"'servus' is a second declension masculine noun meaning 'slave, servant'",2,Henle First Year Latin
a3a59c46-b050-4e94-8c2a-c33d2e84a347,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,"How do you say 'slave, servant' in Latin?",multiple_choice,"[""servus"", ""hostis"", ""flumen"", ""equus""]",0,"The Latin word for 'slave, servant' is 'servus'",2,Henle First Year Latin
7cf8a36a-d6f4-42ef-8695-4d1aefecaee4,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,What does 'dominus' mean?,multiple_choice,"[""god"", ""horse"", ""master, lord"", ""river""]",0,"'dominus' is a second declension masculine noun meaning 'master, lord'",2,Henle First Year Latin
4e53c7c7-b33e-4401-a866-0868cfc52280,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,"How do you say 'master, lord' in Latin?",multiple_choice,"[""urbs"", ""via"", ""mare"", ""dominus""]",0,"The Latin word for 'master, lord' is 'dominus'",2,Henle First Year Latin
9c8564ed-d27d-447e-a487-51b9c79d2260,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,What does 'filius' mean?,multiple_choice,"[""son"", ""river"", ""temple"", ""tree""]",0,'filius' is a second declension masculine noun meaning 'son',2,Henle First Year Latin
644e39f9-6ae8-4f21-a803-ee95dc6c3d71,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,How do you say 'son' in Latin?,multiple_choice,"[""mare"", ""miles"", ""amicus"", ""filius""]",0,The Latin word for 'son' is 'filius',2,Henle First Year Latin
2ee27c8e-5106-4987-b3af-a59f34c8358c,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,What does 'bellum' mean?,multiple_choice,"[""horse"", ""war"", ""friend"", ""temple""]",0,'bellum' is a second declension neuter noun meaning 'war',3,Henle First Year Latin
06aeca7b-d368-4dee-b1f6-45e2dc082d88,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,How do you say 'war' in Latin?,multiple_choice,"[""amicus"", ""scutum"", ""bellum"", ""hostis""]",0,The Latin word for 'war' is 'bellum',3,Henle First Year Latin
db104898-bbab-4b5b-8b13-22cbf72ff1bf,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,What does 'oppidum' mean?,multiple_choice,"[""tree"", ""friend"", ""sea"", ""town""]",0,'oppidum' is a second declension neuter noun meaning 'town',3,Henle First Year Latin
73476577-8d50-400f-a6d7-375598cfcbd1,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,How do you say 'town' in Latin?,multiple_choice,"[""oppidum"", ""templum"", ""arbor"", ""liber""]",0,The Latin word for 'town' is 'oppidum',3,Henle First Year Latin
4b49ad07-320a-440e-8ac6-b163a0e4f422,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,What does 'rex' mean?,multiple_choice,"[""king"", ""road"", ""house"", ""battle""]",0,'rex' is a third declension masculine noun meaning 'king',5,Henle First Year Latin
75c08628-eeab-415e-8ebb-1e8f9ffe78fb,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,6406ebe5-f5a0-4093-861a-e5e16c1e53c7,Vocabulary,How do you say 'king' in Latin?,multiple_choice,"[""mons"", ""amicus"", ""arbor"", ""rex""]",0,The Latin word for 'king' is 'rex',5,Henle First Year Latin
411bb416-ab35-4cdf-9ee6-2736ea2da7e4,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,1f247d2f-5b22-4c55-98b9-688d7a8d172d,Grammar,What is the genitive singular ending for first declension nouns?,multiple_choice,"[""-ae"", ""-a"", ""-am"", ""-as""]",0,First declension nouns form the genitive singular by adding -ae,1,Henle Latin Grammar
bdb682ba-d89f-4b4e-8dea-0534ddf120fc,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,1f247d2f-5b22-4c55-98b9-688d7a8d172d,Grammar,What is the accusative singular ending for first declension nouns?,multiple_choice,"[""-am"", ""-ae"", ""-a"", ""-as""]",0,First declension nouns form the accusative singular by adding -am,1,Henle Latin Grammar
6738912d-ff1d-4269-a56d-b619dc5bfdd9,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,1f247d2f-5b22-4c55-98b9-688d7a8d172d,Grammar,What is the nominative plural ending for second declension masculine nouns?,multiple_choice,"[""-i"", ""-os"", ""-us"", ""-um""]",0,Second declension masculine nouns form the nominative plural with -i,2,Henle Latin Grammar
77a12694-9bd8-48d6-8878-b8ac34616ca0,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,1f247d2f-5b22-4c55-98b9-688d7a8d172d,Grammar,What case is used for the direct object of a verb?,multiple_choice,"[""Accusative"", ""Nominative"", ""Genitive"", ""Dative""]",0,The accusative case is used for direct objects in Latin,1,Henle Latin Grammar
36aa36bf-c515-40dd-97ab-3f514fe93c0d,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,1f247d2f-5b22-4c55-98b9-688d7a8d172d,Grammar,What case is used to show possession?,multiple_choice,"[""Genitive"", ""Accusative"", ""Nominative"", ""Ablative""]",0,"The genitive case is used to show possession (of, 's)",1,Henle Latin Grammar
5f34a515-49dd-44d7-a743-ff5698fd0021,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,71183f96-c341-49ae-b3e4-e3e459868d93,Declensions,What is the genitive singular of 'puella'?,fill_in_blank,"[""puellae""]",0,The genitive singular of 'puella' is 'puellae',1,Henle First Year Latin
692f07f0-a824-400d-a578-ae468c58f392,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,71183f96-c341-49ae-b3e4-e3e459868d93,Declensions,What is the accusative singular of 'servus'?,fill_in_blank,"[""servum""]",0,The accusative singular of 'servus' is 'servum',2,Henle First Year Latin
503bb63b-3449-4f34-91f8-00f769160d6e,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,71183f96-c341-49ae-b3e4-e3e459868d93,Declensions,What is the nominative plural of 'bellum'?,fill_in_blank,"[""bella""]",0,The nominative plural of 'bellum' is 'bella',3,Henle First Year Latin
b6fa0665-cb87-40be-857d-78e33d4b816e,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,71183f96-c341-49ae-b3e4-e3e459868d93,Declensions,What is the ablative singular of 'terra'?,fill_in_blank,"[""terra""]",0,The ablative singular of 'terra' is 'terra',1,Henle First Year Latin
45932c08-c494-4601-a2f6-9a0c525cda63,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,71183f96-c341-49ae-b3e4-e3e459868d93,Declensions,What is the dative plural of 'dominus'?,fill_in_blank,"[""dominis""]",0,The dative plural of 'dominus' is 'dominis',3,Henle First Year Latin
09e40828-de7f-4c58-af84-897c904426ba,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,76dbe2ce-3542-4e45-8145-cbd2be28106e,Translation,Translate to English: Puella aquam portat.,translation,"[""The girl carries water.""]",0,'Puella aquam portat.' means 'The girl carries water.',1,Henle First Year Latin
365a7f75-c153-4775-91b7-360380bf518d,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,76dbe2ce-3542-4e45-8145-cbd2be28106e,Translation,Translate to Latin: The girl carries water.,translation,"[""Puella aquam portat.""]",0,'The girl carries water.' is 'Puella aquam portat.' in Latin,2,Henle First Year Latin
a0c58028-5f34-489c-88b2-b3a26a19ba61,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,76dbe2ce-3542-4e45-8145-cbd2be28106e,Translation,Translate to English: Servus dominum videt.,translation,"[""The slave sees the master.""]",0,'Servus dominum videt.' means 'The slave sees the master.',2,Henle First Year Latin
197187ba-56d4-4235-babb-fea8c5968611,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,76dbe2ce-3542-4e45-8145-cbd2be28106e,Translation,Translate to Latin: The slave sees the master.,translation,"[""Servus dominum videt.""]",0,'The slave sees the master.' is 'Servus dominum videt.' in Latin,3,Henle First Year Latin
13448364-483a-4165-92da-77d96b8d649a,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,76dbe2ce-3542-4e45-8145-cbd2be28106e,Translation,Translate to English: Feminae in terra sunt.,translation,"[""The women are on the land.""]",0,'Feminae in terra sunt.' means 'The women are on the land.',2,Henle First Year Latin
9cbb88e8-7889-451c-a72c-44e8ea517a2f,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,76dbe2ce-3542-4e45-8145-cbd2be28106e,Translation,Translate to Latin: The women are on the land.,translation,"[""Feminae in terra sunt.""]",0,'The women are on the land.' is 'Feminae in terra sunt.' in Latin,3,Henle First Year Latin
edfb1812-2435-411a-afb6-4bb8899fe235,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,76dbe2ce-3542-4e45-8145-cbd2be28106e,Translation,Translate to English: Rex bellum parat.,translation,"[""The king prepares war.""]",0,'Rex bellum parat.' means 'The king prepares war.',3,Henle First Year Latin
7b8368a1-f875-4a89-8f56-9e8a6d87fc80,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,76dbe2ce-3542-4e45-8145-cbd2be28106e,Translation,Translate to Latin: The king prepares war.,translation,"[""Rex bellum parat.""]",0,'The king prepares war.' is 'Rex bellum parat.' in Latin,4,Henle First Year Latin
5df7193b-8fbc-4237-b6f8-b0d542308e49,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,76dbe2ce-3542-4e45-8145-cbd2be28106e,Translation,Translate to English: Filii in oppido habitant.,translation,"[""The sons live in the town.""]",0,'Filii in oppido habitant.' means 'The sons live in the town.',3,Henle First Year Latin
2554e82d-8d0c-42b5-9d4c-5d40ef227380,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,76dbe2ce-3542-4e45-8145-cbd2be28106e,Translation,Translate to Latin: The sons live in the town.,translation,"[""Filii in oppido habitant.""]",0,'The sons live in the town.' is 'Filii in oppido habitant.' in Latin,4,Henle First Year Latin
00ae7529-2840-4529-aff5-739fe55ffbe7,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,9dba074c-0c4c-4159-b2a2-dd2a7f848fc2,Conjugations,What is the first person singular present of 'amo'?,fill_in_blank,"[""amo""]",0,The first person singular present of 'amo' is 'amo',1,Henle First Year Latin
2290f8f3-aaf2-4bc3-ad16-84392c0349de,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,9dba074c-0c4c-4159-b2a2-dd2a7f848fc2,Conjugations,What is the third person singular present of 'amo'?,fill_in_blank,"[""amat""]",0,The third person singular present of 'amo' is 'amat',1,Henle First Year Latin
173e5360-e940-41ed-bdbd-5dfa09664079,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,9dba074c-0c4c-4159-b2a2-dd2a7f848fc2,Conjugations,What is the first person plural present of 'video'?,fill_in_blank,"[""videmus""]",0,The first person plural present of 'video' is 'videmus',2,Henle First Year Latin
4cd19303-8330-4dd8-a641-df2a348f667e,d5ff6f2b-65bf-46bc-ac0e-c4101fc739e3,9dba074c-0c4c-4159-b2a2-dd2a7f848fc2,Conjugations,What is the third person plural present of 'porto'?,fill_in_blank,"[""portant""]",0,The third person plural present of 'porto' is 'portant',2,Henle First Year Latin
