word,years,source_files,source_difficulties
confused,2020; 2024,2020 Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee
confusion,2025,2025 Words of Champion _1_.pdf,Three Bee
congealing,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
congeniality,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
conglomerate,2020,2020 Words_of_the_Champions.pdf,One Bee
conglutinant,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
congo,2025,2025 Words of Champion _1_.pdf,Three Bee
congratulate,2021,2021_Printable_Words of the Champions.pdf,One Bee
congregation,2024,2024 Words of the Champions.pdf,Three Bee
conical,2025,2025 Words of Champion _1_.pdf,Three Bee
conifers,2023,2023_Words_of_the_Champions.pdf,Two Bee
conjugate,2023,2023_Words_of_the_Champions.pdf,Two Bee
conjugated,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
conjunto,2024,2024 Words of the Champions.pdf,Three Bee
conjure,2021,2021_Printable_Words of the Champions.pdf,One Bee
conkers,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
connect,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
connection,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
connemara,2020,2020 Words_of_the_Champions.pdf,One Bee
