word,definition,pronunciation,pronunciation_respelling,etymology,etymology_source,memory_tip,example_sentence,example_sentence_source,years,source_files,source_difficulties,definition_source,pronunciation_source,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,total_difficulty_score,assigned_difficulty,audio_file_path,created_at,updated_at,notes,review_status,batch_number
saeta,"A type of Andalusian religious song, typically performed during Holy Week; an arrow or dart; a bristle-like structure in certain animals. Saetas are passionate, improvised songs expressing religious devotion, particularly associated with Spanish Easter processions.",/saˈetə/,sah-AY-tuh,"From Spanish ""saeta"" (arrow), from Latin ""sagitta"" (arrow).",Claude,"Think Spanish ""arrow"" = piercing religious song.",The passionate ___ echoed through the narrow streets during the Holy Week procession.,Claude,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,5,8,5,4,22,,,2025-01-01,2025-01-01,Batch 153 processing,pending,153
safe,"Protected from danger or risk; not likely to cause harm; a strong box for storing valuables. Safety involves freedom from danger, harm, or loss through protective measures or secure storage.",/seɪf/,SAYF,"From Old French ""sauf,"" from Latin ""salvus"" (whole, safe).",Claude,"Think ""salv"" (save) = protected from harm.",The important documents were kept in a fireproof ___.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,3,2,2,4,11,,,2025-01-01,2025-01-01,Batch 153 processing,pending,153
saga,"A long story of heroic achievement; a medieval Icelandic or Norwegian prose narrative; any long, involved story. Sagas traditionally recount the adventures and genealogies of legendary heroes and families.",/ˈsɑɡə/,SAH-guh,"From Old Norse ""saga"" (story, history), from ""segja"" (to say).",Claude,"Think Old Norse ""say"" = long story told.",The Icelandic ___ told of brave warriors and their epic adventures.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,3,2,2,5,12,,,2025-01-01,2025-01-01,Batch 153 processing,pending,153
sagacious,Having or showing keen mental discernment and good judgment; wise and shrewd. Sagacity involves the ability to make sound decisions based on wisdom and understanding rather than just intelligence.,/səˈɡeɪʃəs/,suh-GAY-shuhs,"From Latin ""sagax"" (wise, shrewd), from ""sagire"" (to perceive acutely).",Claude,"Think ""sag"" (wise) + ""acious"" = full of wisdom.",The ___ old judge was known for his fair and thoughtful decisions.,Claude,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,5,5,5,4,19,,,2025-01-01,2025-01-01,Batch 153 processing,pending,153
sagittarius,"The ninth sign of the zodiac; a constellation representing an archer; a person born under this astrological sign. Sagittarius is traditionally associated with adventure, philosophy, and truth-seeking.",/ˌsædʒɪˈtɛriəs/,saj-ih-TAIR-ee-uhs,"From Latin ""sagittarius"" (archer), from ""sagitta"" (arrow).",Claude,"Think ""sagitta"" (arrow) = archer constellation.","As a ___, she was known for her love of travel and adventure.",Claude,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,5,5,5,4,19,,,2025-01-01,2025-01-01,Batch 153 processing,pending,153
sahel,A semi-arid region of Africa south of the Sahara Desert; the transitional zone between the Sahara and the tropical savannas. The Sahel is characterized by drought-prone grasslands and scattered trees.,/səˈhɛl/,suh-HEL,"From Arabic ""sāḥil"" (border, shore), referring to the edge of the desert.",Claude,"Think Arabic ""shore"" = border zone of the desert.",Climate change has severely affected agriculture in the ___.,Claude,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,Claude,Claude,5,8,5,5,23,,,2025-01-01,2025-01-01,Batch 153 processing,pending,153
sailage,Collective term for sails; the complete set of sails on a vessel; canvas or fabric used for making sails. Sailage encompasses all the wind-catching apparatus of a sailing vessel.,/ˈseɪlɪdʒ/,SAYL-ij,"From ""sail"" + suffix ""-age"" (collection of), from Old English ""segel.""",Claude,"Think ""sail"" + ""age"" = collection of sails.",The tall ship's impressive ___ caught the wind and propelled it forward.,Claude,2021; 2022; 2023; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,5,8,5,3,21,,,2025-01-01,2025-01-01,Batch 153 processing,pending,153
sailagesalience,"[COMBINED WORD ERROR: This appears to be 'sailage' + 'salience' incorrectly joined. 'Sailage' refers to a ship's sails, while 'salience' means prominence or importance. These should be separate words.]",/ˈseɪlɪdʒ ˈseɪliəns/,SAYL-ij SAY-lee-uhns,Combined word error: 'sailage' from Old English + 'salience' from Latin.,Claude,Error combination: sailage (ship's sails) + salience (prominence) - should be separate.,"The ship's ___ was impressive, and the ___ of the mast made it visible from afar.",Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,7,5,4,22,,,2025-01-01,2025-01-01,Batch 153 processing,pending,153
sailor,"A person who works on a ship or boat; a member of a navy; someone skilled in sailing. Sailors are experienced in maritime navigation, seamanship, and naval operations.",/ˈseɪlər/,SAYL-ur,"From ""sail"" + suffix ""-or"" (one who), from Old English ""segel.""",Claude,"Think ""sail"" + ""or"" = one who sails.",The experienced ___ navigated the rough seas with confidence.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,3,2,2,3,10,,,2025-01-01,2025-01-01,Batch 153 processing,pending,153
sailors,Plural of sailor; people who work on ships or boats; members of a navy; those skilled in sailing. Sailors collectively form the crew responsible for operating vessels at sea.,/ˈseɪlərz/,SAYL-urz,"Plural of ""sailor,"" from Old English ""segel"" (sail).",Claude,"Think ""sailor"" + ""s"" = multiple people who sail.",The brave ___ returned home after months at sea.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,3,2,2,3,10,,,2025-01-01,2025-01-01,Batch 153 processing,pending,153
