word,years,source_files,source_difficulties
laugh,2024,2024 Words of the Champions.pdf,Three Bee
laughter,2021,2021_Printable_Words of the Champions.pdf,One Bee
laulau,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
launch,2021,2021_Printable_Words of the Champions.pdf,One Bee
launching,2020,2020 Words_of_the_Champions.pdf,One Bee
laundromat,2024,2024 Words of the Champions.pdf,Three Bee
laureate,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee
laurel,2025,2025 Words of Champion _1_.pdf,Three Bee
lava,2025,2025 Words of Champion _1_.pdf,Three Bee
lavender,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
lavished,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
lavishly,2025,2025 Words of Champion _1_.pdf,Three Bee
lawmusic,2025,2025 Words of Champion _1_.pdf,Three Bee
lawyer,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
layer,2025,2025 Words of Champion _1_.pdf,Three Bee
leach,2021,2021_Printable_Words of the Champions.pdf,One Bee
leader,2020; 2025,2020 Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee
leadership,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
leading,2025,2025 Words of Champion _1_.pdf,Three Bee
league,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
leaking,2025,2025 Words of Champion _1_.pdf,Three Bee
leanderpneumonia,2023,2023_Words_of_the_Champions.pdf,Two Bee
learn,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
learning,2024,2024 Words of the Champions.pdf,Three Bee
leash,2024,2024 Words of the Champions.pdf,Three Bee
least,2021,2021_Printable_Words of the Champions.pdf,One Bee
leave,2023,2023_Words_of_the_Champions.pdf,Two Bee
