word,years,source_files,source_difficulties
spot,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
spotted,2025,2025 Words of Champion _1_.pdf,Three Bee
sprawl,2020,2020 Words_of_the_Champions.pdf,One Bee
spread,2025,2025 Words of Champion _1_.pdf,Three Bee
spreading,2025,2025 Words of Champion _1_.pdf,Three Bee
spreadsheet,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
sprechstimme,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
spree,2025,2025 Words of Champion _1_.pdf,Three Bee
sprightliness,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
spring,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
sprint,2021,2021_Printable_Words of the Champions.pdf,One Bee
sprite,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
spritzed,2025,2025 Words of Champion _1_.pdf,Three Bee
sprocket,2024,2024 Words of the Champions.pdf,Three Bee
sprue,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
spry,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
spurious,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
spying,2025,2025 Words of Champion _1_.pdf,Three Bee
squabble,2025,2025 Words of Champion _1_.pdf,Three Bee
squabblingscuba,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
squadron,2020,2020 Words_of_the_Champions.pdf,One Bee
squalid,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
squall,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
squander,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
square,2024,2024 Words of the Champions.pdf,Three Bee
squash,2024,2024 Words of the Champions.pdf,Three Bee
squawk,2020,2020 Words_of_the_Champions.pdf,One Bee
squawl,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
squeak,2021,2021_Printable_Words of the Champions.pdf,One Bee
squeal,2025,2025 Words of Champion _1_.pdf,Three Bee
squeamish,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
squeeze,2025,2025 Words of Champion _1_.pdf,Three Bee
squid,2021,2021_Printable_Words of the Champions.pdf,One Bee
squiggles,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
squinched,2023,2023_Words_of_the_Champions.pdf,Two Bee
squints,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
squire,2024,2024 Words of the Champions.pdf,Three Bee
squirm,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
sravaka,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
sreethan,2025,2025 Words of Champion _1_.pdf,Three Bee
stabilized,2025,2025 Words of Champion _1_.pdf,Three Bee
stagecoach,2024,2024 Words of the Champions.pdf,Three Bee
stagestruck,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
stagflation,2020; 2021; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee
staggered,2020,2020 Words_of_the_Champions.pdf,One Bee
staid,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
stairs,2023,2023_Words_of_the_Champions.pdf,Two Bee
stalagmite,2021,2021_Printable_Words of the Champions.pdf,One Bee
stalemate,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
stall,2024,2024 Words of the Champions.pdf,Three Bee
