word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
acadians,"People from Acadia, a historical region in eastern Canada and Maine; French settlers and their descendants who established communities in the Maritime provinces.",The _____ maintained their French culture despite being expelled from their homeland.,Three Bee,,,,,3.0,4.0,2.0,2.6,4-factor weighted model (overall_score: 2.92),noun (plural),uh-KAY-dee-unz (emphasis on second syllable),"From ""Acadia"", derived from Greek ""Arcadia"" meaning pastoral paradise, applied to the region by early explorers",Claude,"Think ""a-cadians"" - people from Acadia, the peaceful land",Acadian (singular),Greek via French,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
accelerates,"Increases in speed, rate, or pace; moves faster or causes something to move faster; hastens the progress of an action or process.",The car _____ rapidly as it merges onto the highway.,One Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),verb (third person singular),ak-SEL-uh-rayts (emphasis on second syllable),"From Latin ""acceleratus"", from ""accelerare"" meaning ""to quicken"", from ""ad"" (to) + ""celer"" (swift)",Claude,"Think ""ac-celery-ates"" - celery accelerates your health when you eat it",,Latin,Claude,Scripps National Spelling Bee,One Bee,4.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
accent,A distinctive way of pronouncing a language; emphasis placed on a syllable; a mark or symbol indicating stress or pronunciation.,Her British _____ made her speech sound elegant and refined.,Three Bee,,,,,4.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.91),"noun, verb",AK-sent (emphasis on first syllable),"From Latin ""accentus"", from ""ad"" (to) + ""cantus"" (singing)",Claude,"Think ""ac-cent"" - adding a cent of emphasis to your speech",,Latin,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
accentuate,To emphasize or make more noticeable; to stress or highlight particular features; to intensify or strengthen.,The bright lighting will _____ the architectural details of the building.,One Bee,,,,,4.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.41),verb,ak-SEN-choo-ayt (emphasis on second syllable),"From Latin ""accentuatus"", past participle of ""accentuare"" meaning ""to accent""",Claude,"Think ""accent-you-ate"" - you ate the accent to make it stronger",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
accept,To receive willingly; to agree to or approve of; to acknowledge as true or valid; to endure without protest.,She decided to _____ the job offer after careful consideration.,Three Bee,,,,,4.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.91),verb,ak-SEPT (emphasis on second syllable),"From Latin ""acceptare"", frequentative of ""accipere"" meaning ""to take or receive""",Claude,"Think ""ac-cept"" - you accept the concept",,Latin,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
acceptable,Satisfactory; meeting minimum standards; adequate or tolerable; capable of being accepted.,The quality of the work was _____ but not exceptional.,Three Bee,,,,,4.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.41),adjective,ak-SEP-tuh-buhl (emphasis on second syllable),"From Latin ""acceptabilis"", from ""acceptare"" meaning ""to accept""",Claude,"Think ""accept-able"" - able to be accepted",,Latin,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
acceptance,The action of accepting; agreement to receive or undertake something; approval or recognition; willingness to tolerate a situation.,Her _____ letter from the university arrived in the mail yesterday.,One Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),noun,ak-SEP-tunss (emphasis on second syllable),"From Latin ""acceptantia"", from ""acceptare"" meaning ""to accept""",Claude,"Think ""accept-ance"" - the dance of accepting something",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2021, 2022, 2023, 2024, 2025)",2025-08-19
accident,"An unexpected and unpleasant event, typically resulting in damage or injury; something happening by chance without apparent cause.",The traffic _____ caused delays on the highway for several hours.,One Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),noun,AK-si-duhnt (emphasis on first syllable),"From Latin ""accidens"", present participle of ""accidere"" meaning ""to fall upon, happen""",Claude,"Think ""ac-cident"" - when you accidentally dent something",,Latin,Claude,Scripps National Spelling Bee,One Bee,4.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
acclaim,Public praise and approval; enthusiastic recognition for achievement; to praise or applaud publicly.,The novel received critical _____ for its innovative storytelling.,Three Bee,,,,,4.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.91),"noun, verb",uh-KLAYM (emphasis on second syllable),"From Latin ""acclamare"", from ""ad"" (to) + ""clamare"" (to shout)",Claude,"Think ""ac-claim"" - claiming recognition with a shout",,Latin,Claude,Scripps National Spelling Bee,Three Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
acclimate,"To adjust or adapt to a new climate, environment, or situation; to become accustomed to different conditions.",It took weeks for the mountaineers to _____ to the high altitude.,Three Bee,,,,,4.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.41),verb,AK-li-mayt (emphasis on first syllable),"From ""ac-"" (to) + ""climate"", meaning to adapt to a climate",Claude,"Think ""ac-climate"" - getting used to the climate",acclimatize,Modern English (French influence),Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
accolade,An expression of praise or approval; an award or honor; recognition for exceptional achievement.,The scientist received numerous _____ for her groundbreaking research.,One Bee,,,,,4.0,4.0,2.0,2.6,4-factor weighted model (overall_score: 3.22),noun,AK-uh-layd (emphasis on first syllable),"From French ""accolade"", from Italian ""accollata"" meaning ""embrace around the neck""",Claude,"Think ""ac-cola-ade"" - a cola drink as a reward for achievement",,French via Italian,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
accommodations,Lodging and food provided for travelers; adjustments made to help someone with special needs; arrangements to suit particular requirements.,The hotel provided excellent _____ for guests with disabilities.,Three Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),noun (plural),uh-kom-uh-DAY-shunz (emphasis on third syllable),"From Latin ""accommodatio"", from ""accommodare"" meaning ""to fit, adapt""",Claude,"Think ""ac-commode-ations"" - comfortable arrangements like a commode",accommodation (singular),Latin,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
accompli,"Short for ""fait accompli"", meaning an accomplished fact; something already done that cannot be changed.",The merger was presented as an _____ to the shareholders.,One Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),noun,uh-kom-PLEE (emphasis on third syllable),"From French ""accompli"", past participle of ""accomplir"" meaning ""to accomplish""",Claude,"Think ""ac-comply"" - already complied with, done",fait accompli (full form),French,Claude,Scripps National Spelling Bee,One Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021)",2025-08-19
accomplice,A person who helps another commit a crime; a partner in wrongdoing; someone who assists in an illegal or questionable act.,The thief and his _____ were both arrested for the bank robbery.,One Bee,,,,,4.0,4.0,2.0,2.6,4-factor weighted model (overall_score: 3.22),noun,uh-KOM-plis (emphasis on second syllable),"From French ""complice"", from Latin ""complex"" meaning ""confederate, partner""",Claude,"Think ""ac-com-police"" - working with someone against the police",,French via Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
accomplished,Skilled or talented; having achieved a high level of expertise; completed successfully; highly educated or cultured.,She is an _____ pianist who has performed with major orchestras.,Three Bee,,,,,4.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.41),adjective,uh-KOM-plisht (emphasis on second syllable),"Past participle of ""accomplish"", from Old French ""accomplir""",Claude,"Think ""ac-com-plished"" - polished with accomplishments",,Old French,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
