word,years,source_files,source_difficulties
soap,2025,2025 Words of Champion _1_.pdf,Three Bee
sobersides,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
sobriety,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee
social,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
societal,2024,2024 Words of the Champions.pdf,Three Bee
sockets,2023,2023_Words_of_the_Champions.pdf,Two Bee
sodaseal,2020,2020 Words_of_the_Champions.pdf,One Bee
sodden,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
sodium,2025,2025 Words of Champion _1_.pdf,Three Bee
sofa,2020; 2022,2020 Words_of_the_Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
soft,2024,2024 Words of the Champions.pdf,Three Bee
softly,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
software,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
sohum,2020,2020 Words_of_the_Champions.pdf,One Bee
soiree,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
soirée,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
sojourner,2020,2020 Words_of_the_Champions.pdf,One Bee
solace,2020,2020 Words_of_the_Champions.pdf,One Bee
solar,2020,2020 Words_of_the_Champions.pdf,One Bee
solder,2021,2021_Printable_Words of the Champions.pdf,One Bee
solderinterim,2020,2020 Words_of_the_Champions.pdf,One Bee
soldier,2025,2025 Words of Champion _1_.pdf,Three Bee
soldiers,2023; 2025,2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
sole,2023; 2025,2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
solecism,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
soleil,2021,2021_Printable_Words of the Champions.pdf,One Bee
solemnzealous,2020,2020 Words_of_the_Champions.pdf,One Bee
solenoid,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
solicit,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee
solicitsolidity,2025,2025 Words of Champion _1_.pdf,Three Bee
solidity,2024,2024 Words of the Champions.pdf,Three Bee
solipsist,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
solitaire,2021; 2022,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
solitairedishevel,2020,2020 Words_of_the_Champions.pdf,One Bee
solitude,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
solitudeoptician,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
solomon,2025,2025 Words of Champion _1_.pdf,Three Bee
solon,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
solstice,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
solution,2025,2025 Words of Champion _1_.pdf,Three Bee
solve,2024,2024 Words of the Champions.pdf,Three Bee
solvency,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
solvencysoprano,2024,2024 Words of the Champions.pdf,Three Bee
somatotype,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
somber,2020,2020 Words_of_the_Champions.pdf,One Bee
sombre,2020,2020 Words_of_the_Champions.pdf,One Bee
someone,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
