word,years,source_files,source_difficulties
chastisechortle,2024,2024 Words of the Champions.pdf,Three Bee
chastushka,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
chasuble,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
chatelaine,2023,2023_Words_of_the_Champions.pdf,Two Bee
chaucerian,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
chauffeurs,2021,2021_Printable_Words of the Champions.pdf,One Bee
chauve,2025,2025 Words of Champion _1_.pdf,Three Bee
check,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
cheek,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
cheer,2020,2020 Words_of_the_Champions.pdf,One Bee
cheese,2022; 2024,2022 Words of the Champions_low_ink_printable.pdf; 2024 Words of the Champions.pdf,Three Bee; Two Bee
cheesy,2025,2025 Words of Champion _1_.pdf,Three Bee
chef,2021,2021_Printable_Words of the Champions.pdf,One Bee
chefs,2025,2025 Words of Champion _1_.pdf,Three Bee
chefuncte,2022; 2023,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,Two Bee
chelonia,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
chemical,2025,2025 Words of Champion _1_.pdf,Three Bee
chemise,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
chemistry,2020; 2025,2020 Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee
chemistryquandary,2021,2021_Printable_Words of the Champions.pdf,One Bee
chemotherapy,2023,2023_Words_of_the_Champions.pdf,Two Bee
cheongsam,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee
chernobyl,2025,2025 Words of Champion _1_.pdf,Three Bee
cherubic,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
cheshire,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
chess,2021; 2024,2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee
chestnut,2020,2020 Words_of_the_Champions.pdf,One Bee
chevalier,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
chevrotain,2025,2025 Words of Champion _1_.pdf,Three Bee
chia,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
chiasmus,2023,2023_Words_of_the_Champions.pdf,Two Bee
chicago,2023,2023_Words_of_the_Champions.pdf,Two Bee
chicana,2024,2024 Words of the Champions.pdf,Three Bee
chicanery,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee
chicken,2020; 2024,2020 Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee
chicle,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
chide,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
chief,2025,2025 Words of Champion _1_.pdf,Three Bee
chiefly,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
chiffonade,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
chihuahua,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
child,2021,2021_Printable_Words of the Champions.pdf,One Bee
childhood,2025,2025 Words of Champion _1_.pdf,Three Bee
chill,2024,2024 Words of the Champions.pdf,Three Bee
chimaera,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
chimera,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
chimes,2020,2020 Words_of_the_Champions.pdf,One Bee
chimney,2020,2020 Words_of_the_Champions.pdf,One Bee
chin,2024,2024 Words of the Champions.pdf,Three Bee
china,2025,2025 Words of Champion _1_.pdf,Three Bee
