word,years,source_files,source_difficulties
click,2025,2025 Words of Champion _1_.pdf,Three Bee
clickbait,2025,2025 Words of Champion _1_.pdf,Three Bee
clientele,2025,2025 Words of Champion _1_.pdf,Three Bee
cliff,2020,2020 Words_of_the_Champions.pdf,One Bee
climate,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
climateyankee,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
climb,2024,2024 Words of the Champions.pdf,Three Bee
climbers,2024,2024 Words of the Champions.pdf,Three Bee
cling,2025,2025 Words of Champion _1_.pdf,Three Bee
clobbered,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
clock,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
clodhopper,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
cloisters,2021,2021_Printable_Words of the Champions.pdf,One Bee
close,2025,2025 Words of Champion _1_.pdf,Three Bee
closed,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
closer,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
closet,2020,2020 Words_of_the_Champions.pdf,One Bee
closure,2025,2025 Words of Champion _1_.pdf,Three Bee
cloth,2024,2024 Words of the Champions.pdf,Three Bee
clothes,2021,2021_Printable_Words of the Champions.pdf,One Bee
clothing,2024,2024 Words of the Champions.pdf,Three Bee
cloture,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
cloud,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
cloudy,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
clouting,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
clover,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
clowder,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
cloying,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
club,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
clue,2024,2024 Words of the Champions.pdf,Three Bee
clutch,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
cluttered,2024,2024 Words of the Champions.pdf,Three Bee
clydesdale,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
cnidarian,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
coach,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
coadjutor,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
coalescence,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
coalition,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
coarse,2021,2021_Printable_Words of the Champions.pdf,One Bee
coastal,2025,2025 Words of Champion _1_.pdf,Three Bee
coat,2024,2024 Words of the Champions.pdf,Three Bee
coaxation,2021; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
coaxationardoise,2020,2020 Words_of_the_Champions.pdf,One Bee
coaxing,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
cobalamin,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
cobblestone,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
cobweb,2025,2025 Words of Champion _1_.pdf,Three Bee
coccidiosis,2024,2024 Words of the Champions.pdf,Three Bee
coccygeal,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
cochin,2025,2025 Words of Champion _1_.pdf,Three Bee
