word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
appraisal,"The act of assessing or evaluating the value, quality, or importance of something; a formal valuation of property.",The real estate _____ revealed that the house was worth more than expected.,Three Bee; Two Bee,,,,,1.0,4.0,1.5,2.0,4-factor weighted model (overall_score: 2.08),noun,uh-PRAY-zul (emphasis on second syllable),From Old French 'apreisier' meaning 'to set a price on',Claude,Think 'a-praise-al' - giving praise or value to something,,French,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3,Scripps National Spelling Bee Words of the Champions (2022; 2024; 2025),2025-08-19
appraisalparabola,COMBINED WORD ERROR - appears to be 'appraisal' + 'parabola' incorrectly joined,ERROR: This appears to be two words incorrectly combined.,Two Bee,,,,,1.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.35),ERROR,ERROR - combined word,ERROR - this appears to be a data extraction error,Claude,FLAG: This is a combined word error that needs manual review,,ERROR,Claude,Scripps National Spelling Bee,Two Bee,1,Scripps National Spelling Bee Words of the Champions (2023),2025-08-19
appreciation,Recognition of the value or significance of something; gratitude; an increase in value over time.,She expressed her _____ for all the hard work her team had accomplished.,Three Bee,,,,,2.0,4.0,1.5,2.0,4-factor weighted model (overall_score: 2.38),noun,uh-pree-shee-AY-shun (emphasis on fourth syllable),From Latin 'appretiare' meaning 'to set a price on',Claude,Think 'appreciate-ion' - the act of appreciating or valuing,,Latin,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
apprehensive,Anxious or fearful about something that might happen; showing understanding or awareness.,The student felt _____ about taking the final exam without enough preparation.,One Bee; Three Bee; Two Bee,,,,,1.0,4.0,1.5,2.0,4-factor weighted model (overall_score: 2.08),adjective,ap-ruh-HEN-siv (emphasis on third syllable),"From Latin 'apprehendere' meaning 'to take hold of, grasp'",Claude,Think 'apprehend-sive' - grasping or fearing what might come,,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,6,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
approaches,Methods of dealing with something; ways of tackling a problem; comes near to or draws closer.,The teacher used different _____ to help students understand the complex concept.,Three Bee,,,,,1.0,4.0,1.0,2.0,4-factor weighted model (overall_score: 1.95),noun/verb,uh-PROH-chiz (emphasis on second syllable),"From Old French 'aprochier', from Latin 'appropiare' (to come near)",Claude,Think 'ap-proach' - moving toward or near to something,,French,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
approbatory,Expressing approval or praise; giving official sanction or consent.,The committee gave an _____ nod to the proposed changes in policy.,One Bee; Three Bee; Two Bee,,,,,1.0,4.0,1.0,2.0,4-factor weighted model (overall_score: 1.95),adjective,uh-PROB-uh-tor-ee (emphasis on second syllable),From Latin 'approbare' meaning 'to approve',Claude,Think 'approve-atory' - giving approval or praise,,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,5,Scripps National Spelling Bee Words of the Champions (2021; 2022; 2023; 2024; 2025),2025-08-19
appropriaterummages,COMBINED WORD ERROR - appears to be 'appropriate' + 'rummages' incorrectly joined,ERROR: This appears to be two words incorrectly combined.,One Bee,,,,,1.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.35),ERROR,ERROR - combined word,ERROR - this appears to be a data extraction error,Claude,FLAG: This is a combined word error that needs manual review,,ERROR,Claude,Scripps National Spelling Bee,One Bee,1,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
appui,"Support or backing; assistance or help, especially in a difficult situation.",The diplomat sought _____ from allied nations during the negotiations.,Three Bee; Two Bee,,,,,1.0,3.0,1.0,2.0,4-factor weighted model (overall_score: 1.70),noun,ah-PWEE (French pronunciation),"From French 'appui' meaning 'support, prop'",Claude,Think 'appui' - providing support like a prop,,French,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3,Scripps National Spelling Bee Words of the Champions (2023; 2024; 2025),2025-08-19
appurtenances,Accessories or equipment associated with a particular activity; things that belong or are attached to something else.,"The house came with all its _____, including the garden tools and furniture.",One Bee; Two Bee,,,,,1.0,4.0,1.0,2.0,4-factor weighted model (overall_score: 1.95),noun,uh-PUR-tuh-nuns-iz (emphasis on second syllable),"From Old French 'apartenance', from 'apartenir' (to belong)",Claude,Think 'appurtenance' - things that belong or pertain to something,,French,Claude,Scripps National Spelling Bee,One Bee; Two Bee,3,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022),2025-08-19
april,"The fourth month of the year in the Gregorian calendar, traditionally associated with spring.",The cherry blossoms bloomed beautifully in _____ this year.,Three Bee,,,,,1.0,3.0,1.0,2.0,4-factor weighted model (overall_score: 1.70),noun,AY-prul (emphasis on first syllable),"From Latin 'Aprilis', possibly from 'aperire' (to open) referring to spring opening",Claude,Think 'April' - the month when nature opens up in spring,,Latin,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
apron,A protective garment worn over clothes; an area of pavement where aircraft are parked.,The chef tied her _____ securely before beginning to prepare the meal.,One Bee; Two Bee,,,,,1.0,3.0,1.0,2.0,4-factor weighted model (overall_score: 1.70),noun,AY-prun (emphasis on first syllable),"From Old French 'naperon', diminutive of 'nape' (tablecloth)",Claude,Think 'apron' - a protective covering worn in front,,French,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023),2025-08-19
apropos,Very appropriate to a particular situation; by the way; incidentally.,His comment about teamwork was quite _____ given the current project challenges.,One Bee,,,,,1.0,3.0,1.0,2.0,4-factor weighted model (overall_score: 1.70),adjective/adverb,ap-ruh-POH (emphasis on third syllable),From French 'à propos' meaning 'to the purpose',Claude,"Think 'a-propos' - to the purpose, very fitting",,French,Claude,Scripps National Spelling Bee,One Bee,1,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
apropospessimum,COMBINED WORD ERROR - appears to be 'apropos' + 'pessimum' incorrectly joined,ERROR: This appears to be two words incorrectly combined.,One Bee,,,,,1.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.35),ERROR,ERROR - combined word,ERROR - this appears to be a data extraction error,Claude,FLAG: This is a combined word error that needs manual review,,ERROR,Claude,Scripps National Spelling Bee,One Bee,1,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
