word,years,source_files,source_difficulties
finals,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
financier,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
finch,2025,2025 Words of Champion _1_.pdf,Three Bee
fine,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
fineday,2021,2021_Printable_Words of the Champions.pdf,One Bee
finial,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
finicky,2024,2024 Words of the Champions.pdf,Three Bee
finish,2020,2020 Words_of_the_Champions.pdf,One Bee
fipple,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
firbolg,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
fire,2024,2024 Words of the Champions.pdf,Three Bee
firefly,2021,2021_Printable_Words of the Champions.pdf,One Bee
firenze,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
fires,2025,2025 Words of Champion _1_.pdf,Three Bee
fireworks,2024,2024 Words of the Champions.pdf,Three Bee
firkin,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
firmament,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
firmly,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
fiscal,2020; 2022,2020 Words_of_the_Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
fish,2024,2024 Words of the Champions.pdf,Three Bee
