word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
demigod,A being with partial divine status; a person who is greatly admired or feared.,Hercules was considered a _____ in Greek mythology.,Three Bee,,,,,1.0,3.0,2.0,3.3,4-factor weighted model (overall_score: 2.21),noun,DEM-ee-god (emphasis on first syllable),"From ""demi-"" (half) + ""god""",Claude,"Think ""demi-god"" - half god, half mortal",semi-divine being,Greek prefix + English,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
demitasse,"A small cup used for serving strong black coffee, especially espresso; the coffee itself.","After dinner, she served coffee in delicate _____ cups.",One Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),noun,DEM-ih-tas (emphasis on first syllable),"From French ""demi-tasse"" meaning ""half-cup""",Claude,"Think ""demi-tasse"" - half the size of a regular coffee cup",espresso cup,French,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
demographics,Statistical data relating to the population and particular groups within it.,The marketing team studied the _____ of their target audience.,One Bee,,,,,4.0,4.0,2.0,3.3,4-factor weighted model (overall_score: 3.36),noun,dem-uh-GRAF-iks (emphasis on third syllable),"From Greek ""demos"" (people) + ""graphikos"" (writing, description)",Claude,"Think ""demo-graphics"" - graphics about the demo (people)",population statistics,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2024, 2025)",2025-08-19
demolitiongargantuan,"[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""demolition"" (destruction) + ""gargantuan"" (enormous).",[ERROR - This combined word should not appear in spelling bee materials],One Bee,,,,,3.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 3.20),error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],Claude,"This is a data error - should be separated into ""demolition"" and ""gargantuan""",demolition + gargantuan (separate words),ERROR - combined words,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023)",2025-08-19
demonstrative,Clearly showing the existence or truth of something; tending to show feelings openly; a word that points to something.,"The _____ pronoun ""this"" points to a specific object.",One Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),"adjective, noun",dih-MON-struh-tiv (emphasis on second syllable),"From Latin ""demonstrativus"", from ""demonstrare"" meaning ""to show""",Claude,"Think ""demon-strative"" - showing like a demonstration","illustrative, expressive",Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
demulcent,"Having a soothing effect; relieving inflammation or irritation, especially of mucous membranes.",The _____ properties of honey help soothe a sore throat.,One Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),"adjective, noun",dih-MUHL-suhnt (emphasis on second syllable),"From Latin ""demulcens"", from ""demulcere"" meaning ""to stroke down, soothe""",Claude,"Think ""de-mulcent"" - calming down (de) the irritation","soothing, mollifying",Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
demure,"Reserved, modest, and shy in manner or appearance; affectedly modest.",She gave a _____ smile and looked down shyly.,Three Bee,,,,,1.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.01),adjective,dih-MYOOR (emphasis on second syllable),"From Old French ""demure"", possibly from ""de-"" + ""meur"" (ripe, mature)",Claude,"Think ""de-mature"" - acting in a mature, modest way","modest, reserved",Old French,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
demurrage,A charge payable to the owner of a chartered ship for failure to load or discharge the ship within the agreed time.,The shipping company had to pay _____ fees for the delayed cargo.,One Bee,,,,,1.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 2.51),noun,dih-MUR-ij (emphasis on second syllable),"From Old French ""demorage"", from ""demorer"" meaning ""to delay""",Claude,"Think ""de-murrage"" - a charge for delaying (de-mouring)",delay charge,Old French,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
dendrochronology,The scientific method of dating tree rings to determine the age of trees and study climate patterns.,Scientists used _____ to determine the age of the ancient forest.,Three Bee,,,,,4.0,4.0,2.0,3.3,4-factor weighted model (overall_score: 3.36),noun,den-droh-kruh-NOL-uh-jee (emphasis on fourth syllable),"From Greek ""dendron"" (tree) + ""chronos"" (time) + ""logos"" (study)",Claude,"Think ""dendro-chrono-logy"" - tree (dendro) time (chrono) study (logy)",tree ring dating,Greek,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
dengue,"A tropical disease transmitted by mosquitoes, causing fever, headache, and joint pain.",The tropical region had an outbreak of _____ fever.,One Bee,,,,,1.0,3.0,2.0,3.3,4-factor weighted model (overall_score: 2.21),noun,DENG-ee or den-GAY (emphasis varies),"From Spanish ""dengue"", possibly from Swahili ""ki-denga""",Claude,"Think ""den-gue"" - a disease that puts you in a den (bed)",dengue fever,"Spanish, possibly from Swahili",Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024)",2025-08-19
denizen,An inhabitant or occupant of a particular place; a foreigner admitted to certain rights of citizenship.,The old owl was a longtime _____ of the forest.,One Bee,,,,,1.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.01),noun,DEN-ih-zuhn (emphasis on first syllable),"From Old French ""deinzein"", from ""deins"" meaning ""within""",Claude,"Think ""den-izen"" - a citizen of the den (place)","inhabitant, resident",Old French,Claude,Scripps National Spelling Bee,One Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022)",2025-08-19
denominator,The number below the line in a fraction; a common feature or characteristic shared by members of a group.,"In the fraction 3/4, the _____ is 4.",One Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),noun,dih-NOM-uh-nay-ter (emphasis on second syllable),"From Latin ""denominare"" meaning ""to name"" + ""-ator""",Claude,"Think ""de-nominator"" - the number that names what the fraction represents","bottom number, common factor",Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
denouement,The final outcome of the main dramatic complication in a literary work; the climax of a chain of events.,The _____ revealed that the butler was the murderer.,One Bee,,,,,2.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 2.81),noun,day-noo-MAHN (emphasis on third syllable),"From French ""dénouement"", from ""dénouer"" meaning ""to untie""",Claude,"Think ""de-nouement"" - untying (de-nouer) the plot knots","resolution, climax",French,Claude,Scripps National Spelling Bee,One Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021)",2025-08-19
denouncement,The action of publicly declaring something or someone to be wrong or evil; condemnation.,The speech was a fierce _____ of government corruption.,One Bee,,,,,4.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.41),noun,dih-NOWNS-muhnt (emphasis on second syllable),"From ""denounce"" (from Latin ""denuntiare"") + ""-ment""",Claude,"Think ""de-nounce-ment"" - the act of denouncing","condemnation, denunciation",Latin,Claude,Scripps National Spelling Bee,One Bee,4.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
denticulate,Having small teeth or tooth-like projections; finely toothed.,The leaf had a _____ edge with tiny tooth-like projections.,One Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),adjective,den-TIK-yuh-lit (emphasis on second syllable),"From Latin ""denticulatus"", from ""denticulus"" meaning ""small tooth""",Claude,"Think ""denti-culate"" - having little teeth (denti)","toothed, serrated",Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024)",2025-08-19
dentifrice,A paste or powder for cleaning the teeth; toothpaste.,The ancient Romans used a primitive _____ to clean their teeth.,One Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),noun,DEN-tuh-fris (emphasis on first syllable),"From Latin ""dentifricium"", from ""dens"" (tooth) + ""fricare"" (to rub)",Claude,"Think ""denti-frice"" - something to rub (frice) teeth (denti)","toothpaste, tooth powder",Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
deny,To declare untrue; to refuse to give or grant something; to disown or reject.,The suspect continued to _____ any involvement in the crime.,One Bee,,,,,1.0,1.0,1.0,2.6,4-factor weighted model (overall_score: 1.32),verb,dih-NAHY (emphasis on second syllable),"From Old French ""denier"", from Latin ""denegare"" meaning ""to refuse""",Claude,"Think ""de-ny"" - to negate (ny sounds like nay)","refuse, reject",Latin via Old French,Claude,Scripps National Spelling Bee,One Bee,1.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
