word,years,source_files,source_difficulties
shares,2024,2024 Words of the Champions.pdf,Three Bee
sharp,2025,2025 Words of Champion _1_.pdf,Three Bee
shawl,2023,2023_Words_of_the_Champions.pdf,Two Bee
shawwal,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
shazam,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
sheathed,2021,2021_Printable_Words of the Champions.pdf,One Bee
sheaves,2025,2025 Words of Champion _1_.pdf,Three Bee
shebang,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
shedding,2024,2024 Words of the Champions.pdf,Three Bee
sheen,2021,2021_Printable_Words of the Champions.pdf,One Bee
sheepish,2023,2023_Words_of_the_Champions.pdf,Two Bee
sheesh,2023,2023_Words_of_the_Champions.pdf,Two Bee
sheetrock,2020,2020 Words_of_the_Champions.pdf,One Bee
sheldrake,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
shelf,2023,2023_Words_of_the_Champions.pdf,Two Bee
shell,2024,2024 Words of the Champions.pdf,Three Bee
shelter,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
shenandoah,2025,2025 Words of Champion _1_.pdf,Three Bee
shenanigans,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
shepherd,2020,2020 Words_of_the_Champions.pdf,One Bee
sherifftarry,2020,2020 Words_of_the_Champions.pdf,One Bee
shetland,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
shhh,2024,2024 Words of the Champions.pdf,Three Bee
shiba,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
shield,2020; 2022,2020 Words_of_the_Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
shieldtiger,2021,2021_Printable_Words of the Champions.pdf,One Bee
shimmery,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
shindig,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
shine,2025,2025 Words of Champion _1_.pdf,Three Bee
shingle,2020,2020 Words_of_the_Champions.pdf,One Bee
shipping,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
ships,2025,2025 Words of Champion _1_.pdf,Three Bee
shirk,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
shirt,2025,2025 Words of Champion _1_.pdf,Three Bee
shoal,2024,2024 Words of the Champions.pdf,Three Bee
shoe,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
shoji,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
shoo,2020,2020 Words_of_the_Champions.pdf,One Bee
shoot,2025,2025 Words of Champion _1_.pdf,Three Bee
shop,2025,2025 Words of Champion _1_.pdf,Three Bee
shopaholic,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
shops,2025,2025 Words of Champion _1_.pdf,Three Bee
shore,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
short,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
shortfall,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
shoulder,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
shouldn,2025,2025 Words of Champion _1_.pdf,Three Bee
shout,2025,2025 Words of Champion _1_.pdf,Three Bee
showed,2025,2025 Words of Champion _1_.pdf,Three Bee
shower,2024,2024 Words of the Champions.pdf,Three Bee
