word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
antithesis,The exact opposite of something; a person or thing that is the direct opposite of someone or something else; a rhetorical device contrasting opposing ideas.,His calm demeanor was the _____ of his brother's explosive temperament.,One Bee; Three Bee; Two Bee,,,,,1.0,4.0,1.5,3.0,4-factor weighted model (overall_score: 2.28),noun,an-TIH-thuh-sis (emphasis on second syllable),"From Greek 'antithesis' meaning 'opposition, contrast'",Claude,Think 'anti-thesis' - against or opposite to a thesis or idea,,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,6,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
antlers,"The branched horns of deer, elk, moose, and similar animals, shed and regrown annually.",The magnificent stag displayed impressive _____ with twelve points.,Three Bee,,,,,1.0,3.0,1.0,2.0,4-factor weighted model (overall_score: 1.70),noun,ANT-lurz (emphasis on first syllable),"From Old French 'antoillier', from Latin 'ante-ocularis' (before the eyes)",Claude,Think 'antlers' - the branched horns that appear before (ante) the animal's eyes,,Latin,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
antonyms,Words that have opposite meanings to other words; contrasting terms.,Hot and cold are common _____ taught in elementary vocabulary lessons.,Three Bee,,,,,1.0,4.0,1.0,3.0,4-factor weighted model (overall_score: 2.15),noun,AN-tuh-nimz (emphasis on first syllable),From Greek 'anti-' (opposite) + 'onyma' (name),Claude,Think 'ant-onyms' - opposite names or words,,Greek,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
anxiety,"A feeling of worry, nervousness, or unease about something with an uncertain outcome; a mental health condition characterized by excessive worry.",The student experienced severe _____ before taking the final exam.,One Bee; Three Bee; Two Bee,,,,,1.0,3.0,1.0,2.0,4-factor weighted model (overall_score: 1.70),noun,ang-ZYE-uh-tee (emphasis on second syllable),"From Latin 'anxietas', from 'anxius' (anxious)",Claude,Think 'anxiety' - the feeling of being anxious or worried,,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,6,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
anybody,Any person; anyone at all; used to refer to a person without specifying who.,Is _____ home to answer the door?,Three Bee,,,,,1.0,3.0,1.0,1.0,4-factor weighted model (overall_score: 1.50),pronoun,EN-ee-bod-ee (emphasis on first syllable),From 'any' + 'body' (person),Claude,Think 'any-body' - any person or individual,,English,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
anymore,Any longer; at the present time (used in negative contexts or questions).,She doesn't live here _____ since moving to college.,Three Bee,,,,,1.0,3.0,1.0,1.0,4-factor weighted model (overall_score: 1.50),adverb,en-ee-MOR (emphasis on third syllable),From 'any' + 'more',Claude,"Think 'any-more' - any additional time, usually in negative contexts",,English,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
anyone,Any person; anybody; used to refer to a person without specifying who.,Can _____ explain how this machine works?,Three Bee,,,,,1.0,3.0,1.0,1.0,4-factor weighted model (overall_score: 1.50),pronoun,EN-ee-wuhn (emphasis on first syllable),From 'any' + 'one',Claude,Think 'any-one' - any single person,,English,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
anytime,At any time; whenever; used to indicate that something can happen at any moment.,You can call me _____ if you need help with the project.,Three Bee,,,,,1.0,3.0,1.0,1.0,4-factor weighted model (overall_score: 1.50),adverb,EN-ee-tyme (emphasis on first syllable),From 'any' + 'time',Claude,Think 'any-time' - at whatever time is convenient,,English,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
anyway,In any case; regardless; used to resume or return to a previous topic.,"The weather was terrible, but we decided to go hiking _____.",One Bee; Three Bee; Two Bee,,,,,1.0,3.0,1.0,1.0,4-factor weighted model (overall_score: 1.50),adverb,EN-ee-way (emphasis on first syllable),From 'any' + 'way',Claude,Think 'any-way' - in whatever manner or regardless,,English,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,5,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024),2025-08-19
apabhramsa,Late Middle Indo-Aryan dialects that developed from Sanskrit and Prakrit languages in medieval India.,Scholars study _____ texts to understand the evolution of Indian languages.,Three Bee; Two Bee,,,,,1.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.35),noun,ah-pah-BRAHM-shah (emphasis on third syllable),"From Sanskrit 'apabhramsa' meaning 'falling away, corruption'",Claude,Think 'apa-bhramsa' - languages that fell away from classical Sanskrit,,Sanskrit,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3,Scripps National Spelling Bee Words of the Champions (2023; 2024; 2025),2025-08-19
apartment,A self-contained residential unit in a building; a flat or suite of rooms.,The young couple rented a cozy one-bedroom _____ downtown.,Two Bee,,,,,1.0,4.0,1.5,2.0,4-factor weighted model (overall_score: 2.08),noun,uh-PART-munt (emphasis on second syllable),"From French 'appartement', from Italian 'appartamento'",Claude,Think 'apart-ment' - a place set apart for living,,French,Claude,Scripps National Spelling Bee,Two Bee,1,Scripps National Spelling Bee Words of the Champions (2023),2025-08-19
aperture,"An opening, hole, or gap; in photography, the opening in a camera lens that controls light exposure.",The photographer adjusted the _____ to create a shallow depth of field.,One Bee; Three Bee; Two Bee,,,,,1.0,4.0,1.0,2.0,4-factor weighted model (overall_score: 1.95),noun,AP-ur-chur (emphasis on first syllable),"From Latin 'apertura', from 'aperire' (to open)",Claude,Think 'aperture' - an opening that lets light through,,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,6,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
aperçu,A brief survey or sketch; an insight or glimpse; a concise overview or summary.,The professor provided an _____ of the semester's curriculum.,Three Bee; Two Bee,,,,,1.0,3.0,1.0,2.0,4-factor weighted model (overall_score: 1.70),noun,ah-per-SOO (French pronunciation),"From French 'aperçu', from 'apercevoir' (to perceive)",Claude,Think 'aperçu' - a perceived glimpse or overview,,French,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4,Scripps National Spelling Bee Words of the Champions (2022; 2023; 2024; 2025),2025-08-19
aperçucioppino,COMBINED WORD ERROR - appears to be 'aperçu' + 'cioppino' incorrectly joined,ERROR: This appears to be two words incorrectly combined.,One Bee,,,,,1.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.35),ERROR,ERROR - combined word,ERROR - this appears to be a data extraction error,Claude,FLAG: This is a combined word error that needs manual review,,ERROR,Claude,Scripps National Spelling Bee,One Bee,1,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
apex,The highest point or peak; the culminating point; the vertex of a geometric figure.,The mountain climber finally reached the _____ after hours of difficult ascent.,Two Bee,,,,,1.0,2.0,1.0,2.0,4-factor weighted model (overall_score: 1.45),noun,AY-peks (emphasis on first syllable),"From Latin 'apex' meaning 'summit, peak'",Claude,Think 'apex' - the highest point or peak of something,,Latin,Claude,Scripps National Spelling Bee,Two Bee,1,Scripps National Spelling Bee Words of the Champions (2023),2025-08-19
aphasia,"A medical condition affecting the ability to communicate, typically caused by brain damage; loss of language abilities.",The stroke patient developed _____ and struggled to find the right words.,One Bee; Three Bee; Two Bee,,,,,2.0,3.0,1.0,3.0,4-factor weighted model (overall_score: 2.20),noun,uh-FAY-zhuh (emphasis on second syllable),From Greek 'a-' (without) + 'phasis' (speech),Claude,Think 'a-phasia' - without speech or language ability,,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,6,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
apiary,A place where bees are kept; a collection of beehives for honey production.,The beekeeper tended to dozens of hives in his backyard _____.,One Bee; Three Bee; Two Bee,,,,,1.0,3.0,1.0,2.0,4-factor weighted model (overall_score: 1.70),noun,AY-pee-air-ee (emphasis on first syllable),"From Latin 'apiarium', from 'apis' (bee)",Claude,Think 'api-ary' - a place for apis (bees),,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,6,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
apistogramma,"A genus of small, colorful freshwater fish native to South America, popular in aquariums.",The aquarium enthusiast added several _____ species to create a diverse tank.,Three Bee; Two Bee,,,,,1.0,4.0,1.0,3.0,4-factor weighted model (overall_score: 2.15),noun,ah-pis-toh-GRAM-ah (emphasis on fourth syllable),"From Greek 'apistos' (faithless) + 'gramma' (line), referring to irregular lateral lines",Claude,Think 'apisto-gramma' - fish with irregular (faithless) lines,,Greek,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3,Scripps National Spelling Bee Words of the Champions (2023; 2024; 2025),2025-08-19
