word,years,source_files,source_difficulties
bireme,2020,2020 Words_of_the_Champions.pdf,One Bee
biriani,2023,2023_Words_of_the_Champions.pdf,Two Bee
birria,2025,2025 Words of Champion _1_.pdf,Three Bee
birthday,2025,2025 Words of Champion _1_.pdf,Three Bee
biryani,2023,2023_Words_of_the_Champions.pdf,Two Bee
bisbigliando,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
biscotti,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
biscuit,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
bismillah,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
bison,2021,2021_Printable_Words of the Champions.pdf,One Bee
bite,2021,2021_Printable_Words of the Champions.pdf,One Bee
biting,2025,2025 Words of Champion _1_.pdf,Three Bee
bittern,2020; 2021; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee
bittersweet,2025,2025 Words of Champion _1_.pdf,Three Bee
bitumen,2021,2021_Printable_Words of the Champions.pdf,One Bee
bivouac,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
bizarro,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee
