word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
animus,"A feeling of strong dislike, ill will, or resentment; hostility or antagonism; also refers to the spirit or motivating force behind an action.",There was clear _____ between the two rival teams after the controversial game.,One Bee; Three Bee; Two Bee,,,,,1.0,3.0,1.0,2.0,4-factor weighted model (overall_score: 1.70),noun,AN-uh-mus (emphasis on first syllable),"From Latin 'animus' meaning 'mind, spirit, soul'",Claude,Think 'animosity' - animus is the hostile spirit or mind,,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4,Scripps National Spelling Bee Words of the Champions (2021; 2022; 2023; 2024),2025-08-19
animustrillium,COMBINED WORD ERROR - appears to be 'animus' + 'trillium' incorrectly joined,ERROR: This appears to be two words incorrectly combined.,One Bee,,,,,1.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.35),ERROR,ERROR - combined word,ERROR - this appears to be a data extraction error,Claude,FLAG: This is a combined word error that needs manual review,,ERROR,Claude,Scripps National Spelling Bee,One Bee,1,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
anionic,Relating to or containing anions; having a negative electrical charge in chemical compounds.,The _____ surfactant helped reduce the surface tension of the solution.,Three Bee,,,,,1.0,3.0,1.5,3.0,4-factor weighted model (overall_score: 2.03),adjective,an-eye-ON-ik (emphasis on third syllable),From Greek 'anion' (going up) + '-ic' suffix,Claude,Think 'an-ionic' - relating to negative ions,,Greek,Claude,Scripps National Spelling Bee,Three Bee,2,Scripps National Spelling Bee Words of the Champions (2024; 2025),2025-08-19
anise,"An aromatic plant with seeds that have a licorice-like flavor, used in cooking and medicine.",The chef added _____ seeds to give the bread a distinctive licorice flavor.,Three Bee,,,,,1.0,3.0,1.5,3.0,4-factor weighted model (overall_score: 2.03),noun,AN-is (emphasis on first syllable),"From Greek 'anison', possibly from Egyptian origins",Claude,Think 'anise' - the spice that tastes like licorice,,Greek,Claude,Scripps National Spelling Bee,Three Bee,2,Scripps National Spelling Bee Words of the Champions (2024; 2025),2025-08-19
aniseikonia,"A visual condition where the two eyes perceive images of different sizes, causing depth perception problems.",The patient's _____ made it difficult to judge distances accurately.,One Bee; Three Bee; Two Bee,,,,,1.0,4.0,1.0,3.0,4-factor weighted model (overall_score: 2.15),noun,an-eye-sy-KOH-nee-uh (emphasis on fourth syllable),From Greek 'anisos' (unequal) + 'eikon' (image),Claude,Think 'anise-icon-ia' - unequal images seen by the eyes,,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,6,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
anjou,"A variety of pear with a sweet, buttery flavor; also refers to a historical region in France.",The _____ pears were perfectly ripe and ready for harvest.,Three Bee,,,,,1.0,3.0,1.0,2.0,4-factor weighted model (overall_score: 1.70),noun,AHN-zhoo (French pronunciation),"From Anjou, a region in western France where the pear variety originated",Claude,Think 'Anjou' - the French region famous for sweet pears,,French,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
ankh,"An ancient Egyptian hieroglyphic symbol shaped like a cross with a loop at the top, representing life.",The archaeologist discovered an _____ carved into the tomb wall.,One Bee; Three Bee; Two Bee,,,,,1.0,2.0,1.0,4.0,4-factor weighted model (overall_score: 1.85),noun,AHNK (rhymes with 'honk'),"From ancient Egyptian, meaning 'life' or 'breath of life'",Claude,Think 'ankh' - the Egyptian symbol of eternal life,,Egyptian,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,6,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
anklet,A piece of jewelry worn around the ankle; a short sock that reaches just above the ankle.,She wore a delicate silver _____ that jingled softly as she walked.,Three Bee,,,,,1.0,3.0,1.0,1.0,4-factor weighted model (overall_score: 1.50),noun,AHNK-lit (emphasis on first syllable),From 'ankle' + diminutive suffix '-let',Claude,Think 'ankle-let' - little jewelry for the ankle,,English,Claude,Scripps National Spelling Bee,Three Bee,2,Scripps National Spelling Bee Words of the Champions (2024; 2025),2025-08-19
anne,A feminine given name; also refers to Queen Anne style architecture and furniture.,The _____ style chair featured elegant curved legs and upholstered seats.,One Bee; Three Bee; Two Bee,,,,,1.0,2.0,1.0,4.0,4-factor weighted model (overall_score: 1.85),noun,AN (single syllable),From Hebrew 'Hannah' meaning 'grace' or 'favor',Claude,Think 'Anne' - a classic name meaning grace,,Hebrew,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,6,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
anneal,To heat and then cool metal or glass to reduce brittleness and internal stress; to strengthen through heat treatment.,The blacksmith had to _____ the steel blade to make it more durable.,Three Bee,,,,,1.0,3.0,1.5,4.0,4-factor weighted model (overall_score: 2.23),verb,uh-NEEL (emphasis on second syllable),From Old English 'onaelan' meaning 'to set on fire',Claude,Think 'an-neal' - to heal metal through controlled heating,,Old English,Claude,Scripps National Spelling Bee,Three Bee,2,Scripps National Spelling Bee Words of the Champions (2024; 2025),2025-08-19
