word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
teaspoon,A small spoon used for stirring tea or coffee; a unit of measurement equal to about 5 milliliters.,Add one _____ of sugar to sweeten your coffee.,One Bee,,,,,2.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.65),noun,TEE-spoon (emphasis on first syllable),"From ""tea"" + ""spoon"", referring to the small spoon used with tea",Claude,"Think ""tea-spoon"" - a spoon specifically sized for tea",,English (compound),Claude,Scripps National Spelling Bee,One Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021)",2025-08-19
techie,"A person who is enthusiastic about or skilled in technology, especially computers and electronics.",The _____ helped everyone set up their new smartphones.,Three Bee,,,,,4.0,3.0,1.0,4.0,4-factor weighted model (overall_score: 3.00),noun,TEK-ee (emphasis on first syllable),"From ""tech"" (short for technology) + ""-ie"" (informal suffix)",Claude,"Think ""tech-ie"" - someone who is into tech",techy,Modern English,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
technical,"Relating to or involving special skills or knowledge, especially in engineering or science; complex or specialized.",The _____ manual was too complex for most users to understand.,Three Bee,,,,,4.0,1.0,2.0,3.3,4-factor weighted model (overall_score: 2.61),adjective,TEK-ni-kuhl (emphasis on first syllable),"From Greek ""technikos"", from ""techne"" meaning ""art, skill""",Claude,"Think ""tech-nical"" - relating to technique and skill",,Greek,Claude,Scripps National Spelling Bee,Three Bee,1.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
technicalities,Specific details or rules of a complex system; minor but important points of procedure or law.,The lawyer focused on legal _____ to win the case.,Three Bee,,,,,4.0,4.0,1.0,3.6,4-factor weighted model (overall_score: 3.17),noun (plural),tek-ni-KAL-i-teez (emphasis on third syllable),"From ""technical"" + ""-ities"", meaning technical details",Claude,"Think ""technical-ities"" - multiple technical details",,Greek (via English),Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
technician,A person skilled in the technical aspects of a particular field; someone who maintains or repairs equipment.,The computer _____ fixed the server problem quickly.,One Bee,,,,,4.0,1.0,1.0,3.6,4-factor weighted model (overall_score: 2.42),noun,tek-NISH-uhn (emphasis on second syllable),"From ""technique"" + ""-ian"", meaning one skilled in technique",Claude,"Think ""technique-ian"" - a person skilled in techniques",,Greek (via English),Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,1.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024)",2025-08-19
technique,"A way of carrying out a particular task; a skill or method in art, sport, or other activities.",Her painting _____ improved dramatically with practice.,Two Bee,,,,,4.0,1.0,1.0,2.6,4-factor weighted model (overall_score: 2.22),noun,tek-NEEK (emphasis on second syllable),"From French ""technique"", from Greek ""techne"" meaning ""art, skill""",Claude,"Think ""tech-unique"" - a unique technical method",,Greek (via French),Claude,Scripps National Spelling Bee,Two Bee,1.0,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
technology,The application of scientific knowledge for practical purposes; machinery and equipment based on such knowledge.,Modern _____ has revolutionized how we communicate.,One Bee,,,,,4.0,1.0,1.0,3.3,4-factor weighted model (overall_score: 2.36),noun,tek-NOL-uh-jee (emphasis on second syllable),"From Greek ""technologia"", from ""techne"" (art) + ""logos"" (study)",Claude,"Think ""techno-logy"" - the study of technical things",,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee,1.0,"Scripps National Spelling Bee Words of the Champions (2020, 2025)",2025-08-19
tectonic,Relating to the structure of the earth's crust; involving large-scale geological processes.,The earthquake was caused by _____ plate movement.,One Bee,,,,,4.0,4.0,2.0,3.3,4-factor weighted model (overall_score: 3.36),adjective,tek-TON-ik (emphasis on second syllable),"From Greek ""tektonikos"", from ""tekton"" meaning ""builder""",Claude,"Think ""tec-tonic"" - building and constructing the Earth's structure",,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
tedious,Boring and repetitive; taking a long time and requiring patience; tiresome due to length or dullness.,Filing all those documents was a _____ task that took hours.,One Bee,,,,,2.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.31),adjective,TEE-dee-uhs (emphasis on first syllable),"From Latin ""taediosus"", from ""taedium"" meaning ""weariness""",Claude,"Think ""tea-dious"" - so boring even tea time becomes dull",,Latin,Claude,Scripps National Spelling Bee,One Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022)",2025-08-19
teemed,Was full of or swarming with; contained in large numbers; was abundantly filled.,The garden _____ with colorful butterflies in the spring.,One Bee,,,,,2.0,3.0,2.0,1.3,4-factor weighted model (overall_score: 2.11),verb (past tense),TEEMD (single syllable),"Past tense of ""teem"", from Old English ""teman"" meaning ""to bring forth""",Claude,"Think ""team-ed"" - so full it needed a team to count everything",,Old English,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2021, 2022, 2023, 2024, 2025)",2025-08-19
teenagers,Young people between the ages of thirteen and nineteen; adolescents in their teen years.,The _____ gathered at the mall after school.,Three Bee,,,,,2.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.65),noun (plural),TEEN-ay-jerz (emphasis on first syllable),"From ""teen"" (thirteen to nineteen) + ""age"" + ""-ers""",Claude,"Think ""teen-agers"" - people in their teen age",,English,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
teenagerspeat,"[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""teenagers"" (adolescents) + ""peat"" (organic matter).",[ERROR - This combined word should not appear in spelling bee materials],One Bee,,,,,2.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.65),error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],Claude,"This is a data error - should be separated into ""teenagers"" and ""peat""",teenagers + peat (separate words),ERROR - combined words,Claude,Scripps National Spelling Bee,One Bee,4.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
teeter,To move unsteadily back and forth; to be in an unstable position; to waver between different states.,The stack of books began to _____ before finally falling over.,One Bee,,,,,2.0,3.0,2.0,1.3,4-factor weighted model (overall_score: 2.11),verb,TEE-ter (emphasis on first syllable),"From Middle English ""titer"", possibly imitative of unsteady movement",Claude,"Think ""see-ter"" - you can see someone tottering back and forth",,Middle English,Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
teflon,A synthetic polymer used as a non-stick coating for cookware; trademark for polytetrafluoroethylene.,The _____ coating made the pan easy to clean.,One Bee,,,,,2.0,3.0,1.0,4.0,4-factor weighted model (overall_score: 2.40),noun,TEF-lon (emphasis on first syllable),"Trademark name, from ""tetrafluoroethylene"" + ""-on""",Claude,"Think ""tough-lon"" - a tough coating that nothing sticks to",PTFE,Modern scientific (trademark),Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
tegucigalpa,"The capital and largest city of Honduras, located in the central part of the country.",_____ is the political and economic center of Honduras.,One Bee,,,,,4.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 3.25),noun (proper noun),teh-goo-see-GAHL-pah (emphasis on fourth syllable),"From Nahuatl, possibly meaning ""silver hills"" or ""painted houses""",Claude,"Think ""te-goose-i-gal-pa"" - a city where geese and gals meet",,Nahuatl,Claude,Scripps National Spelling Bee,One Bee; Three Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2021, 2024, 2025)",2025-08-19
tejano,A style of music blending Mexican folk music with elements of country and rock; relating to Mexican-American culture in Texas.,The band played traditional _____ music at the festival.,Three Bee,,,,,2.0,3.0,1.0,3.3,4-factor weighted model (overall_score: 2.26),"noun, adjective",teh-HAH-noh (emphasis on second syllable),"From Spanish ""tejano"", meaning ""Texan"" (referring to Mexican-Texans)",Claude,"Think ""Texas-ano"" - music from Mexican-Americans in Texas",,Spanish,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
telamon,A male figure used as a supporting column in classical architecture; also called an atlas.,The ancient temple featured carved _____ supporting the roof.,One Bee,,,,,2.0,3.0,1.0,3.3,4-factor weighted model (overall_score: 2.26),noun,TEL-uh-mon (emphasis on first syllable),"From Greek ""telamon"", from ""talaein"" meaning ""to bear, endure""",Claude,"Think ""tell-a-man"" - tell a man to hold up the building",atlas,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2021, 2022, 2023, 2024, 2025)",2025-08-19
teledu,"A badger-like mammal found in Southeast Asia, also known as a stink badger.",The _____ is known for its distinctive black and white markings.,One Bee,,,,,2.0,3.0,1.0,4.0,4-factor weighted model (overall_score: 2.40),noun,TEL-uh-doo (emphasis on first syllable),"From Malay/Javanese ""teledu""",Claude,"Think ""tell-edu"" - an educational animal that tells you about badgers",,Malay/Javanese,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2021, 2022, 2023, 2024, 2025)",2025-08-19
telegnosis,Alleged knowledge of distant events without normal sensory contact; clairvoyance or extrasensory perception.,Some claimed the psychic had _____ of events happening far away.,One Bee,,,,,2.0,4.0,2.0,3.3,4-factor weighted model (overall_score: 2.76),noun,tel-ig-NOH-sis (emphasis on third syllable),"From Greek ""tele"" (distant) + ""gnosis"" (knowledge)",Claude,"Think ""tele-gnosis"" - distant knowledge like a telephone for the mind",,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
telenovelas,"Spanish or Portuguese-language television soap operas, typically featuring dramatic storylines and romance.",She watched _____ every evening to practice her Spanish.,Two Bee,,,,,2.0,4.0,2.0,3.3,4-factor weighted model (overall_score: 2.76),noun (plural),tel-eh-noh-VEH-lahs (emphasis on fourth syllable),"From Spanish ""telenovela"", from ""tele"" (television) + ""novela"" (novel)",Claude,"Think ""tele-novels"" - television novels with dramatic stories",,Spanish,Claude,Scripps National Spelling Bee,Two Bee,4.0,Scripps National Spelling Bee Words of the Champions (2023),2025-08-19
teleology,The philosophical study of purpose and design in nature; the explanation of phenomena by their purposes.,The philosopher explored _____ to understand nature's apparent design.,One Bee,,,,,2.0,4.0,2.0,3.3,4-factor weighted model (overall_score: 2.76),noun,tel-ee-OL-uh-jee (emphasis on third syllable),"From Greek ""telos"" (end, purpose) + ""logos"" (study)",Claude,"Think ""tele-ology"" - the study of distant purposes and goals",,Greek,Claude,Scripps National Spelling Bee,One Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021)",2025-08-19
