word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
joropo,"A traditional Venezuelan folk dance and musical genre, characterized by fast-paced harp music, cuatro guitar, and maracas, performed at festivals and social gatherings. This energetic dance features couples moving in intricate patterns with rapid footwork, heel-tapping, and synchronized movements reflecting rural Colombian and Venezuelan culture. The joropo encompasses different regional styles including llanero joropo from the plains and tuyero joropo from central regions. It serves as an important cultural expression representing national identity, featuring call-and-response singing with lyrics about rural life, love, and nature.",The festival featured traditional _____ dancers accompanied by harp and cuatro musicians.,One Bee,,,,,1.0,3.0,1.0,3.3,4-factor weighted model (overall_score: 1.96),noun,hoh-ROH-poh (emphasis on second syllable),"From Spanish ""joropo,"" possibly from Arabic ""sharab"" meaning drink, referring to festive gatherings",Claude,"Think ""ho-rope-oh"" - dancers move like they're jumping rope with lively ""oh!"" exclamations",,Spanish,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
joule,"The standard unit of energy in the International System of Units, equal to the work done when a force of one newton acts through a distance of one meter. Named after English physicist James Prescott Joule, it measures energy, work, and heat in physics and engineering. One joule equals the energy expended in applying one newton of force over one meter of distance, or the energy dissipated as heat by one ampere of electric current flowing through one ohm of resistance for one second. This fundamental unit connects mechanical, electrical, and thermal energy measurements.",The battery stored 3600 _____ of electrical energy for the portable device.,One Bee,,,,,2.0,3.0,1.0,4.0,4-factor weighted model (overall_score: 2.40),noun,"JOOL (single syllable, rhymes with ""pool"")","Named after James Prescott Joule (1818-1889), English physicist who studied energy relationships",Claude,"Think ""jewel"" - energy is precious like a jewel, and both sound similar",,English (eponym),Claude,Scripps National Spelling Bee,One Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021)",2025-08-19
jour,"French word meaning ""day,"" commonly used in English phrases like ""soup du jour"" (soup of the day) and ""plat du jour"" (dish of the day). In journalism and publishing, it appears in compound terms describing daily publications or current events. The word represents the concept of daily occurrence, current happenings, or things that change each day. In legal contexts, it may appear in phrases describing daily proceedings or contemporary issues.",The restaurant's soup du _____ featured locally sourced vegetables.,One Bee,,,,,1.0,2.0,1.0,2.9,4-factor weighted model (overall_score: 1.63),noun (French),ZHOOR (French) / ZHOOR or JOR (anglicized),"From Latin ""diurnus"" meaning ""of the day,"" through Old French ""jor""",Claude,"Think ""journey"" - both start with ""jour"" and involve daily travel through time",,French via Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,2.0,"Scripps National Spelling Bee Words of the Champions (2021, 2022, 2023, 2024, 2025)",2025-08-19
journal,"A daily record of personal experiences, thoughts, and observations; a periodical publication containing articles on specialized subjects; or an official record of proceedings. Personal journals serve as private reflections and memory preservation, while academic journals publish research findings. Business journals track transactions and financial activities. The practice of journaling promotes self-reflection, emotional processing, and historical documentation, serving both personal development and scholarly communication purposes.",She wrote in her personal _____ every evening to reflect on the day's events.,One Bee,,,,,2.0,3.0,2.0,2.6,4-factor weighted model (overall_score: 2.37),"noun, verb",JER-nuhl (emphasis on first syllable),"From Old French ""journal"" meaning ""daily,"" from Latin ""diurnalis""",Claude,"Think ""journey-all"" - recording the journey of all daily experiences",,Old French via Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
journalism,"The profession of gathering, writing, editing, and presenting news and information to the public through various media including newspapers, television, radio, and digital platforms. Modern journalism encompasses investigative reporting, breaking news coverage, feature writing, and multimedia storytelling. Ethical journalism follows principles of accuracy, fairness, independence, and accountability while serving the public interest. The field has evolved with technology, adapting to social media, podcasting, and citizen journalism while maintaining core standards of verification and objectivity.",Digital _____ has transformed how news is reported and consumed in the modern era.,One Bee,,,,,2.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 2.90),noun,JER-nuh-lizm (emphasis on first syllable),"From ""journal"" + suffix ""-ism,"" indicating the practice or profession of daily news reporting",Claude,"Think ""journal-ism"" - the practice of keeping society's daily journal",,English formation,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2022, 2023, 2024, 2025)",2025-08-19
journey,"An act of traveling from one place to another, typically over a considerable distance; a process of personal development or change over time. Physical journeys involve movement through space, while metaphorical journeys represent life experiences, learning processes, or spiritual growth. The concept encompasses both the destination and the experiences encountered along the way. Journeys can be planned expeditions, unexpected adventures, or internal transformations that shape character and perspective.",The family's cross-country _____ created lasting memories and strengthened their bonds.,One Bee,,,,,1.0,3.0,1.0,2.3,4-factor weighted model (overall_score: 1.76),"noun, verb",JER-nee (emphasis on first syllable),"From Old French ""jornee"" meaning ""day's work or travel,"" from ""jor"" (day)",Claude,"Think ""jour-ney"" - originally meant a day's travel, like attorney means one who acts for another",,Old French,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
joyful,"Characterized by great happiness, delight, or pleasure; expressing or causing joy. Joyful describes both internal emotional states and external expressions of happiness, including smiles, laughter, and celebratory behavior. The word suggests more than temporary happiness, implying deep satisfaction and positive energy that radiates to others. Joyful experiences often involve accomplishments, relationships, beauty, or spiritual fulfillment that create lasting positive memories and emotional resonance.",The wedding ceremony was a _____ celebration filled with laughter and tears of happiness.,One Bee,,,,,2.0,3.0,2.0,4.0,4-factor weighted model (overall_score: 2.65),adjective,JOY-fuhl (emphasis on first syllable),"From ""joy"" + suffix ""-ful"" meaning ""full of,"" indicating abundant happiness",Claude,"Think ""joy-full"" - completely filled with joy like a full cup",,English,Claude,Scripps National Spelling Bee,One Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022)",2025-08-19
jubilant,"Extremely happy and triumphant, especially as a result of success or victory; expressing great joy and celebration. Jubilant describes the elated feeling following achievements, wins, or positive outcomes. The emotion goes beyond simple happiness to include feelings of triumph, vindication, and communal celebration. Jubilant responses often involve public expressions of joy including cheering, dancing, or other demonstrative behaviors that share happiness with others.",The team was _____ after winning the championship game in overtime.,Three Bee,,,,,3.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.61),adjective,JOO-buh-luhnt (emphasis on first syllable),"From Latin ""jubilant"" meaning ""shouting for joy,"" from ""jubilare"" (to shout)",Claude,"Think ""jubilee-ant"" - like an ant celebrating at a jubilee festival",,Latin,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
jubilantdifficulty,"[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""jubilant"" (extremely happy) + ""difficulty"" (challenge or problem). This type of error occurs when PDF text extraction fails to properly separate distinct words appearing close together in original document formatting. These are completely unrelated concepts artificially combined due to technical parsing issues common when processing PDF documents containing spelling bee word lists, where formatting irregularities cause adjacent words to merge without proper spacing.",[ERROR - This combined word should not appear in spelling bee materials],One Bee,,,,,4.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 3.25),error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],Claude,"This is a data error - should be separated into ""jubilant"" and ""difficulty""",jubilant + difficulty (separate words),ERROR - combined words,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023)",2025-08-19
judaism,"One of the world's oldest monotheistic religions, characterized by belief in one God, adherence to Torah teachings, and rich traditions spanning over 3,500 years. Judaism encompasses religious practices, cultural identity, and ethical teachings including the Ten Commandments and emphasis on education, social justice, and community responsibility. The religion includes various movements from Orthodox to Reform, united by shared history, texts, and covenant with God. Jewish observances include Sabbath, holidays like Passover and Yom Kippur, and life-cycle events.","The study of _____ includes learning about ancient texts, modern practices, and cultural traditions.",Two Bee,,,,,1.0,3.0,2.0,2.6,4-factor weighted model (overall_score: 2.07),noun,JOO-day-izm (emphasis on first syllable),"From ""Judah"" (biblical patriarch) + suffix ""-ism,"" referring to the religion of the Jewish people",Claude,"Think ""Judah-ism"" - the faith tradition originating from the tribe of Judah",,Hebrew via Greek and Latin,Claude,Scripps National Spelling Bee,Two Bee,3.0,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
