word,definition,pronunciation,pronunciation_respelling,etymology,etymology_source,memory_tip,example_sentence,example_sentence_source,years,source_files,source_difficulties,definition_source,pronunciation_source,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,total_difficulty_score,assigned_difficulty,audio_file_path,created_at,updated_at,notes,review_status,batch_number
polysyllabic,Having multiple syllables; consisting of more than one syllable.,/ˌpɒlɪsɪˈlæbɪk/,pol-ee-si-LAB-ik,"From Greek ""polys"" (many) + ""syllable"" from Greek ""syllabē"" (taken together).",Claude,"Remember ""poly"" means many, and this word itself has many syllables - it's polysyllabic!","The word ""___"" has four syllables and is therefore classified as a multisyllabic word.",Claude,2022; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,6,8,5,4,23,,,2025-01-01,2025-01-01,Batch 136 processing,pending,136
pomade,"A scented ointment or hair dressing, typically made from fat or oil.",/pəˈmeɪd/,puh-MAYD,"From French ""pommade"" from Latin ""pomum"" (apple), originally apple-based ointments.",Claude,"Think of ""pom"" from pomegranate - both are smooth and glossy like pomade makes hair.",The barber applied ___ to style the gentleman's hair in the 1920s fashion.,Claude,2023,2023_Words_of_the_Champions.pdf,Two Bee,Claude,Claude,8,8,2,6,24,,,2025-01-01,2025-01-01,Batch 136 processing,pending,136
pomato,A hybrid plant that produces both potatoes underground and tomatoes above ground.,/pəˈmeɪtoʊ/,puh-MAY-toh,"Blend of ""potato"" and ""tomato,"" created through grafting techniques.",Claude,"Combine ""po"" from potato and ""mato"" from tomato to get pomato.",Scientists created the ___ by grafting tomato plants onto potato rootstock.,Claude,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,8,8,2,3,21,,,2025-01-01,2025-01-01,Batch 136 processing,pending,136
pomegranate,"A round red fruit with many seeds inside, native to the Middle East.",/ˈpɒmɪɡrænɪt/,POM-ih-gran-it,"From Old French ""pomegrenate,"" from Latin ""pomum granatum"" (seeded apple).",Claude,"Think ""pome"" (apple-like) + ""granate"" (having grains/seeds) for this seedy fruit.",The ruby-red ___ burst open to reveal hundreds of jewel-like seeds.,Claude,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,8,8,4,6,26,,,2025-01-01,2025-01-01,Batch 136 processing,pending,136
pomeranian,"A small breed of dog with a fluffy double coat, originally from the Pomerania region.",/ˌpɒməˈreɪniən/,pom-uh-RAY-nee-un,"Named after Pomerania, a region in northern Europe where the breed was developed.",Claude,"Remember the ""pom"" in both pomegranate and Pomeranian - small and round!",The tiny ___ weighed only three pounds but had the courage of a much larger dog.,Claude,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,8,8,4,3,23,,,2025-01-01,2025-01-01,Batch 136 processing,pending,136
pomology,"The scientific study and cultivation of fruit, especially apples, pears, and stone fruits.",/pəˈmɒlədʒi/,puh-MOL-uh-jee,"From Latin ""pomum"" (fruit, apple) + Greek ""logos"" (study).",Claude,"Think ""pom"" (apple) + ""ology"" (study of) = study of fruit growing.",The university's ___ department researches new varieties of disease-resistant apples.,Claude,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,8,3,6,25,,,2025-01-01,2025-01-01,Batch 136 processing,pending,136
pompadour,A hairstyle where the hair is combed high up and back over the forehead.,/ˈpɒmpədɔːr/,POM-puh-dor,"Named after Madame de Pompadour, mistress of King Louis XV of France.",Claude,"Think of Elvis's signature hair - ""pomp"" suggests the pompous height of the style.",The 1950s rock star styled his hair in a dramatic ___ that added six inches to his height.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,8,8,4,3,23,,,2025-01-01,2025-01-01,Batch 136 processing,pending,136
pompeii,"An ancient Roman city destroyed by Mount Vesuvius in 79 AD, preserved under volcanic ash.",/pɒmˈpeɪi/,pom-PAY-ee,"From Latin ""Pompeii,"" possibly named after Pompey the Great or from Oscan origins.",Claude,"Remember ""pomp"" suggests grandeur, fitting for this once-grand Roman city.",Archaeologists continue to uncover perfectly preserved buildings in ___.,Claude,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,8,3,4,21,,,2025-01-01,2025-01-01,Batch 136 processing,pending,136
pompey,"Referring to Pompey the Great, a Roman general and statesman, rival of Julius Caesar.",/ˈpɒmpi/,POM-pee,"From Latin ""Pompeius,"" a Roman family name of uncertain origin.",Claude,"Connect with ""pomp"" - Pompey was known for his pompous, grand style.",___ formed the First Triumvirate with Caesar and Crassus in ancient Rome.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,8,8,2,4,22,,,2025-01-01,2025-01-01,Batch 136 processing,pending,136
pomposity,The quality of being pompous; self-important behavior or speech.,/pɒmˈpɒsəti/,pom-POS-ih-tee,"From Latin ""pomposus"" (stately, magnificent) + suffix ""-ity"" (quality of).",Claude,"Think ""pomp"" + ""osity"" = the quality of being full of pomp and ceremony.",His ___ was evident in every grandiose gesture and elaborate speech.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,8,5,4,23,,,2025-01-01,2025-01-01,Batch 136 processing,pending,136
pompous,"Affectedly grand, solemn, or self-important in a way that seems ridiculous.",/ˈpɒmpəs/,POM-pus,"From Latin ""pomposus"" meaning stately or magnificent, from ""pompa"" (procession).",Claude,"Think of excessive ""pomp"" and circumstance - overdone grandeur.",The professor's ___ lecture style alienated students with its condescending tone.,Claude,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,8,8,4,4,24,,,2025-01-01,2025-01-01,Batch 136 processing,pending,136
poncho,A simple cloak made of a rectangle of cloth with a hole in the center for the head.,/ˈpɒntʃoʊ/,PON-choh,"From Spanish ""poncho,"" from Mapuche (Chilean indigenous language) ""pontho.""",Claude,"Think of a ""poncho"" as a ""punch"" through cloth - a hole punched for your head.",The hiker wore a waterproof ___ to stay dry during the mountain rainstorm.,Claude,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,8,5,1,4,18,,,2025-01-01,2025-01-01,Batch 136 processing,pending,136
