word,years,source_files,source_difficulties
asylum,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
asymptote,2025,2025 Words of Champion _1_.pdf,Three Bee
ataxia,2020; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
ataxiapageantry,2021,2021_Printable_Words of the Champions.pdf,One Bee
aten,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
atencatjang,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
athenaeum,2023,2023_Words_of_the_Champions.pdf,Two Bee
atheneum,2023,2023_Words_of_the_Champions.pdf,Two Bee
athlete,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee
athletejotted,2021,2021_Printable_Words of the Champions.pdf,One Bee
atlas,2025,2025 Words of Champion _1_.pdf,Three Bee
atlatl,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
atmospheric,2020,2020 Words_of_the_Champions.pdf,One Bee
atomic,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
atonement,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
atrabilious,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
atresia,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
atrium,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
atrocious,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
atrophy,2025,2025 Words of Champion _1_.pdf,Three Bee
atrophyattempt,2025,2025 Words of Champion _1_.pdf,Three Bee
attacca,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
attached,2025,2025 Words of Champion _1_.pdf,Three Bee
attaché,2021; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
attagirl,2020,2020 Words_of_the_Champions.pdf,One Bee
attempt,2025,2025 Words of Champion _1_.pdf,Three Bee
attendee,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
attending,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
attention,2024,2024 Words of the Champions.pdf,Three Bee
