word,years,source_files,source_difficulties
serious,2021; 2024,2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee
serpentine,2020,2020 Words_of_the_Champions.pdf,One Bee
serrao,2020,2020 Words_of_the_Champions.pdf,One Bee
serrated,2021; 2022; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
serratedpoblano,2023,2023_Words_of_the_Champions.pdf,Two Bee
serricorn,2020,2020 Words_of_the_Champions.pdf,One Bee
serum,2023,2023_Words_of_the_Champions.pdf,Two Bee
serval,2025,2025 Words of Champion _1_.pdf,Three Bee
served,2025,2025 Words of Champion _1_.pdf,Three Bee
serves,2020; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
service,2025,2025 Words of Champion _1_.pdf,Three Bee
services,2020,2020 Words_of_the_Champions.pdf,One Bee
servitude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
sesame,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
sesquipedalian,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
sessile,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
seton,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
setondemerits,2021,2021_Printable_Words of the Champions.pdf,One Bee
sets,2025,2025 Words of Champion _1_.pdf,Three Bee
