word,years,source_files,source_difficulties
flaxentriplicate,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
flea,2024,2024 Words of the Champions.pdf,Three Bee
flecked,2024,2024 Words of the Champions.pdf,Three Bee
fleeciness,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
fleetness,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
flehmen,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
flexibleskeleton,2020,2020 Words_of_the_Champions.pdf,One Bee
flexitarian,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
flight,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
flimflammer,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee
flimsy,2021,2021_Printable_Words of the Champions.pdf,One Bee
flinch,2025,2025 Words of Champion _1_.pdf,Three Bee
flippancy,2020,2020 Words_of_the_Champions.pdf,One Bee
flipperling,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
flittern,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
flitting,2024,2024 Words of the Champions.pdf,Three Bee
float,2024,2024 Words of the Champions.pdf,Three Bee
flooey,2020,2020 Words_of_the_Champions.pdf,One Bee
floor,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
floral,2023,2023_Words_of_the_Champions.pdf,Two Bee
florentine,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
