word,years,source_files,source_difficulties
events,2025,2025 Words of Champion _1_.pdf,Three Bee
everglades,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
everlasting,2023,2023_Words_of_the_Champions.pdf,Two Bee
everyone,2023; 2025,2023_Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
everything,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
everywhere,2025,2025 Words of Champion _1_.pdf,Three Bee
eviction,2021,2021_Printable_Words of the Champions.pdf,One Bee
evidence,2020,2020 Words_of_the_Champions.pdf,One Bee
evildoer,2023,2023_Words_of_the_Champions.pdf,Two Bee
evince,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
evolution,2025,2025 Words of Champion _1_.pdf,Three Bee
evolves,2025,2025 Words of Champion _1_.pdf,Three Bee
evzone,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
ewer,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee
exactly,2025,2025 Words of Champion _1_.pdf,Three Bee
exaggerate,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
examen,2020,2020 Words_of_the_Champions.pdf,One Bee
exas,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
exasperate,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
