word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
acropachy,A condition characterized by clubbing of the fingers and toes; abnormal enlargement of the terminal digits often associated with certain diseases.,The physician noted signs of _____ in the patient's fingertips.,Three Bee,,,,,4.0,4.0,2.0,3.3,4-factor weighted model (overall_score: 3.36),noun,ak-ROP-uh-kee (emphasis on second syllable),"From Greek ""akron"" (extremity) + ""pachys"" (thick)",Claude,"Think ""acro-pack-y"" - thick packing at the extremities",,Greek,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2023, 2024, 2025)",2025-08-19
across,From one side to the other; on the opposite side; throughout the extent of something.,The bridge stretches _____ the wide river.,Three Bee,,,,,3.0,1.0,2.0,1.3,4-factor weighted model (overall_score: 1.91),"preposition, adverb",uh-KROS (emphasis on second syllable),"From Middle English, from ""a-"" (on) + ""cross""",Claude,"Think ""a-cross"" - using a cross to get from one side to another",,Middle English,Claude,Scripps National Spelling Bee,Three Bee,1.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
acrostic,A poem or puzzle in which the first letters of each line form a word or phrase when read vertically.,"The children wrote an _____ poem spelling out ""SPRING"" with the first letters.",One Bee,,,,,4.0,4.0,3.0,3.3,4-factor weighted model (overall_score: 3.61),"noun, adjective",uh-KROS-tik (emphasis on second syllable),"From Greek ""akrostichis"", from ""akron"" (end) + ""stichos"" (line of verse)",Claude,"Think ""acro-stick"" - sticking letters at the end (beginning) of lines",,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
acrylics,"Synthetic polymers used in paints, plastics, and textiles; acrylic paints or fibers made from these materials.",The artist preferred _____ for their vibrant colors and quick drying time.,One Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),noun (plural),uh-KRIL-iks (emphasis on second syllable),"From ""acrylic acid"" + ""-s"", where acrylic comes from Latin ""acer"" (sharp) + Greek suffix",Claude,"Think ""a-cry-licks"" - paint that makes you cry (from fumes) but licks on smoothly",,Modern scientific (Latin/Greek elements),Claude,Scripps National Spelling Bee,One Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021)",2025-08-19
activists,People who campaign vigorously for political or social change; individuals who take action to promote causes.,Environmental _____ organized a protest to protect the local forest.,One Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),noun (plural),AK-ti-vists (emphasis on first syllable),"From ""active"" + ""-ist"", from Latin ""activus"" meaning ""doing, driving""",Claude,"Think ""active-ists"" - people who are actively involved in causes",,Latin,Claude,Scripps National Spelling Bee,One Bee,4.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
activities,"Things that people do; actions or tasks, especially for enjoyment, education, or exercise.",The summer camp offered many outdoor _____ for the children.,Three Bee,,,,,4.0,1.0,2.0,2.3,4-factor weighted model (overall_score: 2.41),noun (plural),ak-TIV-i-teez (emphasis on second syllable),"From Latin ""activitas"", from ""activus"" meaning ""doing, driving""",Claude,"Think ""active-cities"" - cities full of active things to do",,Latin,Claude,Scripps National Spelling Bee,Three Bee,1.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
activity,"The state of being active; a specific deed, action, or function; energetic movement or operation.",The volcanic _____ increased dramatically over the past month.,Three Bee,,,,,4.0,1.0,2.0,2.3,4-factor weighted model (overall_score: 2.41),noun,ak-TIV-i-tee (emphasis on second syllable),"From Latin ""activitas"", from ""activus"" meaning ""doing, driving""",Claude,"Think ""active-ity"" - the quality of being active",,Latin,Claude,Scripps National Spelling Bee,Three Bee,1.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
actually,"In fact; really; used to emphasize truth or reality, often contrary to what might be expected.","I thought the movie would be boring, but it was _____ quite entertaining.",One Bee,,,,,4.0,1.0,3.0,2.3,4-factor weighted model (overall_score: 2.66),adverb,AK-choo-uh-lee (emphasis on first syllable),"From ""actual"" + ""-ly"", from Latin ""actualis"" meaning ""relating to action""",Claude,"Think ""act-you-ally"" - you are actually acting as an ally to truth",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,1.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
acuity,"Sharpness of thought, vision, or hearing; keenness of perception or insight; mental or sensory clarity.",The pilot's visual _____ was tested annually to ensure flight safety.,One Bee,,,,,4.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.91),noun,uh-KYOO-i-tee (emphasis on second syllable),"From Latin ""acuitas"", from ""acutus"" meaning ""sharp, pointed""",Claude,"Think ""a-cute-ity"" - the quality of being cute and sharp",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
acumen,"The ability to make good judgments and quick decisions; shrewdness, especially in business or practical matters.",Her business _____ helped her build a successful company from scratch.,One Bee,,,,,3.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.61),noun,uh-KYOO-muhn (emphasis on second syllable),"From Latin ""acumen"" meaning ""sharpness, point""",Claude,"Think ""a-cue-men"" - men who are sharp enough to take cues",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2021, 2022, 2023, 2024, 2025)",2025-08-19
acupuncture,A traditional Chinese medical practice involving the insertion of thin needles into specific points on the body.,Many people find _____ helpful for managing chronic pain.,Three Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),noun,AK-yoo-pungk-cher (emphasis on first syllable),"From Latin ""acus"" (needle) + ""punctura"" (pricking)",Claude,"Think ""acu-puncture"" - puncturing with acute precision",,Latin,Claude,Scripps National Spelling Bee,Three Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
acutely,In an intense or sharp manner; with keen perception or severe intensity; extremely or seriously.,She was _____ aware of the tension in the room.,Two Bee,,,,,4.0,3.0,3.0,2.3,4-factor weighted model (overall_score: 3.16),adverb,uh-KYOOT-lee (emphasis on second syllable),"From Latin ""acutus"" (sharp) + ""-ly""",Claude,"Think ""a-cute-ly"" - in a way that is cute and sharp",,Latin,Claude,Scripps National Spelling Bee,Two Bee,3.0,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
adage,A traditional saying expressing a common experience or observation; a proverb or wise saying.,"The old _____ ""practice makes perfect"" proved true in her music studies.",One Bee,,,,,1.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.01),noun,AD-ij (emphasis on first syllable),"From Latin ""adagium"", from ""ad"" (to) + ""aio"" (I say)",Claude,"Think ""add-age"" - adding age-old wisdom",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2021, 2023, 2024, 2025)",2025-08-19
adaptable,Able to adjust to new conditions; flexible and capable of change; easily modified for different uses.,The new software is highly _____ to different operating systems.,Two Bee,,,,,3.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.11),adjective,uh-DAP-tuh-buhl (emphasis on second syllable),"From ""adapt"" + ""-able"", from Latin ""adaptare"" meaning ""to fit to""",Claude,"Think ""ad-apt-able"" - able to be aptly suited to situations",,Latin,Claude,Scripps National Spelling Bee,Two Bee,4.0,Scripps National Spelling Bee Words of the Champions (2023),2025-08-19
adapted,Changed or modified to suit new conditions; adjusted to fit different circumstances or requirements.,The novel was _____ into a successful television series.,Three Bee,,,,,2.0,3.0,3.0,2.3,4-factor weighted model (overall_score: 2.56),"verb (past tense), adjective",uh-DAP-tid (emphasis on second syllable),"Past tense of ""adapt"", from Latin ""adaptare"" meaning ""to fit to""",Claude,"Think ""ad-apt-ed"" - aptly suited and finished",,Latin,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
added,Put together with something else; included as an extra or additional element; combined or joined.,She _____ extra spices to enhance the flavor of the soup.,Three Bee,,,,,1.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.01),"verb (past tense), adjective",AD-id (emphasis on first syllable),"Past tense of ""add"", from Latin ""addere"" meaning ""to give to""",Claude,"Think ""add-ed"" - past tense of adding something",,Latin,Claude,Scripps National Spelling Bee,Three Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
addendum,"An additional item or supplement added to a book, document, or statement; an appendix or attachment.",The contract included an _____ specifying new terms and conditions.,Three Bee,,,,,1.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.26),noun,uh-DEN-dum (emphasis on second syllable),"From Latin ""addendum"" meaning ""something to be added""",Claude,"Think ""add-end-um"" - something to add at the end",,Latin,Claude,Scripps National Spelling Bee,Three Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
adding,The act of putting together or combining; including something extra; performing mathematical addition.,She is _____ more vegetables to make the salad healthier.,Three Bee,,,,,1.0,1.0,2.0,2.3,4-factor weighted model (overall_score: 1.51),verb (present participle),AD-ing (emphasis on first syllable),"Present participle of ""add"", from Latin ""addere"" meaning ""to give to""",Claude,"Think ""add-ing"" - currently in the process of adding",,Latin,Claude,Scripps National Spelling Bee,Three Bee,1.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
addition,The action of adding something; a mathematical operation; something that has been added.,The new wing was a welcome _____ to the hospital.,Three Bee,,,,,3.0,1.0,2.0,2.3,4-factor weighted model (overall_score: 2.11),noun,uh-DISH-uhn (emphasis on second syllable),"From Latin ""additio"", from ""addere"" meaning ""to give to""",Claude,"Think ""add-ition"" - the condition of being added",,Latin,Claude,Scripps National Spelling Bee,Three Bee,1.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
addle,To make confused or muddled; to become rotten or spoiled (especially of eggs); to muddle one's thinking.,The complicated instructions began to _____ his brain.,Three Bee,,,,,2.0,3.0,2.0,1.3,4-factor weighted model (overall_score: 2.11),"verb, adjective",AD-uhl (emphasis on first syllable),"From Old English ""adela"" meaning ""liquid filth, urine""",Claude,"Think ""add-el"" - adding confusion until your brain feels like liquid",,Old English,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2023, 2024, 2025)",2025-08-19
addledifficulty,"[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""addled"" (confused) + ""difficulty"" (problem).",[ERROR - This combined word should not appear in spelling bee materials],Two Bee,,,,,4.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 3.50),error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],Claude,"This is a data error - should be separated into ""addled"" and ""difficulty""",addled + difficulty (separate words),ERROR - combined words,Claude,Scripps National Spelling Bee,Two Bee,4.0,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
adduced,Cited as evidence or proof; brought forward as an example or argument; presented to support a case.,The lawyer _____ several precedents to support her argument.,Two Bee,,,,,3.0,3.0,3.0,2.3,4-factor weighted model (overall_score: 2.86),verb (past tense),uh-DOOST (emphasis on second syllable),"From Latin ""adducere"", from ""ad"" (to) + ""ducere"" (to lead)",Claude,"Think ""ad-duced"" - leading to proof by adding evidence",,Latin,Claude,Scripps National Spelling Bee,Two Bee,3.0,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
adelaide,"A city in southern Australia; also a feminine given name meaning ""noble natured"" or ""nobility"".",The city of _____ is known for its wine regions and cultural festivals.,One Bee,,,,,2.0,4.0,2.0,1.3,4-factor weighted model (overall_score: 2.36),noun (proper noun),AD-uh-layd (emphasis on first syllable),"From Germanic ""adalheid"", from ""adal"" (noble) + ""heid"" (kind, sort)",Claude,"Think ""add-a-lady"" - adding a noble lady's name",,Germanic,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023)",2025-08-19
adhesion,The action of sticking to something; the tendency of surfaces to cling together; attachment or loyalty.,The gecko's _____ to walls comes from tiny hairs on its feet.,One Bee,,,,,3.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.86),noun,ad-HEE-zhuhn (emphasis on second syllable),"From Latin ""adhaesio"", from ""adhaerere"" meaning ""to stick to""",Claude,"Think ""ad-he-sion"" - he is sticking to something",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
adiabatic,Relating to a process that occurs without transfer of heat or matter; thermodynamically isolated.,The _____ expansion of gas caused the temperature to drop rapidly.,One Bee,,,,,4.0,4.0,3.0,3.3,4-factor weighted model (overall_score: 3.61),adjective,ay-dee-uh-BAT-ik (emphasis on third syllable),"From Greek ""a-"" (not) + ""diabatos"" (passable)",Claude,"Think ""a-dia-bat-ic"" - not allowing heat to pass like a bat in a cave",,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024)",2025-08-19
adieu,A farewell; goodbye (used as an interjection or noun); a parting salutation.,"With a final _____, she departed for her long journey abroad.",One Bee,,,,,1.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.01),"noun, interjection",uh-DYOO (emphasis on second syllable),"From French ""à Dieu"" meaning ""to God"" (commending someone to God's care)",Claude,"Think ""a-due"" - saying goodbye is due when parting",,French,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2022, 2023, 2024, 2025)",2025-08-19
adipose,Relating to or consisting of fat; fatty tissue that stores energy and provides insulation.,The surgeon removed excess _____ tissue during the procedure.,One Bee,,,,,1.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.01),"adjective, noun",AD-i-pohs (emphasis on first syllable),"From Latin ""adiposus"", from ""adeps"" meaning ""fat""",Claude,"Think ""add-i-pose"" - adding poses makes you lose fat",,Latin,Claude,Scripps National Spelling Bee,One Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022)",2025-08-19
adirondack,Relating to a mountain region in upstate New York; a type of rustic outdoor chair with slanted back and wide armrests.,They relaxed in _____ chairs while watching the sunset over the lake.,Three Bee,,,,,4.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 3.50),"adjective, noun",ad-i-RON-dak (emphasis on third syllable),"From Mohawk ""ratirontaks"" meaning ""tree-eaters"" (bark-eaters)",Claude,"Think ""add-iron-dack"" - adding iron to make a strong deck chair",,Mohawk (Native American),Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
