word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
aachen,"A city in western Germany near the borders with Belgium and the Netherlands, historically significant as the coronation site of Holy Roman Emperors.",Charlemagne was crowned Holy Roman Emperor in _____ in the year 800 CE.,One Bee,,,,,4.0,3.0,1.0,2.3,4-factor weighted model (overall_score: 2.66),noun (proper noun),AH-khen (emphasis on first syllable),"From Latin ""Aquae Granni"" meaning ""waters of Grannus,"" named after the Celtic god of healing springs",Claude,"Remember ""Aachen"" sounds like ""aching"" - the healing waters were meant to cure aches",Aix-la-Chapelle (French name),"Latin, Celtic",Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
aardvark,"A nocturnal, burrowing mammal native to Africa with a long snout, powerful claws, and a diet consisting primarily of ants and termites.",The _____ uses its long snout and powerful claws to dig into termite mounds.,One Bee,,,,,2.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.65),noun,AHRD-vahrk (emphasis on first syllable),"From Afrikaans, literally meaning ""earth pig"" (aarde = earth + vark = pig)",Claude,"Remember ""earth pig"" - it digs in the earth like a pig roots in mud",,Afrikaans (South African Dutch),Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2021, 2022, 2023, 2024)",2025-08-19
abaculus,"A small tile or piece of colored glass, stone, or ceramic material used in creating mosaics; a tessera.",Each _____ was carefully placed to create the intricate mosaic pattern.,Three Bee,,,,,4.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.91),noun,uh-BAK-yuh-lus (emphasis on second syllable),"From Latin ""abaculus,"" diminutive of ""abacus,"" meaning small counting board or tile",Claude,"Think ""a back-you-loose"" - small tiles that you might lose from the back of a mosaic",tessera,Latin,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
abaft,Located toward or at the stern (rear) of a ship; behind a particular point on a vessel.,The captain ordered the crew to secure the cargo _____ of the main mast.,Three Bee,,,,,2.0,3.0,1.0,1.3,4-factor weighted model (overall_score: 1.86),"adverb, preposition",uh-BAFT (emphasis on second syllable),"From Middle English, from Old English ""æftan"" meaning ""from behind""",Claude,"Think ""a-back"" - it means toward the back (stern) of a ship",,Old English,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
abalones,"Large marine gastropod mollusks with ear-shaped shells lined with mother-of-pearl, prized as seafood and for their decorative shells.",The diver carefully harvested _____ from the rocky coastal waters.,Two Bee,,,,,2.0,4.0,1.0,3.3,4-factor weighted model (overall_score: 2.51),noun (plural),ab-uh-LOH-neez (emphasis on third syllable),"From Spanish ""abulón"", possibly from an indigenous Californian language",Claude,"Think ""able-lonely"" - these shellfish live alone in their shells",abalone (singular),"Spanish, possibly from indigenous Californian",Claude,Scripps National Spelling Bee,Two Bee,4.0,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
abandon,To give up completely; to desert or leave behind; to cease maintaining or supporting.,The family had to _____ their home when the floodwaters rose.,One Bee,,,,,2.0,3.0,1.0,2.3,4-factor weighted model (overall_score: 2.06),verb,uh-BAN-duhn (emphasis on second syllable),"From Old French ""abandoner"", from ""a bandon"" meaning ""at one's disposal""",Claude,"Think ""a band on"" - when you abandon, you let go like taking off a band",,Old French,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024)",2025-08-19
abandoned,Having been deserted or left behind; given up completely; characterized by lack of restraint.,The _____ factory stood as a reminder of the town's industrial past.,Three Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),"adjective, verb (past tense)",uh-BAN-duhnd (emphasis on second syllable),"Past participle of abandon, from Old French ""abandoner""",Claude,"Remember ""a band undone"" - something that has been left behind",,Old French,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
abashed,"Feeling embarrassed, ashamed, or disconcerted; made to feel uncomfortable by awareness of fault or shortcoming.",She felt _____ when she realized she had been singing off-key the entire time.,Three Bee,,,,,2.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.31),adjective,uh-BASHT (emphasis on second syllable),"From Old French ""esbahir"" meaning ""to astonish""",Claude,"Think ""a-bashed"" - feeling bashed down by embarrassment",,Old French,Claude,Scripps National Spelling Bee,Three Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
abated,"Became less intense or widespread; decreased in force, intensity, or amount; subsided.",The storm finally _____ after three days of continuous rain.,One Bee,,,,,2.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.31),verb (past tense),uh-BAY-tid (emphasis on second syllable),"From Old French ""abatre"" meaning ""to beat down""",Claude,"Think ""a-baited"" - the intensity was baited away, reduced",,Old French,Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
abattoir,A slaughterhouse; a facility where livestock are killed for food production.,The health inspector visited the _____ to ensure proper sanitation standards.,One Bee,,,,,2.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.31),noun,AB-uh-twahr (emphasis on first syllable),"From French ""abattoir"", from ""abattre"" meaning ""to strike down""",Claude,"Contains ""bat"" - where animals are struck down for slaughter",slaughterhouse,French,Claude,Scripps National Spelling Bee,One Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021)",2025-08-19
