word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
cochineal,"A red dye obtained from dried female cochineal insects; the insect itself, native to Mexico and Central America, used historically to create crimson and scarlet colors.",The vibrant red fabric was dyed with traditional _____ extract from Mexican insects.,Three Bee,,,,,4.0,4.0,3.0,3.3,4-factor weighted model (overall_score: 3.61),"noun, adjective",koh-chuh-NEEL or KOCH-uh-neel (emphasis varies),"From Spanish ""cochinilla"", diminutive of ""cochino"" (pig), referring to the insect's appearance",Claude,"Think ""coach-in-eel"" - a red dye that colored coaches, slippery like an eel",,Spanish,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
cochlear,Relating to the cochlea of the inner ear; spiral-shaped like a snail shell; pertaining to hearing and sound processing.,The _____ implant restored partial hearing to the young patient.,Three Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),adjective,KOKE-lee-er (emphasis on first syllable),"From Latin ""cochlea"" (snail shell), from Greek ""kokhlias"" (spiral shell)",Claude,"Think ""cock-lear"" - a rooster's ear that hears in spirals",,Latin (from Greek),Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
cockles,"Small, heart-shaped edible shellfish; the ventricles of the heart (in the phrase ""warm the cockles of your heart"").",The story of the rescue warmed the _____ of everyone's heart.,Three Bee,,,,,4.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.91),noun (plural),KOK-uhlz (emphasis on first syllable),"From Old French ""coquille"" (shell), from Latin ""conchylia"" (shellfish)",Claude,"Think ""cock-els"" - small shells that make your heart cockle with warmth",,Old French (from Latin),Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2023, 2024, 2025)",2025-08-19
cocoa,A powder made from roasted and ground cacao seeds; a hot drink made from this powder; the brown color of chocolate.,She sipped hot _____ by the fireplace on the snowy winter evening.,One Bee,,,,,3.0,3.0,2.0,3.3,4-factor weighted model (overall_score: 2.81),"noun, adjective",KOH-koh (emphasis on first syllable),"From Spanish ""cacao"", from Nahuatl ""cacahuatl"" (cacao bean)",Claude,"Think ""co-co"" - like coconut but brown, the color of chocolate",,Spanish (from Nahuatl),Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
cocoon,A silky case spun by insect larvae for protection during metamorphosis; anything that envelops protectively.,The caterpillar spun its silky _____ before transforming into a butterfly.,Two Bee,,,,,3.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.61),"noun, verb",kuh-KOON (emphasis on second syllable),"From French ""cocon"", from Provençal ""coucoun"", possibly from ""coque"" (shell)",Claude,"Think ""co-coon"" - a cooperative coon (raccoon) wrapping itself for protection",,French (from Provençal),Claude,Scripps National Spelling Bee,Two Bee,3.0,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
codicil,An addition or supplement to a will that modifies or adds to its provisions; an appendix or supplement to any document.,The lawyer drafted a _____ to add the new grandchildren to the inheritance.,One Bee,,,,,4.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.91),noun,KOD-uh-sil (emphasis on first syllable),"From Latin ""codicillus"", diminutive of ""codex"" (book, legal document)",Claude,"Think ""code-icil"" - a small addition to the legal code",,Latin,Claude,Scripps National Spelling Bee,One Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023)",2025-08-19
codswallop,British slang for nonsense or rubbish; something regarded as untrue or meaningless.,He dismissed the conspiracy theory as complete _____.,One Bee,,,,,4.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 3.50),noun,KODZ-wol-uhp (emphasis on first syllable),"British slang, possibly from ""Codd's wallop"" (a type of beer bottle), meaning inferior drink",Claude,"Think ""cod's-wallop"" - what a cod fish might say (nonsense)",,British slang,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
coercive,Using force or threats to make someone do something; involving compulsion or constraint.,The dictator used _____ tactics to maintain control over the population.,One Bee,,,,,3.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.86),adjective,koh-UR-siv (emphasis on second syllable),"From ""coerce"" + ""-ive"", where coerce comes from Latin ""coercere"" (to restrain)",Claude,"Think ""co-ercive"" - forcing cooperation through pressure",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2021, 2022, 2023, 2024, 2025)",2025-08-19
coeval,Of the same age or period; contemporary; existing or occurring at the same time.,The artifacts were _____ with the ancient Roman settlement.,One Bee,,,,,4.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.91),"adjective, noun",koh-EE-vuhl (emphasis on second syllable),"From Latin ""coaevus"", from ""co-"" (together) + ""aevum"" (age)",Claude,"Think ""co-evil"" - people of the same age who might get into mischief together",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
coffee,A hot drink made from roasted and ground coffee beans; the brown seeds of a tropical shrub; the color of coffee.,She needed a strong cup of _____ to start her busy workday.,One Bee,,,,,3.0,3.0,2.0,4.0,4-factor weighted model (overall_score: 2.95),"noun, adjective",KOF-ee (emphasis on first syllable),"From Turkish ""kahve"", from Arabic ""qahwah"", possibly from Ethiopian",Claude,Think of the brown liquid that wakes you up in the morning,,Turkish (from Arabic),Claude,Scripps National Spelling Bee,One Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022)",2025-08-19
