word,definition,pronunciation,pronunciation_respelling,etymology,etymology_source,memory_tip,example_sentence,example_sentence_source,years,source_files,source_difficulties,definition_source,pronunciation_source,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,total_difficulty_score,assigned_difficulty,audio_file_path,created_at,updated_at,notes,review_status,batch_number
recognition,"The action or process of identifying someone or something from having encountered them before; acknowledgment of the existence, validity, or legality of something. Recognition involves cognitive processes of memory retrieval and pattern matching, and can range from simple identification to formal acknowledgment of achievements, rights, or status.",/ˌrekəɡˈnɪʃən/,rek-uhg-NISH-uhn,"From Latin ""recognitio,"" from ""recognoscere"" (to know again), from ""re-"" (again) + ""cognoscere"" (to know).",Claude,"Think ""re-"" (again) + ""cognition"" = knowing again = recognition.",The facial ___ software quickly identified the suspect from the database.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,3,2,4,4,13,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
recognize,"To identify someone or something from having encountered them before; to acknowledge the existence, validity, or legality of something; to show appreciation for achievements or service. Recognition can be immediate and unconscious or deliberate and formal.",/ˈrekəɡnaɪz/,REK-uhg-nahyz,"From Latin ""recognoscere,"" from ""re-"" (again) + ""cognoscere"" (to know).",Claude,"Think ""re-"" (again) + ""cognize"" (to perceive) = to perceive again.",She didn't ___ her childhood friend after twenty years apart.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,5,2,4,4,15,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
recoil,"To suddenly spring or flinch back in fear, horror, or disgust; the backward movement of a gun when fired due to the force of the discharge. Recoil can be physical, as with weapons, or emotional, as a reaction to something unpleasant or shocking.",/rɪˈkɔɪl/,ri-KOYL,"From Old French ""reculer,"" from ""re-"" (back) + ""cul"" (bottom), meaning to go back.",Claude,"Think ""re-"" (back) + ""coil"" = springing back like a coiled spring.",The soldier learned to manage the rifle's ___ during target practice.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,7,5,4,22,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
reconcilable,"Capable of being reconciled, harmonized, or made consistent; able to be brought into agreement or compatibility. Reconcilable differences are those that can be resolved through discussion, compromise, or understanding, unlike irreconcilable differences.",/ˈrekənsaɪləbəl/,REK-uhn-sahy-luh-buhl,"From Latin ""reconciliare"" (to bring together again) + suffix ""-able"" (capable of).",Claude,"Think ""reconcile"" + ""able"" = capable of being brought back together.",The couple's differences seemed ___ with proper counseling and communication.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,7,8,7,4,26,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
reconnoiter,To make a military observation of an area to locate an enemy or ascertain strategic features; to explore or examine with the goal of gaining information. Reconnoitering involves systematic observation and information gathering for tactical or strategic purposes.,/ˌrekəˈnɔɪtər/,rek-uh-NOY-tur,"From French ""reconnaître,"" from ""re-"" (again) + ""connaître"" (to know).",Claude,"Think ""re-"" (again) + ""know"" + ""iter"" (journey) = journey to know again.",The scouts were sent to ___ the enemy positions before the main assault.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,7,8,7,4,26,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
reconnoitre,British spelling of reconnoiter; to make a military observation of an area to locate an enemy or ascertain strategic features; to explore or examine systematically. This variant spelling is commonly used in British English and Commonwealth countries.,/ˌrekəˈnɔɪtə/,rek-uh-NOY-tur,"From French ""reconnaître,"" from ""re-"" (again) + ""connaître"" (to know).",Claude,"British spelling: think ""re-"" + ""connaitre"" (French for know) + ""re"" ending.",The British patrol was ordered to ___ the village before dawn.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,7,8,7,4,26,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
reconsider,"To consider again, especially with a view to changing one's mind; to think about something again carefully, often because new information has become available. Reconsideration involves reviewing previous decisions or opinions with fresh perspective.",/ˌriːkənˈsɪdər/,ree-kuhn-SID-ur,"From ""re-"" (again) + ""consider,"" from Latin ""considerare"" (to examine closely).",Claude,"Think ""re-"" (again) + ""consider"" = think about it again.","After hearing the new evidence, the judge agreed to ___ the verdict.",Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,5,5,4,4,18,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
record,"A thing constituting a piece of evidence about the past; information stored for future reference; to set down in writing or other permanent form. Records serve as documentation, evidence, or achievement markers that preserve information across time.","/ˈrekərd/ (noun), /rɪˈkɔrd/ (verb)","REK-urd (noun), ri-KORD (verb)","From Latin ""recordari,"" from ""re-"" (back) + ""cor"" (heart), originally meaning to remember.",Claude,"Think ""re-"" (back) + ""cord"" (heart) = bringing back to heart/memory.",The athlete broke the world ___ in the 100-meter sprint.,Claude,2021,2021_Printable_Words of the Champions.pdf,One Bee,Claude,Claude,3,2,2,4,11,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
recoup,"To recover or regain something, especially money that has been spent or lost; to compensate for losses or expenses. Recouping involves getting back what was previously lost, spent, or invested, often through subsequent gains or recoveries.",/rɪˈkup/,ri-KOOP,"From French ""recouper,"" from ""re-"" (again) + ""couper"" (to cut).",Claude,"Think ""re-"" (again) + ""coup"" (a successful move) = successful recovery.",The company hopes to ___ its research costs within two years.,Claude,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,Claude,Claude,6,8,5,4,23,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
recovery,"The action or process of regaining possession or control of something; return to a normal state of health, mind, or strength; the process of becoming well again after illness or injury. Recovery encompasses physical, emotional, financial, or situational restoration.",/rɪˈkʌvəri/,ri-KUHV-uh-ree,"From ""recover"" + suffix ""-y,"" from Latin ""recuperare"" (to regain).",Claude,"Think ""re-"" (again) + ""cover"" + ""y"" = getting covered/protected again.",Her ___ from the surgery was faster than the doctors expected.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,5,5,4,4,18,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
recreant,"Cowardly; unfaithful to duty or allegiance; a person who shows disloyalty or cowardice. Recreant describes someone who fails to meet expectations of courage, loyalty, or moral duty, often abandoning principles under pressure.",/ˈrekrɪənt/,REK-ree-uhnt,"From Old French ""recreant,"" from ""recreire"" (to surrender), from Latin ""re-"" (back) + ""credere"" (to believe).",Claude,"Think ""re-"" (back) + ""credent"" (believing) = going back on beliefs = disloyal.",The knight was branded a ___ for fleeing from battle.,Claude,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,6,8,7,4,25,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
recriminatory,"Involving or characterized by recrimination; making counter-accusations in response to accusations. Recriminatory behavior involves blaming others in return when one is blamed, creating cycles of mutual accusation and defensiveness.",/rɪˈkrɪmɪnəˌtɔri/,ri-KRIM-uh-nuh-tor-ee,"From ""recriminate"" + suffix ""-ory,"" from Latin ""recriminari"" (to accuse in return).",Claude,"Think ""re-"" (back) + ""criminal"" + ""atory"" = accusing back like criminals.",The divorce proceedings became increasingly ___ as both parties blamed each other.,Claude,2021; 2022; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,6,7,7,4,24,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
recrudescent,"Breaking out again; recurring after a period of inactivity or dormancy, especially referring to diseases or undesirable conditions. Recrudescence implies a return of something negative that had been dormant or seemingly resolved.",/ˌriːkruˈdesənt/,ree-kroo-DES-uhnt,"From Latin ""recrudescere,"" from ""re-"" (again) + ""crudus"" (raw) + ""-escent"" (becoming).",Claude,"Think ""re-"" (again) + ""crude"" + ""escent"" = becoming raw/bad again.",The doctor was concerned about the ___ infection despite the antibiotics.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,7,7,4,24,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
recruit,"To enlist someone to join an organization, especially the military; a newly enlisted member; to form or strengthen with new members. Recruitment involves actively seeking and enrolling people for specific purposes or organizations.",/rɪˈkrut/,ri-KROOT,"From French ""recrute,"" from ""recroître"" (to grow again), from Latin ""re-"" (again) + ""crescere"" (to grow).",Claude,"Think ""re-"" (again) + ""cruit"" (growth) = growing the group again.",The college coach traveled nationwide to ___ talented basketball players.,Claude,2021; 2024,2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee,Claude,Claude,3,5,4,4,16,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
recruittableau,"[COMBINED WORD ERROR: This appears to be 'recruit' + 'tableau' incorrectly joined. 'Recruit' means to enlist new members, while 'tableau' refers to a vivid or graphic description or a static scene. These should be separate words.]",/rɪˈkrut ˈtæbloʊ/,ri-KROOT TAB-loh,Combined word error: 'recruit' from French + 'tableau' from French.,Claude,Error combination: recruit (enlisting) + tableau (scene) - should be separate.,The military ___ displayed a ___ showing different career paths.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,6,7,5,4,22,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
rectitude,"Morally correct behavior or thinking; righteousness; the quality of being honest, moral, and having strong ethical principles. Rectitude encompasses both moral integrity and the consistent application of ethical standards in behavior and decision-making.",/ˈrektɪˌtud/,REK-ti-tood,"From Latin ""rectitudo,"" from ""rectus"" (straight, right) + ""-tude"" (state of).",Claude,"Think ""rect"" (straight/right) + ""itude"" = state of being morally straight.",Her moral ___ made her the obvious choice for the ethics committee.,Claude,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,Claude,Claude,7,8,7,4,26,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
recumbent,"Lying down; reclining; in a position of rest or relaxation. Recumbent describes a horizontal or resting position, often used in medical contexts, art descriptions, or to describe specialized equipment like recumbent bicycles.",/rɪˈkʌmbənt/,ri-KUHM-buhnt,"From Latin ""recumbens,"" from ""recumbere"" (to lie down), from ""re-"" (back) + ""cumbere"" (to lie).",Claude,"Think ""re-"" (back) + ""cumbent"" (lying) = lying back down.",The ___ bicycle allowed her to ride comfortably despite her back problems.,Claude,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,6,7,7,4,24,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
recuperation,"The process of recovering from illness, exertion, or other adverse conditions; restoration to health or strength. Recuperation involves gradual healing and restoration of normal function, whether physical, mental, or emotional.",/rɪˌkupəˈreɪʃən/,ri-koo-puh-RAY-shuhn,"From Latin ""recuperatio,"" from ""recuperare"" (to recover), from ""re-"" (again) + ""capere"" (to take).",Claude,"Think ""re-"" (again) + ""cuper"" + ""ation"" = taking back one's strength.",The athlete's ___ from the injury took longer than expected.,Claude,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee,Claude,Claude,6,7,7,4,24,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
recusancy,"Refusal to submit to authority or comply with a regulation, especially historical refusal of English Catholics to attend Church of England services. Recusancy represents principled resistance to religious or political conformity.",/ˈrekjʊzənsi/,REK-yoo-zuhn-see,"From Latin ""recusare"" (to refuse) + suffix ""-ancy"" (state of).",Claude,"Think ""recuse"" (refuse/reject) + ""ancy"" = state of refusing.",Catholic ___ in Tudor England often resulted in severe penalties.,Claude,2020; 2021; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee,Claude,Claude,7,8,7,4,26,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
recyclable,"Able to be recycled; capable of being processed and reused in the manufacture of new products. Recyclable materials can be collected, processed, and transformed into new items, reducing waste and conserving resources.",/riˈsaɪkləbəl/,ree-SAHY-kluh-buhl,"From ""recycle"" + suffix ""-able"" (capable of), from ""re-"" (again) + ""cycle"" (circular process).",Claude,"Think ""recycle"" + ""able"" = able to be cycled through again.",All ___ containers should be placed in the blue bin for collection.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,6,7,7,5,25,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
reddish,"Having a red tinge or somewhat red in color; tinged with red. Reddish describes colors that contain red as a component but are not purely red, often appearing as combinations like reddish-brown or reddish-orange.",/ˈredɪʃ/,RED-ish,"From ""red"" + suffix ""-ish"" (having the quality of).",Claude,"Think ""red"" + ""ish"" = somewhat like red in color.",The autumn leaves displayed beautiful ___ and golden hues.,Claude,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,7,5,5,23,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
redemption,"The action of saving or being saved from sin, error, or evil; the action of regaining possession of something in exchange for payment; compensation for fault or failure. Redemption can be religious, financial, or moral in nature.",/rɪˈdempʃən/,ri-DEMP-shuhn,"From Latin ""redemptio,"" from ""redimere"" (to buy back), from ""re-"" (back) + ""emere"" (to buy).",Claude,"Think ""re-"" (back) + ""deem"" + ""tion"" = buying back one's worth.",The story focused on the character's quest for personal ___.,Claude,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,6,5,4,4,19,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
redingote,"A long coat or dress with a fitted bodice and full skirt, worn by women in the 18th and 19th centuries; originally a man's long riding coat. The redingote was adapted from men's fashion into women's wear, becoming an elegant outer garment.",/ˈredɪŋˌɡoʊt/,RED-ing-goht,"From French ""redingote,"" adaptation of English ""riding coat.""",Claude,"Think ""riding coat"" adapted into French fashion = redingote.",The museum displayed an elegant 19th-century ___ made of burgundy velvet.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,7,8,7,4,26,,,2025-01-01,2025-01-01,Batch 146 processing,pending,146
