word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
perpendicularity,The state or quality of being perpendicular; the condition of forming a right angle (90 degrees) with another line or surface.,The architect checked the _____ of the walls to ensure they met at perfect right angles.,Three Bee,,,,,4.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.91),noun,pur-pen-dik-yuh-LAR-uh-tee (emphasis on fifth syllable),"From Latin ""perpendicularis"" meaning ""vertical, plumb"" + ""-ity"" suffix forming nouns",Claude,"Think ""per-pen-particular-ity"" - particularly perpendicular quality",,Latin,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
perpetrate,"To carry out or commit (an illegal, harmful, or immoral act); to be responsible for bringing about something undesirable.",The detective worked to identify who would _____ such an elaborate fraud scheme.,Three Bee,,,,,2.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.31),verb,PUR-puh-trayt (emphasis on first syllable),"From Latin ""perpetratus"", past participle of ""perpetrare"" meaning ""to accomplish, perform""",Claude,"Think ""purr-pet-rate"" - like a cat rating how well a crime was committed",,Latin,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
perpetrator,A person who commits a crime or other harmful act; someone who carries out an illegal or immoral deed.,The security cameras helped police identify the _____ of the robbery.,One Bee,,,,,2.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.31),noun,PUR-puh-tray-tur (emphasis on first syllable),"From Latin ""perpetrator"", agent noun from ""perpetrare"" meaning ""to accomplish""",Claude,"Think ""purr-pet-traitor"" - a traitorous pet who commits crimes","criminal, offender",Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
perpetual,Never ending or changing; continuous throughout time; occurring repeatedly without interruption.,The _____ motion machine was supposedly designed to run forever without external energy.,One Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),adjective,pur-PECH-oo-uhl (emphasis on second syllable),"From Latin ""perpetualis"", from ""perpetuus"" meaning ""continuous, universal""",Claude,"Think ""purr-pet-you-all"" - a pet that purrs for all eternity","continuous, endless",Latin,Claude,Scripps National Spelling Bee,One Bee,4.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
perplex,To cause someone to feel completely baffled or confused; to make something difficult to understand.,The mysterious disappearance continued to _____ investigators.,One Bee,,,,,3.0,3.0,1.0,2.3,4-factor weighted model (overall_score: 2.36),verb,pur-PLEKS (emphasis on second syllable),"From Latin ""perplexus"" meaning ""confused, entangled""",Claude,"Think ""purr-plex"" - when a cat's behavior is so complex it confuses you","confuse, baffle",Latin,Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
perquisite,"A special privilege, benefit, or advantage that comes with a job or position; an additional payment or benefit beyond regular salary.",A company car was one of the _____ that came with the executive position.,Three Bee,,,,,2.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.31),noun,PUR-kwuh-zit (emphasis on first syllable),"From Latin ""perquisitum"" meaning ""something sought after, acquired""",Claude,"Think ""perk-you-sit"" - perks you get when you sit in a high position","perk, benefit",Latin,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
perseverance,Persistence in doing something despite difficulty or delay in achieving success; steadfastness in pursuit of a goal.,Her _____ in studying mathematics finally paid off when she solved the difficult theorem.,One Bee,,,,,3.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.61),noun,pur-suh-VEER-uhns (emphasis on third syllable),"From Latin ""perseverantia"", from ""perseverare"" meaning ""to persist, continue steadfastly""",Claude,"Think ""purr-severe-ants"" - ants that purr through severe challenges","persistence, determination",Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
persia,"The historical name for Iran, a country in southwestern Asia known for its ancient empire and rich cultural heritage.",Ancient _____ was known for its magnificent palaces and advanced road systems.,Three Bee,,,,,1.0,3.0,1.0,3.6,4-factor weighted model (overall_score: 2.02),noun (proper noun),PUR-zhuh (emphasis on first syllable),"From Greek ""Persis"", from Old Persian ""Parsa"" referring to the Persian people",Claude,"Think ""purr-shuh"" - the land where Persian cats originated",Iran (modern name),Old Persian via Greek,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
persian,"Relating to Persia (Iran) or its people, language, or culture; a native or inhabitant of Persia.",The _____ carpet displayed intricate patterns and vibrant colors.,Three Bee,,,,,1.0,3.0,1.0,2.6,4-factor weighted model (overall_score: 1.82),"adjective, noun",PUR-zhuhn (emphasis on first syllable),"From Latin ""Persicus"", from Greek ""Persikos"" meaning ""of Persia""",Claude,"Think ""purr-shun"" - relating to the land of purring Persian cats",Iranian (modern term),Greek via Latin,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
persiflage,"Light, bantering talk; frivolous or mocking conversation characterized by wit and humor.",The dinner party was filled with witty _____ between old friends.,One Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),noun,PUR-suh-flahzh (emphasis on first syllable),"From French ""persiflage"", from ""persifler"" meaning ""to banter, mock""",Claude,"Think ""purr-see-flage"" - cats purring while they see playful banter","banter, raillery",French,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023)",2025-08-19
