word,definition,pronunciation,pronunciation_respelling,etymology,etymology_source,memory_tip,example_sentence,example_sentence_source,years,source_files,source_difficulties,definition_source,pronunciation_source,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,total_difficulty_score,assigned_difficulty,audio_file_path,created_at,updated_at,notes,review_status,batch_number
rabid,"Extremely fanatical or zealous; affected with rabies; characterized by extreme intensity or violence. In medical contexts, rabid refers to animals infected with the rabies virus, displaying aggressive behavior and neurological symptoms. Figuratively, it describes people with intense, unreasonable devotion to causes or beliefs.",/ˈræbɪd/,RAB-id,"From Latin ""rabidus,"" meaning ""raging"" or ""mad,"" from ""rabere"" (to rage).",Claude,"Think ""rab"" (grab) + ""id"" = grabbing onto ideas with intense fury.",The ___ sports fan never missed a single game despite living hundreds of miles away.,Claude,2021; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,8,2,4,22,,,2025-01-01,2025-01-01,Batch 144 processing,pending,144
racecourse,"A track or course designed for racing, especially horse racing; a designated area where competitive races take place. Racecourses are carefully designed with specific distances, surfaces, and safety features to accommodate different types of racing competitions while ensuring fair and safe conditions for participants.",/ˈreɪskɔːrs/,RAYS-kors,"Compound of ""race"" + ""course,"" from Old French ""racier"" (to run) + Latin ""cursus"" (running).",Claude,"Think ""race"" + ""course"" = a course designed specifically for racing.",The historic ___ hosted its annual derby with thousands of spectators in attendance.,Claude,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,6,8,4,6,24,,,2025-01-01,2025-01-01,Batch 144 processing,pending,144
racial,"Relating to race or ethnic groups; involving or characterized by relations between people of different races. Racial considerations appear in discussions of equality, justice, demographics, and social policy, requiring sensitivity and understanding of historical and contemporary contexts.",/ˈreɪʃəl/,RAY-shul,"From ""race"" + suffix ""-ial,"" from French ""race,"" possibly from Arabic ""ras"" (head).",Claude,"Think ""race"" + ""ial"" = relating to different races of people.",The civil rights movement fought against ___ discrimination and segregation.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,8,5,3,6,22,,,2025-01-01,2025-01-01,Batch 144 processing,pending,144
racketeer,"A person who engages in dishonest and fraudulent business dealings; someone involved in organized crime or illegal schemes. Racketeering involves systematic criminal activity, often including extortion, fraud, or other illegal methods of generating income through intimidation or deception.",/ˌrækəˈtɪr/,rak-uh-TEER,"From ""racket"" (fraudulent scheme) + suffix ""-eer,"" from earlier ""racket"" meaning noise or disturbance.",Claude,"Think ""racket"" (noise/scheme) + ""eer"" = one who makes criminal schemes.",The FBI investigation exposed the ___ who had been running illegal gambling operations.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,4,8,5,3,20,,,2025-01-01,2025-01-01,Batch 144 processing,pending,144
raclette,"A Swiss dish consisting of melted cheese scraped onto bread, potatoes, or vegetables; also the type of cheese used in this dish. Raclette originated in Swiss Alpine regions and involves heating a wheel of cheese and scraping the melted portion onto accompaniments, creating a communal dining experience.",/rəˈklɛt/,ruh-KLET,"From French ""racler,"" meaning ""to scrape,"" referring to the method of preparation.",Claude,"Think ""rack"" + ""lette"" = racking up melted cheese on bread.",The Swiss restaurant specialized in traditional ___ served with small potatoes and pickles.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,4,8,3,4,19,,,2025-01-01,2025-01-01,Batch 144 processing,pending,144
radiation,"The emission of energy as electromagnetic waves or atomic particles; the process of giving off energy in the form of rays or waves. Radiation occurs naturally in sunlight and cosmic rays, and artificially in medical treatments and nuclear processes. Understanding radiation is crucial for physics, medicine, and environmental science.",/ˌreɪdiˈeɪʃən/,ray-dee-AY-shun,"From Latin ""radiatio,"" from ""radiare"" meaning ""to shine"" or ""to emit rays.""",Claude,"Think ""radiate"" + ""tion"" = the process of radiating energy outward.",Medical technicians wore protective equipment when working with ___ in the imaging department.,Claude,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee,Claude,Claude,6,5,5,4,20,,,2025-01-01,2025-01-01,Batch 144 processing,pending,144
radicchio,"A type of Italian chicory with red or purple leaves and white veins, used in salads and cooking; known for its slightly bitter taste and colorful appearance. Radicchio adds visual appeal and distinctive flavor to culinary preparations, particularly in Mediterranean cuisine.",/rəˈdɪkioʊ/,ruh-DIK-ee-oh,"From Italian ""radicchio,"" from Latin ""radicula,"" diminutive of ""radix"" (root).",Claude,"Think ""radical"" + ""chio"" = radically colorful Italian vegetable.",The chef tossed ___ with arugula and walnuts for a colorful winter salad.,Claude,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,Claude,Claude,2,8,4,6,20,,,2025-01-01,2025-01-01,Batch 144 processing,pending,144
radio,"A system for transmitting sound by electromagnetic waves; a device for receiving such transmissions; the broadcasting industry using radio waves. Radio revolutionized communication and entertainment, enabling instant transmission of information, music, and programs across vast distances.",/ˈreɪdioʊ/,RAY-dee-oh,"From Latin ""radius,"" meaning ""ray"" or ""beam,"" referring to electromagnetic rays.",Claude,"Think ""ray"" + ""dio"" = rays carrying sound through the air.",The emergency ___ broadcast warned residents about the approaching storm.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,2,2,4,16,,,2025-01-01,2025-01-01,Batch 144 processing,pending,144
radioactivity,"The spontaneous emission of radiation from the nuclei of unstable atoms; the property of certain elements to decay and emit energy. Radioactivity occurs naturally in some elements and can be induced artificially, playing crucial roles in medicine, energy production, and scientific research.",/ˌreɪdioʊækˈtɪvəti/,ray-dee-oh-ak-TIV-ih-tee,"From ""radio"" (radiation) + ""activity,"" coined by Marie Curie to describe the phenomenon.",Claude,"Think ""radio"" + ""activity"" = active emission of radiation.",Scientists studied the ___ of uranium samples to understand nuclear decay.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,8,6,3,23,,,2025-01-01,2025-01-01,Batch 144 processing,pending,144
radius,"The distance from the center of a circle to its edge; one of the two bones in the forearm; the range or scope of activity or influence. In geometry, radius is fundamental for calculating circumference and area, while anatomically it enables forearm rotation.",/ˈreɪdiəs/,RAY-dee-us,"From Latin ""radius,"" meaning ""ray,"" ""spoke of a wheel,"" or ""staff.""",Claude,"Think ""ray"" + ""dius"" = a ray extending from the center outward.","The circle had a ___ of five centimeters, making its diameter ten centimeters.",Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,8,2,4,20,,,2025-01-01,2025-01-01,Batch 144 processing,pending,144
