word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
chinese,"Relating to China, its people, or their language; the family of languages spoken by the Han Chinese, including Mandarin, Cantonese, and other dialects.",The _____ restaurant served authentic dishes from various regions of China.,Three Bee,,,,,4.0,3.0,1.0,4.0,4-factor weighted model (overall_score: 3.00),"adjective, noun",chy-NEEZ (emphasis on second syllable),"From ""China"" + ""-ese"", where China comes from Persian ""Chīn""",Claude,"Think ""shy-knees"" - people from China who might be shy about showing their knees",,Persian (via China),Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
chinook,"A warm, dry wind that blows down the eastern slopes of the Rocky Mountains; a type of Pacific salmon; a Native American people of the Columbia River region.",The _____ wind raised temperatures by thirty degrees in just a few hours.,One Bee,,,,,4.0,3.0,1.0,4.0,4-factor weighted model (overall_score: 3.00),noun,shuh-NOOK or chi-NOOK (emphasis on second syllable),"From Chinook Jargon, ultimately from the Chinook people of the Pacific Northwest",Claude,"Think ""she-nook"" - a warm wind that creates a cozy nook",,Chinook (Native American),Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
chintzy,Cheap and of poor quality; stingy or miserly; decorated with or resembling chintz fabric.,The hotel's _____ decorations made the room feel cheap and unwelcoming.,One Bee,,,,,4.0,3.0,1.0,4.0,4-factor weighted model (overall_score: 3.00),adjective,CHINT-zee (emphasis on first syllable),"From ""chintz"" (printed cotton fabric) + ""-y"", where chintz comes from Hindi ""chīnt""",Claude,"Think ""chin-tee"" - cheap like a T-shirt that barely covers your chin",,Hindi (via chintz),Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
chips,Small pieces broken off from something larger; thin slices of potato fried until crisp; computer microprocessors; to break into small fragments.,She enjoyed munching on _____ while watching the football game.,One Bee,,,,,4.0,3.0,1.0,1.3,4-factor weighted model (overall_score: 2.46),"noun (plural), verb",CHIPS (emphasis on single syllable),"From Middle English ""chippen"" meaning ""to cut, chop""",Claude,Think of potato chips or wood chips - small pieces broken off,,Middle English,Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
chisel,"A tool with a sharp blade for cutting or shaping wood, stone, or metal; to cut or shape with such a tool; to cheat or swindle (slang).",The sculptor used a fine _____ to add delicate details to the marble statue.,One Bee,,,,,4.0,3.0,1.0,2.3,4-factor weighted model (overall_score: 2.66),"noun, verb",CHIZ-uhl (emphasis on first syllable),"From Old French ""cisel"", from Late Latin ""cisorium"" (cutting tool)",Claude,"Think ""cheese-el"" - a tool that could cut cheese into precise shapes",,Old French (from Late Latin),Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
chives,"A small plant related to the onion, with thin leaves used as a herb for flavoring food, particularly in cooking.",She sprinkled fresh _____ over the baked potato for added flavor.,One Bee,,,,,4.0,3.0,1.0,2.3,4-factor weighted model (overall_score: 2.66),noun (plural),CHYVZ (emphasis on single syllable),"From Old French ""cive"", from Latin ""cepa"" (onion)",Claude,"Think ""shy-vz"" - thin green herbs that are shy and delicate",,Old French (from Latin),Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
chlorofluorocarbon,"A synthetic chemical compound containing chlorine, fluorine, and carbon, once widely used in refrigeration and aerosol propellants but now restricted due to ozone depletion.",The Montreal Protocol banned _____ compounds to protect the ozone layer.,Three Bee,,,,,4.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.91),noun,klor-oh-floor-oh-KAR-bon (emphasis on fifth syllable),"From ""chloro-"" (chlorine) + ""fluoro-"" (fluorine) + ""carbon""",Claude,"Think ""chloro-fluoro-carbon"" - three chemical elements combined in one compound",CFC (abbreviation),Modern scientific (Greek/Latin elements),Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
choctaws,"Members of a Native American people originally from the southeastern United States, now primarily in Oklahoma; the Choctaw language.",The _____ Nation operates several successful businesses in southeastern Oklahoma.,Three Bee,,,,,4.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 3.25),noun (plural),CHOK-taws (emphasis on first syllable),"From Choctaw ""Chahta"", the people's name for themselves",Claude,"Think ""chock-taws"" - like chocking or blocking with their toes",,Choctaw (Native American),Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
cholera,"An infectious bacterial disease causing severe diarrhea and dehydration, often fatal if untreated, typically spread through contaminated water.",The outbreak of _____ was quickly contained through improved sanitation measures.,One Bee,,,,,4.0,3.0,1.0,2.6,4-factor weighted model (overall_score: 2.72),noun,KOL-er-ah (emphasis on first syllable),"From Latin ""cholera"", from Greek ""kholera"", from ""khole"" (bile)",Claude,"Think ""collar-ah"" - a disease that makes you say ""ah"" while holding your collar",,Greek (via Latin),Claude,Scripps National Spelling Bee,One Bee; Three Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2024, 2025)",2025-08-19
cholesterol,"A waxy substance found in blood and cells, essential for normal body function but potentially harmful in excess, linked to heart disease.",The doctor recommended dietary changes to lower her _____ levels.,Three Bee,,,,,4.0,4.0,1.0,3.3,4-factor weighted model (overall_score: 3.11),noun,koh-LES-ter-ol (emphasis on second syllable),"From Greek ""khole"" (bile) + ""stereos"" (solid) + ""-ol"" (alcohol)",Claude,"Think ""coal-ester-all"" - like coal that clogs up all your arteries",,Greek,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
