word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
agalma,"In ancient Greek art and religion, a sacred statue or image of a deity; an object of worship or veneration; anything delightful or pleasing.",The ancient temple housed a beautiful _____ carved from marble.,One Bee,,,,,2.0,3.0,2.0,3.3,4-factor weighted model (overall_score: 2.51),noun,uh-GAL-muh (emphasis on second syllable),"From Greek ""agalma"" meaning ""glory, delight, honor to the gods""",Claude,"Think ""a-gal-ma"" - a statue that makes you glad",,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
agate,"A hard, fine-grained variety of quartz with bands of different colors; used in jewelry and ornamental objects.",The jeweler polished the _____ to reveal its intricate banded patterns.,Three Bee,,,,,2.0,3.0,2.0,3.3,4-factor weighted model (overall_score: 2.51),noun,AG-it (emphasis on first syllable),"From Greek ""achates"", named after the river Achates in Sicily where it was found",Claude,"Think ""a-gate"" - a beautiful stone gate",,Greek,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
agave,"A succulent plant native to Mexico and the southwestern United States, used to make tequila and other products.",The _____ plant takes many years to mature before it can be harvested for tequila.,Three Bee,,,,,1.0,3.0,2.0,3.3,4-factor weighted model (overall_score: 2.21),noun,uh-GAH-vay (emphasis on second syllable),"From Greek ""agave"" meaning ""noble,"" named after the daughter of Cadmus in Greek mythology",Claude,"Think ""a-gave"" - a plant that gave us tequila",,Greek,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2023, 2024, 2025)",2025-08-19
agelicism,"The practice of not laughing; restraint from laughter, especially as a philosophical or religious discipline.",The monk's practice of _____ was part of his spiritual discipline.,One Bee,,,,,4.0,4.0,3.0,3.3,4-factor weighted model (overall_score: 3.61),noun,uh-JEL-uh-sizm (emphasis on second syllable),"From Greek ""a-"" (without) + ""gelos"" (laughter) + ""-ism""",Claude,"Think ""a-gel-icism"" - against giggling and jelling with laughter",,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2024, 2025)",2025-08-19
ageusia,"The loss or absence of the sense of taste; inability to taste flavors, often due to medical conditions.",The patient's _____ made eating an unpleasant experience.,One Bee,,,,,1.0,3.0,2.0,3.3,4-factor weighted model (overall_score: 2.21),noun,ay-GOO-zhuh (emphasis on second syllable),"From Greek ""a-"" (without) + ""geusis"" (taste)",Claude,"Think ""a-goose-ia"" - a goose that can't taste anything",,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
aggrandizement,"An increase in power, importance, or wealth; the action of making something appear greater than it actually is.",His constant _____ of his achievements made colleagues uncomfortable.,Three Bee,,,,,2.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 2.81),noun,uh-GRAN-diz-muhnt (emphasis on second syllable),"From French ""agrandissement"", from ""agrandir"" meaning ""to make larger""",Claude,"Think ""ag-grand-ize-ment"" - making something grand and great",,French,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
aggravate,To make worse or more serious; to annoy or exasperate; to increase the severity of something.,The loud music will _____ her headache.,Two Bee,,,,,2.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 2.81),verb,AG-ruh-vayt (emphasis on first syllable),"From Latin ""aggravare"", from ""ad"" (to) + ""gravis"" (heavy)",Claude,"Think ""ag-grave-ate"" - making something as heavy as a grave",,Latin,Claude,Scripps National Spelling Bee,Two Bee,4.0,Scripps National Spelling Bee Words of the Champions (2023),2025-08-19
agility,The ability to move quickly and easily; mental quickness and adaptability; nimbleness and dexterity.,The gymnast's _____ impressed the judges with her graceful movements.,Three Bee,,,,,2.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.31),noun,uh-JIL-i-tee (emphasis on second syllable),"From Latin ""agilitas"", from ""agilis"" meaning ""movable, nimble""",Claude,"Think ""a-gill-ity"" - the ability to swim quickly like a fish with gills",,Latin,Claude,Scripps National Spelling Bee,Three Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
agitation,A state of anxiety or nervous excitement; the action of making someone troubled or nervous; vigorous campaigning.,The unexpected news caused considerable _____ among the staff.,One Bee,,,,,3.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.11),noun,aj-i-TAY-shuhn (emphasis on third syllable),"From Latin ""agitatio"", from ""agitare"" meaning ""to drive, stir up""",Claude,"Think ""ag-itation"" - being stirred up like agitated water",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
agitprop,"Political propaganda, especially communist propaganda spread through literature, drama, music, or art.",The theatrical performance was criticized as thinly veiled _____.,One Bee,,,,,2.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 2.90),noun,AJ-it-prop (emphasis on first syllable),"From Russian, contraction of ""agitatsiya"" (agitation) + ""propaganda""",Claude,"Think ""agit-prop"" - agitating people with propaganda",,Russian,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
aglaia,"In Greek mythology, one of the three Graces, representing splendor, glory, and beauty; brightness or brilliance.",The artist depicted _____ as a radiant figure surrounded by light.,Three Bee,,,,,2.0,3.0,2.0,3.3,4-factor weighted model (overall_score: 2.51),noun,uh-GLAY-uh (emphasis on second syllable),"From Greek ""aglaia"" meaning ""splendor, beauty""",Claude,"Think ""a-glay-a"" - a glowing, beautiful goddess",,Greek,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
aglossal,Without a tongue; lacking the ability to speak; relating to the absence of a tongue.,The medical condition left the patient functionally _____.,Three Bee,,,,,2.0,4.0,3.0,3.3,4-factor weighted model (overall_score: 3.01),adjective,ay-GLOS-uhl (emphasis on second syllable),"From Greek ""a-"" (without) + ""glossa"" (tongue)",Claude,"Think ""a-gloss-al"" - without the gloss of speech",,Greek,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
agnail,A torn or detached piece of skin next to a fingernail; a hangnail.,She winced when the _____ caught on her sweater.,Three Bee,,,,,2.0,3.0,2.0,1.3,4-factor weighted model (overall_score: 2.11),noun,AG-nayl (emphasis on first syllable),"From Old English ""angnægl"", from ""ang"" (tight, painful) + ""nægl"" (nail)",Claude,"Think ""ag-nail"" - an angry, painful nail condition",hangnail,Old English,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
agnesi,A mathematical curve named after Maria Gaetana Agnesi; also called the Witch of Agnesi.,Students learned to graph the _____ curve in calculus class.,Three Bee,,,,,1.0,3.0,2.0,3.0,4-factor weighted model (overall_score: 2.15),noun,an-YEH-zee (emphasis on second syllable),Named after Italian mathematician Maria Gaetana Agnesi (1718-1799),Claude,"Think ""ag-nesi"" - a mathematical curve that nests in graphs",Witch of Agnesi,Italian (proper name),Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2023, 2024, 2025)",2025-08-19
agnolotti,"Small, crescent-shaped pasta pouches stuffed with filling, typical of the Piedmont region of Italy.",The restaurant served _____ filled with ricotta and spinach.,One Bee,,,,,2.0,4.0,2.0,3.3,4-factor weighted model (overall_score: 2.76),noun (plural),an-yoh-LOT-tee (emphasis on third syllable),"From Italian ""agnolotti"", possibly from ""agnello"" (lamb) as they were traditionally filled with lamb",Claude,"Think ""ag-no-lotti"" - little packets that you know are delicious",,Italian,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023)",2025-08-19
agnomen,"An additional name or epithet, especially one given to ancient Romans based on achievements or characteristics.","Scipio earned the _____ ""Africanus"" after his victories in Africa.",One Bee,,,,,1.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.01),noun,ag-NOH-muhn (emphasis on second syllable),"From Latin ""agnomen"", from ""ad"" (to) + ""nomen"" (name)",Claude,"Think ""ag-no-men"" - a name you know a man by",,Latin,Claude,Scripps National Spelling Bee,One Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023)",2025-08-19
agonistic,Relating to struggle or contest; competitive; characterized by conflict or argument; combative.,The debate took on an _____ tone as both sides became more heated.,One Bee,,,,,4.0,4.0,3.0,3.3,4-factor weighted model (overall_score: 3.61),adjective,ag-uh-NIS-tik (emphasis on third syllable),"From Greek ""agonistikos"", from ""agonistes"" meaning ""competitor, combatant""",Claude,"Think ""ag-on-istic"" - being on the attack in an aggressive way",,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
