word,definition,pronunciation,etymology,memory_tip,example_sentence,etymology_source,definition_source,example_sentence_source,audio_source,difficulty_level,phonetic_score,frequency_score,morphology_score,etymology_score,combined_word_error
calories,Units of energy provided by food; units of heat energy,/ˈkæləriz/,"From calorie + -s, where calorie comes from French calorie","CALORIES: Counting And - Lots of energy units, Obviously Responsible for energy, Including Essential nutrition, Everyone Studying nutrition",She counted the _____ in her meal to maintain a healthy diet.,Claude,Claude,Claude,,Beginner,1.5,3.0,1.0,2.0,False
calumet,A ceremonial pipe used by Native Americans; a peace pipe,/ˈkæljəˌmɛt/,"From French calumet, from Latin calamellus 'little reed'","CALUMET: Ceremonial And - Lovely traditional pipe, Understanding important ceremonies, Making Everyone Together in peace, Everyone Taking part in ceremonies",The chief passed the _____ as a symbol of peace and unity.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
calumny,False and defamatory statements; slander,/ˈkæləmni/,From Latin calumnia meaning 'false accusation',"CALUMNY: Concerning And - Lies targeting people, Usually Malicious statements, Never true accusations, Year-round harmful gossip",The politician sued the newspaper for publishing _____.,Claude,Claude,Claude,,Intermediate,2.0,3.0,1.3,2.0,False
calusar,A Romanian folk dance performed by men; a ritual healing dance,/kəˈlusər/,"From Romanian căluşar, related to the ritual dancers","CALUSAR: Cultural And - Lovely traditional dance, Usually Sacred ritual dance, And Romanian cultural tradition",The _____ dancers performed the ancient healing ritual.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,3.0,False
calvities,Baldness; the condition of being bald,/kælˈvɪʃiz/,"From Latin calvities meaning 'baldness', from calvus 'bald'","CALVITIES: Concerning And - Lacking hair condition, Very obvious hair loss, Including Thinning hair, Including Eventual hair loss, Something many people experience",His early _____ made him look older than his actual age.,Claude,Claude,Claude,,Intermediate,1.5,4.0,1.0,2.0,False
calypso,A type of West Indian music; a nymph in Greek mythology,/kəˈlɪpsoʊ/,"From Greek Kalypso, name of a nymph in Homer's Odyssey","CALYPSO: Caribbean And - Lively musical style, Year-round Popular music, Something Outstanding musical tradition",The steel drum band played lively _____ music at the festival.,Claude,Claude,Claude,,Beginner,1.0,3.0,1.0,2.0,False
calzone,An Italian turnover made with pizza dough and filled with cheese,/kælˈzoʊni/,From Italian calzone meaning 'trouser leg' or 'stocking',"CALZONE: Culinary And - Lightly stuffed Italian food, Zestful Italian cuisine, Obviously Notable Italian dish, Everyone enjoys Italian food",The _____ was stuffed with ricotta cheese and spinach.,Claude,Claude,Claude,,Beginner,2.0,3.0,1.0,2.0,False
caló,A Spanish dialect or slang; Romani language variety,/kəˈloʊ/,"From Spanish caló, from Romani kalo meaning 'black'","CALÓ: Cultural And - Language variety, Obviously different dialect",The novel included passages written in _____.,Claude,Claude,Claude,,Beginner,1.0,2.5,1.0,2.0,False
camarilla,A small group of advisers to a ruler; a clique or faction,/ˌkæməˈrɪlə/,"From Spanish camarilla, diminutive of cámara meaning 'chamber'","CAMARILLA: Conspiring And - Making secret decisions, And Really secret group, Including Lots of plotting, And secret political advisors",The king's _____ influenced his decisions behind closed doors.,Claude,Claude,Claude,,Beginner,1.0,4.0,1.0,2.0,False
camarillanidicolous,ERROR: Combined word - should be separate words,,,,,,,,,N/A,0.0,0.0,0.0,0.0,True
