word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
click,"To make a short, sharp sound; to press and release a button on a computer mouse; to select something on a computer; to suddenly understand or work well together.",Please _____ the link to open the website in a new tab.,Three Bee,,,,,4.0,3.0,1.0,4.0,4-factor weighted model (overall_score: 3.00),"verb, noun",KLIK (emphasis on single syllable),"Imitative word representing the sound, first recorded in the 17th century",Claude,Think of the sound a computer mouse makes when you press it,,Imitative (English),Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
clickbait,"Internet content with sensationalized headlines designed to attract clicks and generate revenue, often misleading or of poor quality.","The article was obvious _____ with its exaggerated ""You Won't Believe What Happened Next"" headline.",Three Bee,,,,,4.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 3.25),noun,KLIK-bayt (emphasis on first syllable),"Compound of ""click"" + ""bait"", coined in the internet age (early 2000s)",Claude,"Think ""click-bait"" - bait to make people click on links",click-bait (hyphenated),Modern English (compound),Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
clientele,"The customers or clients of a professional person or business, considered as a group; a body of customers.",The upscale restaurant catered to a wealthy _____ from the financial district.,Three Bee,,,,,4.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.91),noun,kly-uhn-TELL (emphasis on third syllable),"From French ""clientèle"", from Latin ""cliens"" (dependent, follower)",Claude,"Think ""client-eel"" - a slippery group of clients like eels",,French (from Latin),Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
cliff,"A steep rock face, especially at the edge of the sea; a vertical or near-vertical rock exposure.",The lighthouse stood majestically on the rocky _____ overlooking the ocean.,One Bee,,,,,4.0,3.0,1.0,1.3,4-factor weighted model (overall_score: 2.46),noun,KLIF (emphasis on single syllable),"From Old English ""clif"", from Proto-Germanic ""*klibą""",Claude,Think of standing at the edge of a high cliff looking down,,Old English,Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
climate,The long-term weather conditions in a particular area; the prevailing trend of opinion or feeling; an environment or situation.,The tropical _____ made it perfect for growing exotic fruits year-round.,One Bee,,,,,4.0,3.0,2.0,3.3,4-factor weighted model (overall_score: 3.11),noun,KLY-mit (emphasis on first syllable),"From Greek ""klima"" (inclination, latitude), from ""klinein"" (to lean)",Claude,"Think ""climb-ate"" - how the weather climbs and changes over time",,Greek,Claude,Scripps National Spelling Bee,One Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021)",2025-08-19
climateyankee,"[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""climate"" (weather conditions) + ""Yankee"" (Northern American).",[ERROR - This combined word should not appear in spelling bee materials],Two Bee,,,,,4.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 3.25),error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],Claude,"This is a data error - should be separated into ""climate"" and ""Yankee""",climate + Yankee (separate words),ERROR - combined words,Claude,Scripps National Spelling Bee,Two Bee,4.0,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
climb,"To go up or ascend, especially by using hands and feet; to move upward on or over; to rise in social position or value.",The experienced mountaineer decided to _____ the steep rock face without ropes.,Three Bee,,,,,4.0,3.0,1.0,1.3,4-factor weighted model (overall_score: 2.46),"verb, noun",KLYM (emphasis on single syllable),"From Old English ""climban"", related to German ""klimmen""",Claude,"Think of climbing a mountain or ladder, going up step by step",,Old English,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
climbers,"People who climb mountains, rocks, or other vertical surfaces; plants that grow upward by attaching to supports.",The experienced _____ reached the summit just as the sun began to set.,Three Bee,,,,,4.0,4.0,1.0,1.3,4-factor weighted model (overall_score: 2.71),noun (plural),KLY-merz (emphasis on first syllable),"From ""climb"" + ""-er"" + ""-s"", where climb comes from Old English ""climban""",Claude,"Think of mountain climbers with ropes and gear, or ivy climbers on walls",,Old English,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
cling,To hold on tightly to something; to stick closely; to remain emotionally attached; to adhere.,The wet shirt would _____ uncomfortably to his back after the rainstorm.,Three Bee,,,,,4.0,3.0,1.0,1.3,4-factor weighted model (overall_score: 2.46),verb,KLING (emphasis on single syllable),"From Old English ""clingan"", related to German ""klingen""",Claude,"Think of how plastic wrap clings to a bowl, or how a child clings to a parent",,Old English,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
clobbered,Past tense of clobber; hit hard; defeated decisively; criticized severely.,The home team got _____ by their rivals in a humiliating 45-0 defeat.,Two Bee,,,,,4.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 3.50),verb (past tense),KLOB-erd (emphasis on first syllable),"From ""clobber"", origin uncertain, possibly imitative or from ""club""",Claude,"Think ""club-ered"" - like being hit with a club",,Uncertain (possibly imitative),Claude,Scripps National Spelling Bee,Two Bee,4.0,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
