word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
amulet,"A small ornament or piece of jewelry thought to give protection against evil, danger, or disease; a charm worn as protection.",The ancient warrior wore a protective _____ around his neck before battle.,One Bee; Three Bee; Two Bee,,,,,1.0,3.0,1.0,2.0,4-factor weighted model (overall_score: 1.70),noun,AM-yuh-lit (emphasis on first syllable),"From Latin 'amuletum', possibly from Arabic 'hamala' meaning 'to carry'",Claude,Think 'am-u-let' - something that lets you be protected,,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,6,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
amuse,To cause someone to find something funny; to entertain or occupy in a light-hearted way.,The comedian's jokes never failed to _____ the audience.,Three Bee; Two Bee,,,,,1.0,3.0,1.0,2.0,4-factor weighted model (overall_score: 1.70),verb,uh-MYOOZ (emphasis on second syllable),"From Old French 'amuser', from 'muser' meaning 'to stare stupidly'",Claude,"Think 'a-muse' - to inspire like a muse, but for fun",,French,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4,Scripps National Spelling Bee Words of the Champions (2022; 2023; 2024; 2025),2025-08-19
amusedpouch,COMBINED WORD ERROR - appears to be 'amused' + 'pouch' incorrectly joined,ERROR: This appears to be two words incorrectly combined.,Three Bee,,,,,1.0,4.0,1.0,4.0,4-factor weighted model (overall_score: 2.35),ERROR,ERROR - combined word,ERROR - this appears to be a data extraction error,Claude,FLAG: This is a combined word error that needs manual review,,ERROR,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
amusement,The feeling of finding something funny; entertainment or enjoyment derived from something.,The children's laughter filled the _____ park with joy.,Three Bee; Two Bee,,,,,1.0,4.0,1.5,2.0,4-factor weighted model (overall_score: 2.08),noun,uh-MYOOZ-munt (emphasis on second syllable),"From French 'amusement', from 'amuser' meaning 'to entertain'",Claude,Think 'amuse-ment' - the state of being amused,,French,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,3,Scripps National Spelling Bee Words of the Champions (2022; 2024; 2025),2025-08-19
amygdala,"An almond-shaped region in the brain that processes emotions, particularly fear and anxiety.",The _____ plays a crucial role in the brain's fear response system.,One Bee; Three Bee; Two Bee,,,,,1.0,4.0,1.0,3.0,4-factor weighted model (overall_score: 2.15),noun,uh-MIG-duh-luh (emphasis on second syllable),"From Greek 'amygdale' meaning 'almond', referring to its shape",Claude,Think 'almond-dala' - it's almond-shaped in the brain,,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,6,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
anabathmoi,"Songs of ascent; specifically, Psalms 120-134 in the Bible, traditionally sung by pilgrims ascending to Jerusalem.",The pilgrims chanted the _____ as they climbed toward the holy city.,Three Bee; Two Bee,,,,,1.0,4.0,1.0,3.0,4-factor weighted model (overall_score: 2.15),noun,an-uh-BATH-moy (emphasis on third syllable),"From Greek 'anabathmos' meaning 'a going up, ascent'",Claude,Think 'ana-bath-moi' - ascending songs or steps upward,,Greek,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4,Scripps National Spelling Bee Words of the Champions (2022; 2023; 2024; 2025),2025-08-19
anabolic,Relating to metabolic processes that build up organs and tissues; constructive metabolism.,The athlete used _____ steroids to increase muscle mass.,One Bee; Three Bee; Two Bee,,,,,1.0,4.0,1.5,3.0,4-factor weighted model (overall_score: 2.28),adjective,an-uh-BOL-ik (emphasis on third syllable),"From Greek 'anabole' meaning 'a throwing up, mound'",Claude,"Think 'ana-bolic' - building up (ana = up, bolic = throwing)",,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,5,Scripps National Spelling Bee Words of the Champions (2020; 2022; 2023; 2024; 2025),2025-08-19
anabolicjimberjawed,COMBINED WORD ERROR - appears to be 'anabolic' + 'jimberjawed' incorrectly joined,ERROR: This appears to be two words incorrectly combined.,One Bee,,,,,2.0,4.0,1.5,4.0,4-factor weighted model (overall_score: 2.78),ERROR,ERROR - combined word,ERROR - this appears to be a data extraction error,Claude,FLAG: This is a combined word error that needs manual review,,ERROR,Claude,Scripps National Spelling Bee,One Bee,1,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
anachronism,Something belonging to a period other than that in which it exists; a chronological inconsistency.,The wristwatch in the medieval painting was an obvious _____.,Three Bee,,,,,1.0,4.0,1.5,3.0,4-factor weighted model (overall_score: 2.28),noun,uh-NAK-ruh-niz-um (emphasis on second syllable),From Greek 'ana' (backward) + 'chronos' (time),Claude,"Think 'ana-chron-ism' - against time, out of place in time",,Greek,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
anaemic,"British spelling of anemic; lacking in color, spirit, or vitality; suffering from anemia.",The patient's _____ condition required immediate medical attention.,One Bee; Three Bee; Two Bee,,,,,1.0,3.0,1.5,3.0,4-factor weighted model (overall_score: 2.03),adjective,uh-NEE-mik (emphasis on second syllable),"From Greek 'anaimia', from 'an-' (without) + 'haima' (blood)",Claude,"Think 'an-aemic' - without blood, lacking vitality",,Greek,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,6,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
