word,years,source_files,source_difficulties
transfixed,2025,2025 Words of Champion _1_.pdf,Three Bee
transform,2024,2024 Words of the Champions.pdf,Three Bee
transformation,2025,2025 Words of Champion _1_.pdf,Three Bee
transgressions,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
transhumance,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
transience,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
transistor,2020,2020 Words_of_the_Champions.pdf,One Bee
transit,2020,2020 Words_of_the_Champions.pdf,One Bee
translates,2025,2025 Words of Champion _1_.pdf,Three Bee
translucent,2025,2025 Words of Champion _1_.pdf,Three Bee
transmissibility,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
transmontane,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
transparencies,2020,2020 Words_of_the_Champions.pdf,One Bee
transpiration,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
transportation,2024,2024 Words of the Champions.pdf,Three Bee
transposable,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
trap,2023,2023_Words_of_the_Champions.pdf,Two Bee
trapezoid,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
trashbobbed,2023,2023_Words_of_the_Champions.pdf,Two Bee
travails,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
travel,2021,2021_Printable_Words of the Champions.pdf,One Bee
traveled,2025,2025 Words of Champion _1_.pdf,Three Bee
travels,2025,2025 Words of Champion _1_.pdf,Three Bee
