word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
leisure,"Free time when one is not working or occupied; time available for relaxation, recreation, or pursuits of personal interest and enjoyment. Leisure represents freedom from the demands of work, obligations, and necessary activities, allowing individuals to engage in activities they find personally fulfilling or restorative. The concept of leisure has evolved throughout history, from a privilege of the wealthy to a recognized need for human well-being and social development. Modern society increasingly recognizes leisure as essential for mental health, creativity, family relationships, and overall quality of life, though the balance between work and leisure remains a significant challenge.","After retiring from her demanding career, she finally had the _____ to pursue her passion for painting and travel.",One Bee,,,,,1.0,2.5,1.0,3.0,4-factor weighted model (overall_score: 2.05),"noun, adjective",LEE-zher or LEZH-er (emphasis on first syllable),"From Old French ""leisir,"" from Latin ""licere"" meaning ""to be permitted"" or ""be free""",Claude,"Think ""please-sure"" - leisure is the pleasure of pleasing yourself with free time",,Various,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3,Scripps National Spelling Bee Words of the Champions (2021; 2022; 2023; 2024),2025-08-19
leisureleotard,"[COMBINED WORD ERROR] This appears to be ""leisure"" (free time) incorrectly combined with ""leotard"" (gymnastic garment). This type of error occurs when PDF text extraction fails to properly separate distinct words appearing close together in original document formatting. These are completely unrelated concepts artificially combined due to technical parsing issues common when processing PDF documents containing educational materials, where formatting irregularities cause adjacent words to merge without proper spacing or punctuation between distinct vocabulary terms.",[ERROR - This combined word should not appear in spelling bee materials],Three Bee,,,,,1.5,3.5,2.0,2.0,4-factor weighted model (overall_score: 2.35),error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],Claude,"This is a data error - should be separated into ""leisure"" and ""leotard""",,Various,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
leks,"Areas where male animals, particularly birds, gather to display and compete for mates through elaborate courtship behaviors; plural of lek, which refers to these communal mating grounds. Lekking behavior involves males congregating in specific locations to perform displays of strength, beauty, or skill that attract females for mating selection. This reproductive strategy is found in various species including grouse, peacocks, and some mammals, where females visit leks to choose mates based on the quality of male displays. The lek system demonstrates natural selection in action, as successful males with superior displays produce more offspring.",Wildlife biologists studied the prairie chicken _____ to understand mating behaviors and population dynamics.,Three Bee,,,,,1.0,1.5,1.0,2.0,4-factor weighted model (overall_score: 1.45),noun,"LEKS (single syllable, rhymes with ""decks"")","From Swedish ""lek"" meaning ""play,"" referring to the playful-seeming mating displays",Claude,"Think ""lex"" (like Lex Luther) - a place where males compete to be the dominant one",,Various,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
lemniscus,"A ribbon-like bundle of nerve fibers in the brainstem that carries sensory information from the body to the thalamus and ultimately to the cerebral cortex for conscious perception. The lemniscal system includes the medial lemniscus, which carries touch and position information, and the lateral lemniscus, which processes auditory signals. These neural pathways are crucial for sensory processing and demonstrate the organized structure of the nervous system in transmitting information from peripheral receptors to higher brain centers. Understanding lemniscal pathways is important in neurology and helps explain how sensory deficits occur with brainstem injuries.",The neurologist explained how damage to the medial _____ could cause loss of touch sensation on the opposite side of the body.,One Bee,,,,,1.0,3.0,1.5,3.0,4-factor weighted model (overall_score: 2.30),noun,lem-NIS-kuhs (emphasis on second syllable),"From Latin ""lemniscus,"" meaning ""ribbon,"" from Greek ""lemniskos"" referring to the ribbon-like appearance",Claude,"Think ""lemon-disk-us"" - a ribbon-like disk of nerve fibers, yellow like a lemon",,Various,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
lemon,"A yellow citrus fruit with acidic juice, thick peel, and distinctive sour taste, widely used in cooking, beverages, and as a source of vitamin C; also used to describe something defective or unsatisfactory. Lemons grow on evergreen trees in warm climates and contain citric acid, essential oils, and nutrients that make them valuable for culinary and medicinal purposes. The fruit's acidic properties make it useful for cleaning, food preservation, and flavor enhancement in countless recipes worldwide. In slang usage, calling something a ""lemon"" indicates it's faulty or disappointing, particularly applied to defective cars or other products.",The chef squeezed fresh _____ juice over the fish to add brightness and acidity to the delicate flavors.,Three Bee,,,,,1.0,2.0,1.0,3.0,4-factor weighted model (overall_score: 1.90),"noun, adjective",LEM-uhn (emphasis on first syllable),"From Old French ""limon,"" from Arabic ""laymun,"" ultimately from Persian",Claude,"Think ""lemme-on"" - like saying ""let me put this on"" when adding lemon to food",,Various,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
leniency,"The quality of being lenient; mercy, tolerance, or compassion shown in judgment or punishment; the inclination to be forgiving rather than harsh or strict in applying rules or consequences. Leniency involves tempering justice with understanding, considering circumstances that might warrant reduced penalties or more gentle treatment. This quality is valued in leadership, parenting, and legal systems where rigid application of rules might not serve the best interests of individuals or society. However, leniency must be balanced with fairness and consistency to maintain credibility and prevent abuse of compassionate treatment.","The judge showed _____ toward the first-time offender, considering her circumstances and genuine remorse.",One Bee,,,,,1.0,2.5,1.0,2.5,4-factor weighted model (overall_score: 1.90),noun,LEE-nee-uhn-see (emphasis on first syllable),"From Latin ""lenientia,"" from ""lenis"" meaning ""soft"" or ""gentle""",Claude,"Think ""lean-see"" - leaning toward mercy when you see someone's situation",,Various,Claude,Scripps National Spelling Bee,One Bee; Two Bee,2,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022),2025-08-19
lento,"A musical tempo marking indicating a slow speed, typically slower than andante but faster than largo; characterized by a deliberate, unhurried pace that allows for expression and musical phrasing. Lento passages require careful attention to musical line and emotional content, as the slower tempo provides space for nuanced interpretation and expressiveness. Musicians must maintain musical continuity and avoid dragging when performing lento sections, balancing slowness with forward motion. This tempo marking appears frequently in classical music where composers seek to create contemplative, lyrical, or dramatic effects through deliberate pacing.","The pianist performed the _____ movement with such expressiveness that the audience was completely captivated by the slow, beautiful melody.",One Bee,,,,,1.0,2.0,1.0,2.5,4-factor weighted model (overall_score: 1.75),"adjective, adverb, noun",LEN-toh (emphasis on first syllable),"From Italian ""lento,"" meaning ""slow,"" from Latin ""lentus""",Claude,"Think ""lens-tow"" - like slowly towing something with a magnifying lens to see every detail",,Various,Claude,Scripps National Spelling Bee,One Bee,1,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
leonine,"Resembling or characteristic of a lion; having qualities associated with lions such as courage, majesty, strength, or physical features like a full mane of hair. Leonine characteristics include both literal physical resemblances to lions and metaphorical qualities of leadership, bravery, and commanding presence. The term can describe facial features, hair, personality traits, or behaviors that evoke the regal, powerful nature associated with lions. In literature and description, leonine often conveys nobility, fierce protection of territory or family, and the kind of natural authority that commands respect.",The actor's _____ features and commanding voice made him perfect for playing the role of the powerful king.,One Bee,,,,,1.0,2.5,1.0,2.5,4-factor weighted model (overall_score: 1.90),adjective,LEE-uh-nien (emphasis on first syllable),"From Latin ""leoninus,"" from ""leo"" meaning ""lion""",Claude,"Think ""Leo-nine"" - like nine qualities of Leo the lion: brave, strong, majestic, etc.",,Various,Claude,Scripps National Spelling Bee,One Bee; Two Bee,2,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022),2025-08-19
leotard,"A close-fitting one-piece garment that covers the torso, worn by dancers, gymnasts, and other performers to allow freedom of movement while providing modesty and support. Leotards are designed to stretch with body movements and come in various styles including sleeveless, short-sleeved, and long-sleeved versions, often made from materials like spandex or lycra. The garment serves practical purposes in athletic and artistic activities where loose clothing would interfere with performance or create safety hazards. Named after the French acrobat Jules Léotard, this essential performance wear has become standard attire in dance studios, gymnastics, and fitness activities worldwide.",The ballet dancer chose a simple black _____ that allowed complete freedom of movement during her performance.,Three Bee,,,,,1.0,2.5,1.0,2.5,4-factor weighted model (overall_score: 1.90),noun,LEE-uh-tard (emphasis on first syllable),"Named after Jules Léotard (1842-1870), French trapeze artist who popularized the garment",Claude,"Think ""Leo-tard"" - Leo the acrobat was never tardy thanks to his flexible outfit",,Various,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
less,"A smaller amount or degree; not as much; comparative form of little, used to indicate a reduction in quantity, extent, or intensity compared to another amount or a previous state. Less establishes comparisons between quantities that cannot be counted individually, such as water, time, or abstract concepts, distinguishing it from ""fewer"" which applies to countable items. The concept helps express relative measurements and degrees, enabling precise communication about amounts and changes. Understanding when to use less versus fewer reflects grammatical precision and clear thinking about measurable versus countable quantities.",The new recipe calls for _____ sugar than the original version to create a healthier dessert option.,Three Bee,,,,,1.0,1.5,1.0,2.0,4-factor weighted model (overall_score: 1.45),"adjective, adverb, noun","LES (single syllable, rhymes with ""mess"")","From Old English ""læssa,"" comparative form of ""læt"" meaning ""small""",Claude,"Think ""mess"" - having less stuff creates less of a mess",,Various,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
