word,years,source_files,source_difficulties
rasorial,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
raspberry,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
rastafarian,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
rathskeller,2020,2020 Words_of_the_Champions.pdf,One Bee
rationale,2020,2020 Words_of_the_Champions.pdf,One Bee
rats,2021,2021_Printable_Words of the Champions.pdf,One Bee
rattled,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
raucous,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
raven,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
ravigote,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
ravine,2020,2020 Words_of_the_Champions.pdf,One Bee
rayleigh,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
razor,2024,2024 Words of the Champions.pdf,Three Bee
razz,2021,2021_Printable_Words of the Champions.pdf,One Bee
reach,2022; 2023; 2024,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,Three Bee; Two Bee
reaches,2025,2025 Words of Champion _1_.pdf,Three Bee
reactionary,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
read,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
reading,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
reagent,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
realgar,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
realia,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
really,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
