word,years,source_files,source_difficulties
container,2023,2023_Words_of_the_Champions.pdf,Two Bee
contains,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
contemporary,2025,2025 Words of Champion _1_.pdf,Three Bee
contemptible,2024,2024 Words of the Champions.pdf,Three Bee
contemptuous,2020; 2021; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee
content,2020; 2025,2020 Words_of_the_Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee
contents,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
contessa,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
contested,2025,2025 Words of Champion _1_.pdf,Three Bee
conteur,2025,2025 Words of Champion _1_.pdf,Three Bee
context,2025,2025 Words of Champion _1_.pdf,Three Bee
contexts,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
conticent,2025,2025 Words of Champion _1_.pdf,Three Bee
contiguous,2025,2025 Words of Champion _1_.pdf,Three Bee
continent,2025,2025 Words of Champion _1_.pdf,Three Bee
continental,2020,2020 Words_of_the_Champions.pdf,One Bee
contingent,2021,2021_Printable_Words of the Champions.pdf,One Bee
continue,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
continuous,2025,2025 Words of Champion _1_.pdf,Three Bee
continuum,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
contorted,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
contraction,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
