word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
adulation,Excessive admiration or praise; obsequious flattery; worship or devotion that goes beyond what is appropriate or deserved.,The celebrity was uncomfortable with the _____ of overzealous fans.,One Bee,,,,,3.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.11),noun,aj-uh-LAY-shuhn (emphasis on third syllable),"From Latin ""adulatio"", from ""adulari"" meaning ""to flatter like a dog""",Claude,"Think ""adult-ulation"" - adults giving excessive praise like howling",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
advancing,Moving forward in space or time; making progress; promoting to a higher position; developing or improving.,The army was _____ slowly through the difficult terrain.,One Bee,,,,,3.0,4.0,3.0,2.6,4-factor weighted model (overall_score: 3.17),verb (present participle),ad-VAN-sing (emphasis on second syllable),"From Old French ""avancier"", from Latin ""ab ante"" meaning ""from before""",Claude,"Think ""ad-van-sing"" - singing while moving forward in a van",,Old French via Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024)",2025-08-19
advantage,A condition or circumstance that puts one in a favorable position; a benefit or gain from a particular situation.,Her fluency in three languages gave her a significant _____ in the job market.,Three Bee,,,,,2.0,1.0,3.0,2.3,4-factor weighted model (overall_score: 2.06),"noun, verb",ad-VAN-tij (emphasis on second syllable),"From Old French ""avantage"", from ""avant"" meaning ""before""",Claude,"Think ""ad-van-tag"" - tagging along with a van gives you an advantage",,Old French,Claude,Scripps National Spelling Bee,Three Bee,1.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
advection,"The horizontal transfer of heat, moisture, or other atmospheric properties by the movement of air masses.",The meteorologist explained how _____ brings warm air from the south.,Three Bee,,,,,4.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.41),noun,ad-VEK-shuhn (emphasis on second syllable),"From Latin ""advectio"", from ""advectus"" meaning ""carried to""",Claude,"Think ""ad-vector"" - adding vectors to carry atmospheric properties",,Latin,Claude,Scripps National Spelling Bee,Three Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
adverb,"A word that modifies a verb, adjective, or other adverb, typically ending in -ly and expressing manner, time, or degree.","The word ""quickly"" is an _____ that describes how something is done.",Three Bee,,,,,2.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.31),noun,AD-vurb (emphasis on first syllable),"From Latin ""adverbium"", from ""ad"" (to) + ""verbum"" (word)",Claude,"Think ""add-verb"" - adding meaning to a verb",,Latin,Claude,Scripps National Spelling Bee,Three Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
adversaria,Miscellaneous notes or observations; a commonplace book containing random thoughts and remarks.,The scholar's _____ contained insights from decades of reading and research.,One Bee,,,,,1.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.26),noun (plural),ad-vur-SAIR-ee-uh (emphasis on third syllable),"From Latin ""adversaria"", meaning ""things written on the opposite page""",Claude,"Think ""adverse-aria"" - notes about adverse or opposing ideas",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
adversity,"Difficult or unpleasant circumstances; hardship, misfortune, or affliction that tests one's strength and resilience.",She showed remarkable strength in overcoming the _____ of her childhood.,Three Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),noun,ad-VUR-si-tee (emphasis on second syllable),"From Latin ""adversitas"", from ""adversus"" meaning ""turned against""",Claude,"Think ""adverse-ity"" - the quality of things being adverse or against you",,Latin,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2025)",2025-08-19
advertisement,"A public notice or announcement promoting a product, service, or event; a paid promotional message in media.",The _____ for the new smartphone appeared on every major website.,Three Bee,,,,,2.0,1.0,3.0,2.3,4-factor weighted model (overall_score: 2.06),noun,ad-VUR-tiz-muhnt (emphasis on second syllable),"From French ""avertissement"", from ""avertir"" meaning ""to warn, inform""",Claude,"Think ""ad-vert-ise-ment"" - turning minds toward a mental announcement",advert (British),French,Claude,Scripps National Spelling Bee,Three Bee,1.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
advertizement,An archaic or alternative spelling of advertisement; a public notice or promotional announcement.,The old newspaper contained an _____ for patent medicine.,Three Bee,,,,,2.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 2.81),noun,ad-VUR-tahyz-muhnt (emphasis on second syllable),"Alternative spelling of ""advertisement"", from French ""avertissement""",Claude,"Think ""advertize-ment"" - older spelling with ""z"" instead of ""s""",advertisement (modern standard),French,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
adviser,"A person who gives advice or counsel; someone who provides guidance or recommendations, especially in official capacity.",The financial _____ helped the couple plan for their retirement.,Three Bee,,,,,1.0,1.0,3.0,2.3,4-factor weighted model (overall_score: 1.76),noun,ad-VY-zur (emphasis on second syllable),"From ""advise"" + ""-er"", from Old French ""aviser"" meaning ""to consider""",Claude,"Think ""ad-vise-er"" - one who adds wisdom by giving advice",advisor,Old French,Claude,Scripps National Spelling Bee,Three Bee,1.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
advocatory,Having the nature of advocacy; characterized by supporting or recommending a particular cause or policy.,The organization took an _____ stance on environmental protection.,Three Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),adjective,AD-vuh-kuh-tor-ee (emphasis on first syllable),"From Latin ""advocatus"" meaning ""called to aid"" + ""-ory""",Claude,"Think ""advocate-ory"" - relating to the work of an advocate",,Latin,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024)",2025-08-19
advocatoryaerobics,"[COMBINED WORD ERROR] This appears to be two words incorrectly joined: ""advocatory"" (supporting) + ""aerobics"" (exercise).",[ERROR - This combined word should not appear in spelling bee materials],Three Bee,,,,,4.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 3.50),error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],Claude,"This is a data error - should be separated into ""advocatory"" and ""aerobics""",advocatory + aerobics (separate words),ERROR - combined words,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
adzuki,A small reddish-brown bean commonly used in East Asian cuisine; also called azuki bean or red bean.,The bakery specialized in sweet pastries filled with _____ bean paste.,Two Bee,,,,,2.0,3.0,2.0,4.0,4-factor weighted model (overall_score: 2.65),noun,ad-ZOO-kee (emphasis on second syllable),"From Japanese ""azuki"" meaning ""small bean""",Claude,"Think ""ad-zoo-key"" - a key to the zoo of small beans","azuki, aduki",Japanese,Claude,Scripps National Spelling Bee,Two Bee,3.0,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
adélie,"A species of penguin found in Antarctica, characterized by a white ring around the eyes and distinctive markings.",The _____ penguins gathered in large colonies on the Antarctic ice.,One Bee,,,,,2.0,3.0,2.0,2.0,4-factor weighted model (overall_score: 2.25),"noun, adjective",uh-DEL-ee (emphasis on second syllable),"Named after Adélie Land in Antarctica, which was named after Adèle, wife of French explorer Dumont d'Urville",Claude,"Think ""a-Delia"" - a penguin named after a French woman named Adèle",Adelie,French (proper name),Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
