word,definition,pronunciation,pronunciation_respelling,etymology,etymology_source,memory_tip,example_sentence,example_sentence_source,years,source_files,source_difficulties,definition_source,pronunciation_source,phonetic_transparency_score,word_frequency_score,morphological_complexity_score,etymology_complexity_score,total_difficulty_score,assigned_difficulty,audio_file_path,created_at,updated_at,notes,review_status,batch_number
restaurants,Plural of restaurant; businesses that prepare and serve food and drinks to customers; eating establishments where meals are cooked and served to paying customers. Restaurants provide dining services in commercial settings for the public.,/ˈrestərənts/,RES-tur-uhnts,"Plural of ""restaurant,"" from French ""restaurant,"" from ""restaurer"" (to restore).",Claude,"Think ""restaurant"" + ""s"" = multiple eating establishments.",The food critic reviewed several ___ in the downtown district.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,3,2,2,4,11,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
resting,Present participle of rest; ceasing work or movement to relax or recover strength; lying down or being in a state of repose. The ongoing action of taking rest or remaining in a peaceful state.,/ˈrestɪŋ/,REST-ing,"Present participle of ""rest,"" from Old English ""rest,"" of Germanic origin.",Claude,"Think ""rest"" + ""ing"" = currently taking rest.",The exhausted hikers were ___ beside the mountain stream.,Claude,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,3,2,2,3,10,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
restitutory,Relating to or characterized by restitution; involving the restoration of something lost or stolen to its proper owner; aimed at making compensation for loss or damage. Restitutory actions seek to restore previous conditions.,/rɪˈstɪtjəˌtɔri/,ri-STIT-yuh-tor-ee,"From Latin ""restitutus"" (restored) + suffix ""-ory,"" from ""restituere"" (to restore).",Claude,"Think ""restitute"" + ""ory"" = relating to restoring things.",The court ordered ___ damages to compensate the victims.,Claude,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,5,8,7,4,24,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
restive,"Unable to remain still; restless or impatient; refusing to be controlled or subdued. Restive behavior involves resistance to restraint and difficulty remaining calm or stationary, often due to frustration or anxiety.",/ˈrestɪv/,REST-iv,"From Old French ""restif,"" from ""rester"" (to remain), ironically meaning the opposite.",Claude,"Think ""rest"" + ""ive"" but ironically means can't rest = restless.",The horse became ___ when kept in the stable too long.,Claude,2021; 2023; 2024; 2025,2021_Printable_Words of the Champions.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,5,5,4,4,18,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
results,"Plural of result; consequences or outcomes of actions, processes, or events; findings from tests, experiments, or investigations. Results represent the final products or effects of various activities or procedures.",/rɪˈzʌlts/,ri-ZUHLTS,"Plural of ""result,"" from Latin ""resultare"" (to rebound), from ""re-"" (back) + ""saltare"" (to leap).",Claude,"Think ""re-"" (back) + ""sults"" (leaps) = what leaps back as consequences.",The laboratory ___ confirmed the presence of the rare mineral.,Claude,2020,2020 Words_of_the_Champions.pdf,One Bee,Claude,Claude,3,2,2,4,11,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
resuscitate,"To revive someone from unconsciousness or apparent death; to restore life or consciousness; to bring back to life or activity. Resuscitation involves medical procedures to restore breathing, heartbeat, or consciousness.",/rɪˈsʌsəˌteɪt/,ri-SUHS-uh-tayt,"From Latin ""resuscitare,"" from ""re-"" (again) + ""suscitare"" (to raise up).",Claude,"Think ""re-"" (again) + ""suscitate"" (raise up) = raise up to life again.",The paramedics worked frantically to ___ the drowning victim.,Claude,2021; 2022; 2023; 2024,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,5,5,4,4,18,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
resuscitateretina,"[COMBINED WORD ERROR: This appears to be 'resuscitate' + 'retina' incorrectly joined. 'Resuscitate' means to revive from unconsciousness, while 'retina' is the light-sensitive layer of the eye. These should be separate words.]",/rɪˈsʌsəˌteɪt ˈretənə/,ri-SUHS-uh-tayt RET-ih-nuh,Combined word error: 'resuscitate' from Latin + 'retina' from Latin.,Claude,Error combination: resuscitate (revive) + retina (eye part) - should be separate.,Doctors attempted to ___ the patient while examining damage to the ___.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,6,7,5,4,22,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
reticulated,"Constructed, arranged, or marked like a net; having a pattern of interlacing lines resembling a network. Reticulated structures feature systematic interconnected patterns commonly found in nature and engineering.",/rɪˈtɪkjəˌleɪtɪd/,ri-TIK-yuh-lay-tid,"From Latin ""reticulatus,"" from ""reticulum"" (little net), from ""rete"" (net).",Claude,"Think ""retic"" (net) + ""ulated"" = arranged like a net pattern.",The leaf showed a beautiful ___ pattern of veins.,Claude,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee,Claude,Claude,5,8,4,4,21,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
reticule,"A woman's small handbag or purse, typically having a drawstring and made of soft material; a small bag carried by women in the 18th and 19th centuries. Reticules were fashionable accessories for carrying personal items.",/ˈretɪˌkjul/,RET-ih-kyool,"From French ""réticule,"" from Latin ""reticulum"" (little net).",Claude,"Think ""retic"" (net) + ""ule"" = small net-like bag.",The Victorian lady carried her coins in an embroidered ___.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,5,8,4,4,21,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
retina,The light-sensitive layer of tissue at the back of the inner eye; contains photoreceptor cells that convert light into electrical signals sent to the brain. The retina is essential for vision and image formation.,/ˈretənə/,RET-ih-nuh,"From Latin ""retina,"" from ""rete"" (net), referring to its network-like appearance.",Claude,"Think ""ret"" (net) + ""ina"" = net-like layer in the eye.",The ophthalmologist examined the ___ for signs of damage.,Claude,2025,2025 Words of Champion _1_.pdf,Three Bee,Claude,Claude,3,2,2,4,11,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
retinitis,"Inflammation of the retina; a medical condition affecting the light-sensitive tissue at the back of the eye. Retinitis can cause vision problems and may result from infections, autoimmune conditions, or other factors.",/ˌretəˈnaɪtɪs/,ret-ih-NYE-tis,"From ""retina"" + suffix ""-itis"" (inflammation), from Latin ""rete"" (net).",Claude,"Think ""retina"" + ""itis"" (inflammation) = inflammation of the retina.",The patient was diagnosed with ___ and prescribed anti-inflammatory medication.,Claude,2024,2024 Words of the Champions.pdf,Three Bee,Claude,Claude,5,8,4,4,21,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
retinol,"Vitamin A in its pure form; a fat-soluble vitamin essential for vision, immune function, and cell growth. Retinol is commonly used in skincare products for its anti-aging properties and ability to promote cell turnover.",/ˈretəˌnɔl/,RET-ih-nol,"From ""retina"" + suffix ""-ol"" (alcohol), referring to its importance for retinal function.",Claude,"Think ""retin"" (retina) + ""ol"" = vitamin important for retina/vision.",The dermatologist recommended a cream containing ___ for anti-aging benefits.,Claude,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,5,8,4,5,22,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
retinoscopy,An objective method of determining refractive errors of the eye; a medical procedure using a retinoscope to assess how light reflects from the retina. Retinoscopy helps eye care professionals prescribe corrective lenses.,/ˌretəˈnɑskəpi/,ret-ih-NOS-kuh-pee,"From ""retina"" + Greek ""skopein"" (to look at), literally ""looking at the retina.""",Claude,"Think ""retino"" (retina) + ""scopy"" (looking) = looking at the retina.",The optometrist performed ___ to determine the patient's prescription.,Claude,2020; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee,Claude,Claude,8,8,7,7,30,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
retorts,"Plural of retort; sharp, angry, or witty replies; glass vessels with long necks used in distillation; quick responses to criticism or questions. Retorts can be verbal comebacks or laboratory equipment.",/rɪˈtɔrts/,ri-TORTS,"Plural of ""retort,"" from Latin ""retortus"" (twisted back), from ""retorquere.""",Claude,"Think ""re-"" (back) + ""torts"" (twisted) = twisted back responses.",Her clever ___ to the critic's comments impressed the audience.,Claude,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee,Claude,Claude,3,5,2,4,14,,,2025-01-01,2025-01-01,Batch 149 processing,pending,149
