word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
sternutation,The medical term for sneezing; the reflex action of forcibly expelling air from the nose and mouth. This involuntary response helps clear irritants from nasal passages and respiratory tract. Sneezing is typically triggered by irritation of mucous membranes in the nose or exposure to bright light in some individuals.,The doctor explained that frequent _____ could be a sign of allergies.,One Bee,,,,,3.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.86),noun,ster-nyuh-TAY-shuhn (emphasis on third syllable),"From Latin ""sternutatio,"" from ""sternutare"" meaning ""to sneeze repeatedly""",Claude,"Think ""stern-utation"" - a stern reaction where you suddenly ""choo"" out loud",,Latin,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023)",2025-08-19
steroid,"A large group of naturally occurring or synthetic organic compounds with a characteristic four-ring carbon structure. In biology, steroids include hormones like testosterone, estrogen, and cortisol that regulate various bodily functions. In medicine, synthetic steroids are used as anti-inflammatory drugs.",The athlete was banned for using an illegal anabolic _____.,One Bee,,,,,2.0,3.0,2.0,3.6,4-factor weighted model (overall_score: 2.57),noun,STER-oid (emphasis on first syllable),"From ""sterol"" + ""-oid,"" where sterol comes from Greek ""stereos"" meaning ""solid""",Claude,"Think ""stare-oid"" - athletes stare at these substances for performance",,Greek via modern scientific terminology,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024)",2025-08-19
stevedore,"A dock worker who loads and unloads ships; a person employed to handle cargo at ports and harbors. Stevedores work with cranes, forklifts, and other equipment to move containers, bulk cargo, and other freight between ships and shore facilities.",The experienced _____ could load a container ship in record time.,One Bee,,,,,2.0,4.0,1.0,3.3,4-factor weighted model (overall_score: 2.51),noun,STEE-vuh-dor (emphasis on first syllable),"From Spanish ""estivador,"" from ""estivar"" meaning ""to stow cargo""",Claude,"Think ""Steve-a-door"" - Steve opens the door to unload ships",,Spanish,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
stevia,"A natural sweetener derived from the leaves of the Stevia rebaudiana plant, native to South America. This zero-calorie sugar substitute is much sweeter than regular sugar and is commonly used by people managing diabetes or trying to reduce caloric intake.",She added _____ to her coffee instead of sugar to reduce calories.,One Bee,,,,,2.0,3.0,1.0,2.0,4-factor weighted model (overall_score: 2.00),noun,STEE-vee-uh (emphasis on first syllable),Named after Spanish botanist Petrus Jacobus Stevus (Pedro Jaime Esteve),Claude,"Think ""Steve-ia"" - Steve discovers a sweet plant",,Modern Latin (named after botanist),Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
stew,"A dish of meat, vegetables, or other ingredients cooked slowly in liquid in a covered pot. The cooking method involves simmering ingredients together to create tender, flavorful food where the cooking liquid becomes part of the dish.",The hearty beef _____ simmered all afternoon in the slow cooker.,Three Bee,,,,,1.0,1.0,1.0,2.3,4-factor weighted model (overall_score: 1.26),"noun, verb","STOO (rhymes with ""true"")","From Old French ""estuver"" meaning ""to bathe in hot water""",Claude,"Think ""stew"" rhymes with ""brew"" - both involve cooking liquids",,Old French,Claude,Scripps National Spelling Bee,Three Bee,1.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
steward,"A person who manages or looks after property, finances, or domestic affairs for another person or organization. On ships and aircraft, a steward provides service to passengers. The term implies responsible management and careful oversight of resources or people.",The flight _____ helped passengers stow their carry-on luggage.,One Bee,,,,,2.0,1.0,2.0,1.3,4-factor weighted model (overall_score: 1.61),"noun, verb",STOO-urd (emphasis on first syllable),"From Old English ""stiweard,"" from ""sti"" (hall) + ""weard"" (keeper)",Claude,"Think ""stew-ward"" - the keeper who serves stew in the hall",,Old English,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,1.0,"Scripps National Spelling Bee Words of the Champions (2020, 2022, 2023, 2024, 2025)",2025-08-19
stewardship,"The responsible management and care of something entrusted to one's care, whether property, resources, or the environment. This concept emphasizes ethical oversight and sustainable practices, often with the understanding that current caretakers must preserve resources for future generations.",Environmental _____ requires protecting natural resources for future generations.,One Bee,,,,,3.0,4.0,2.0,1.3,4-factor weighted model (overall_score: 2.66),noun,STOO-urd-ship (emphasis on first syllable),"From ""steward"" + ""-ship,"" indicating the office or skill of a steward",Claude,"Think ""steward-ship"" - sailing a ship responsibly as its steward",,Old English + suffix,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2021, 2022, 2023, 2024, 2025)",2025-08-19
sticky,"Having the property of adhering to surfaces when touched; covered with an adhesive substance. Figuratively, it can describe difficult situations that are hard to escape or problems that persist and are hard to resolve.",The children's hands were _____ from eating cotton candy.,One Bee,,,,,4.0,1.0,1.0,1.3,4-factor weighted model (overall_score: 1.96),adjective,STIK-ee (emphasis on first syllable),"From ""stick"" + ""-y,"" from Old English ""stician"" meaning ""to pierce""",Claude,"Think ""stick-y"" - having the quality of sticking to things",,Old English,Claude,Scripps National Spelling Bee,One Bee,1.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
stiff,"Not easily bent or changed in shape; rigid or firm in texture or consistency. When describing people, it can mean formal, unfriendly, or lacking in ease and grace. It can also describe something that is difficult, severe, or strong.","After sitting at the desk all day, his neck felt _____.",Three Bee,,,,,2.0,1.0,1.0,1.3,4-factor weighted model (overall_score: 1.36),"adjective, adverb, noun, verb","STIF (rhymes with ""cliff"")","From Old English ""stif"" meaning ""rigid, hard to move""",Claude,"Think ""stiff"" sounds like what it means - short and hard",,Old English,Claude,Scripps National Spelling Bee,Three Bee,1.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
stifle,"To suppress, restrain, or prevent something from happening or developing; to suffocate or have difficulty breathing. It can mean to hold back emotions, sounds, or natural processes, often by force or through restrictive conditions.",She tried to _____ her laughter during the serious meeting.,Three Bee,,,,,2.0,3.0,1.0,2.3,4-factor weighted model (overall_score: 2.06),verb,STY-fuhl (emphasis on first syllable),"From Old French ""estouffer"" meaning ""to smother""",Claude,"Think ""stifle"" sounds like ""stiffen"" - making breathing stiffen and stop",,Old French,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
