word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
karate,"A Japanese martial art that emphasizes striking techniques using hands, feet, elbows, and knees, developed in Okinawa and characterized by disciplined training, kata forms, and philosophical principles. Modern karate combines physical conditioning, self-defense applications, and mental discipline through repetitive practice of basic techniques, sparring, and form demonstrations. The art focuses on precise, powerful movements delivered from stable stances, incorporating both hard linear techniques and flowing circular motions. Karate training develops physical fitness, mental concentration, respect, and self-control while teaching effective self-defense skills through systematic progression from basic techniques to advanced applications.",The martial arts studio offered _____ classes for students of all ages and skill levels.,Three Bee,,,,,1.0,2.0,1.0,2.0,4-factor weighted model (overall_score: 1.60),noun,kuh-RAH-tee (emphasis on second syllable),"From Japanese ""karate"" meaning ""empty hand,"" from ""kara"" (empty) + ""te"" (hand)",Claude,"Think ""car-a-tea"" - practicing martial arts keeps you as alert as drinking tea",,Various,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
karma,"In Hindu and Buddhist philosophy, the spiritual principle that governs the cycle of cause and effect, where intentional actions influence future circumstances and experiences. Karma encompasses the moral law that good actions lead to positive outcomes while harmful actions result in negative consequences, either in this life or future rebirths. The concept extends beyond simple reward and punishment to include the accumulation of merit and demerit that shapes character development and spiritual progress. Modern usage often refers to the general idea that actions have consequences or that good and bad deeds return to their originator.",She believed in _____ and tried to perform kind acts whenever possible.,Three Bee,,,,,1.0,2.0,1.0,2.5,4-factor weighted model (overall_score: 1.75),noun,KAR-muh (emphasis on first syllable),"From Sanskrit ""karma"" meaning ""action"" or ""deed,"" from ""kar"" (to do or make)",Claude,"Think ""car-ma"" - what goes around comes around, like a car going in circles",,Various,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
karst,"A distinctive type of landscape and underground drainage system formed by the dissolution of soluble rocks such as limestone, dolomite, and gypsum, creating caves, sinkholes, springs, and underground rivers. Karst topography develops through chemical weathering processes where slightly acidic water dissolves carbonate minerals over thousands of years, creating complex cave systems and surface features. These landscapes are characterized by rapid groundwater flow, limited surface water, and unique ecosystems adapted to cave environments. Karst regions are important for water supply but vulnerable to contamination due to direct connections between surface and groundwater.",The _____ landscape featured numerous caves and underground streams carved by water erosion.,One Bee,,,,,1.0,2.0,1.0,3.0,4-factor weighted model (overall_score: 1.90),noun,"KAHRST (single syllable, rhymes with ""first"")","From German ""Karst,"" after the Karst region in Slovenia where this landscape type was first scientifically studied",Claude,"Think ""car-stone"" - water carves stone like a car carves tracks",,Various,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
katabatic,"Describing winds that flow downhill due to gravitational forces, typically occurring when dense, cold air moves from higher elevations to lower areas. Katabatic winds develop when air at higher altitudes cools and becomes denser than surrounding air, creating a pressure gradient that drives the downward flow. These winds are particularly strong in mountainous regions and polar areas, where temperature differences between elevated surfaces and valleys create significant density variations. Katabatic winds can reach extreme velocities and play important roles in local weather patterns, glacier formation, and atmospheric circulation systems.",The _____ winds rushing down the mountain slope created challenging conditions for climbers.,Two Bee,,,,,1.0,3.0,1.5,2.5,4-factor weighted model (overall_score: 2.15),adjective,kat-uh-BAT-ik (emphasis on third syllable),"From Greek ""katabatikos"" meaning ""going downhill,"" from ""kata"" (down) + ""bainein"" (to go)",Claude,"Think ""cat-a-bat-ic"" - like a cat and bat going downhill together",,Various,Claude,Scripps National Spelling Bee,Two Bee,1,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
katakana,"One of three writing systems used in Japanese, consisting of 46 basic syllabic characters used primarily for writing foreign loanwords, onomatopoeia, scientific terms, and emphasis. Katakana characters represent the same sounds as hiragana but have more angular, simplified forms derived from portions of Chinese characters. The writing system serves specific functions including transcribing foreign names and words, writing technical terminology, and providing emphasis similar to italics in English. Katakana is essential for modern Japanese writing, especially in contexts involving international communication, technology, and popular culture.",Japanese students learn _____ alongside hiragana and kanji writing systems.,One Bee,,,,,1.0,2.5,1.0,2.0,4-factor weighted model (overall_score: 1.75),noun,kah-tah-KAH-nah (emphasis on third syllable),"From Japanese ""katakana,"" meaning ""fragment kana,"" referring to its derivation from fragments of Chinese characters",Claude,"Think ""kata-can-a"" - you can learn this angular Japanese script",,Various,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3,Scripps National Spelling Bee Words of the Champions (2020; 2021; 2022; 2023; 2024; 2025),2025-08-19
katana,"A traditional Japanese sword characterized by a curved, single-edged blade with a long grip designed for two-handed use, representing the pinnacle of Japanese sword-making artistry. The katana features a distinctive design with a sharp cutting edge, reinforced spine, and carefully balanced proportions that make it both an effective weapon and a work of art. These swords were traditionally carried by samurai warriors and are renowned for their exceptional sharpness, durability, and craftsmanship involving complex forging techniques. Modern katana serve ceremonial, artistic, and martial arts purposes while maintaining traditional construction methods and cultural significance.",The museum displayed an authentic samurai _____ crafted during the Edo period.,Three Bee,,,,,1.0,2.0,1.0,2.0,4-factor weighted model (overall_score: 1.60),noun,kah-TAH-nah (emphasis on second syllable),"From Japanese ""katana,"" possibly from ""kata"" (one side) referring to its single-edged design",Claude,"Think ""cut-anna"" - this sword can cut through almost anything",,Various,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,2,Scripps National Spelling Bee Words of the Champions (2023; 2024; 2025),2025-08-19
kathakali,"A classical Indian dance-drama form from Kerala that combines elaborate storytelling, music, and highly stylized movements with ornate costumes and dramatic facial makeup. Kathakali performances typically depict stories from Hindu epics like the Ramayana and Mahabharata through expressive hand gestures, facial expressions, and rhythmic movements that require years of training to master. The art form features distinctive makeup styles using vibrant colors to represent different character types, while musicians provide vocal and instrumental accompaniment. Kathakali represents one of the most sophisticated forms of theatrical expression in Indian culture, preserving ancient traditions through contemporary performances.",The _____ performance featured elaborate costumes and dramatic storytelling through dance.,One Bee,,,,,1.5,3.0,1.5,2.0,4-factor weighted model (overall_score: 2.10),noun,kuh-thuh-kuh-LEE (emphasis on last syllable),"From Malayalam ""kathakali,"" from ""katha"" (story) + ""kali"" (play or performance)",Claude,"Think ""cat-hack-a-lee"" - like a cat performing dramatic storytelling",,Various,Claude,Scripps National Spelling Bee,One Bee; Three Bee,2,Scripps National Spelling Bee Words of the Champions (2020; 2025),2025-08-19
kathakalinoun,"[COMBINED WORD ERROR] This appears to be ""kathakali"" (Indian dance-drama) incorrectly combined with ""noun"" (grammatical term). This type of error occurs when PDF text extraction fails to properly separate distinct words or when grammatical labels get merged with content words during document processing. These represent completely unrelated concepts artificially joined due to technical parsing issues common in processing educational materials where formatting irregularities cause adjacent text elements to merge without proper spacing or punctuation.",[ERROR - This combined word should not appear in spelling bee materials],Three Bee,,,,,1.5,3.5,2.0,2.0,4-factor weighted model (overall_score: 2.35),error - combined words,[PRONUNCIATION ERROR - COMBINED WORDS],[ETYMOLOGY ERROR - COMBINED WORDS],Claude,"This is a data error - should be separated into ""kathakali"" and ""noun""",,Various,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
katsura,"A deciduous tree native to Japan and China (Cercidiphyllum japonicum) valued for its heart-shaped leaves that turn brilliant yellow, orange, and red in autumn while releasing a sweet, caramel-like fragrance. The katsura tree is prized in landscaping for its graceful branching pattern, attractive bark, and exceptional fall color display that creates stunning visual and aromatic experiences. These trees prefer moist, well-drained soil and partial shade, making them excellent choices for woodland gardens and naturalized settings. The distinctive sweet scent produced by the decomposing leaves is caused by maltol, the same compound found in cotton candy and caramel.",The _____ tree's autumn leaves filled the garden with a sweet caramel fragrance.,One Bee,,,,,1.0,2.5,1.0,2.0,4-factor weighted model (overall_score: 1.75),noun,kaht-SOO-rah (emphasis on second syllable),"From Japanese ""katsura,"" named after the tree's native habitat regions",Claude,"Think ""cats-sure-ah"" - cats are sure to love the sweet smell of these leaves",,Various,Claude,Scripps National Spelling Bee,One Bee,1,Scripps National Spelling Bee Words of the Champions (2020; 2021),2025-08-19
kaur,"A surname traditionally adopted by Sikh women, meaning ""princess"" or ""lioness,"" representing spiritual equality and eliminating caste-based identification within Sikh religious practice. The name was instituted by Guru Gobind Singh, the tenth Sikh guru, as part of a naming system where all Sikh men take ""Singh"" (lion) and all Sikh women take ""Kaur"" to promote equality and unity. This practice removes traditional surnames that often indicated social status, occupation, or caste, replacing them with names that emphasize spiritual identity and gender equality. The adoption of Kaur reflects Sikh principles of social justice and religious egalitarianism.",Many Sikh women adopt the surname _____ as part of their religious identity.,Three Bee,,,,,1.0,1.5,1.0,2.5,4-factor weighted model (overall_score: 1.60),noun,"KOWR (single syllable, rhymes with ""power"")","From Punjabi ""kaur,"" meaning ""princess"" or ""lioness,"" from Sanskrit ""kumari"" (princess)",Claude,"Think ""cow-r"" - like a cow roaring with the strength of a lioness",,Various,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
kazoo,"A simple musical instrument consisting of a hollow tube with a vibrating membrane that modifies the player's voice to create a buzzing, nasal sound when humming or singing into it. The kazoo operates through the principle of resonance, where vocal vibrations cause a thin membrane (traditionally wax paper or plastic) to vibrate, producing its characteristic buzzing timbre. Despite its simple construction, the kazoo can play melodies and harmonies, making it popular in folk music, novelty performances, and educational settings. The instrument demonstrates basic acoustic principles while providing an accessible introduction to music-making for people of all ages.",The marching band's _____ section added a playful buzzing sound to the parade music.,Three Bee,,,,,1.0,2.0,1.0,2.5,4-factor weighted model (overall_score: 1.75),noun,kuh-ZOO (emphasis on second syllable),"Possibly imitative of the buzzing sound it produces, or from Arabic ""qasaba"" (reed pipe)",Claude,"Think ""ka-zoo"" - it sounds like you're saying ""zoo"" through your nose",,Various,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2024; 2025),2025-08-19
keen,"Having sharp mental faculties, intense perception, or strong enthusiasm; showing acute awareness, intelligence, or interest in something. When describing mental abilities, keen indicates quick understanding, sharp observation skills, and perceptive analysis. When referring to emotions or interests, it suggests intense enthusiasm, eagerness, or passionate involvement. The word also describes physical sharpness, as in keen edges or acute senses. Keen implies active engagement and heightened attention rather than passive awareness or casual interest.",The detective had a _____ eye for details that others often missed.,Three Bee,,,,,1.0,1.5,1.0,2.5,4-factor weighted model (overall_score: 1.60),adjective,"KEEN (single syllable, rhymes with ""seen"")","From Old English ""cene"" meaning ""brave, fierce, sharp,"" from Germanic roots",Claude,"Think ""key-n"" - like having a key insight that's sharp and important",,Various,Claude,Scripps National Spelling Bee,Three Bee,1,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
