word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
strelitzia,"A tropical plant native to South Africa, also known as bird-of-paradise flower, prized for its striking orange and blue bird-like blooms. Named after Queen Charlotte of Mecklenburg-Strelitz, these plants are popular in warm climates and as houseplants. The distinctive flowers emerge from boat-shaped bracts and resemble exotic birds in flight.",The _____ in the botanical garden bloomed with spectacular orange and blue flowers.,Three Bee,,,,,2.0,4.0,2.0,2.0,4-factor weighted model (overall_score: 2.50),noun,streh-LIT-zee-uh (emphasis on second syllable),Named after Queen Charlotte of Mecklenburg-Strelitz by Sir Joseph Banks,Claude,"Think ""Strelitz-ia"" - named after the Strelitz royal family",,Modern Latin (named after person),Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2023, 2024, 2025)",2025-08-19
strength,"The quality or state of being physically strong; the capacity to resist force, stress, or wear; mental or moral power to endure difficulties. Physical strength involves muscular power and endurance. Emotional strength helps people cope with challenges and adversity.",Her _____ of character helped her overcome every obstacle.,Three Bee,,,,,2.0,4.0,2.0,1.3,4-factor weighted model (overall_score: 2.36),noun,"STRENGTH (one syllable with ""ng"" sound)","From Old English ""strengþu,"" from ""strang"" meaning ""strong""",Claude,"Think ""strong-th"" - the quality of being strong",,Old English,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
strengthen,"To make or become stronger; to increase the strength, force, or intensity of something; to reinforce or fortify. This can apply to physical objects, muscles, relationships, arguments, or abstract concepts like resolve or commitment.",Regular exercise will _____ your muscles and improve your health.,One Bee,,,,,2.0,4.0,2.0,1.3,4-factor weighted model (overall_score: 2.36),verb,STRENG-thuhn (emphasis on first syllable),"From ""strength"" + ""-en"" (causative verb suffix)",Claude,"Think ""strength-en"" - to make something have strength",,Old English + suffix,Claude,Scripps National Spelling Bee,One Bee,4.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
stress,"Physical, mental, or emotional strain or tension; emphasis placed on words or syllables; force exerted on an object. In psychology, stress refers to the body's response to challenging situations. In linguistics, it refers to vocal emphasis.",The _____ of final exams made many students anxious.,Three Bee,,,,,2.0,3.0,2.0,2.6,4-factor weighted model (overall_score: 2.37),"noun, verb","STRES (rhymes with ""dress"")","From Old French ""destresse,"" later ""stress"" from Latin ""strictus"" meaning ""drawn tight""",Claude,"Think ""stress"" sounds like ""press"" - pressure causing tension",,Latin via Old French,Claude,Scripps National Spelling Bee,Three Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
stressed,Past tense of stress; experiencing mental or emotional strain; emphasized or given prominence; subjected to physical force or pressure. Can describe both psychological states and mechanical conditions.,She felt _____ about the important presentation tomorrow.,Three Bee,,,,,2.0,4.0,3.0,2.6,4-factor weighted model (overall_score: 2.87),"verb (past tense), adjective",STREST (one syllable),"Past tense of ""stress,"" from Latin ""strictus""",Claude,"Think ""stress-ed"" - past tense of being under stress",,Latin via Old French,Claude,Scripps National Spelling Bee,Three Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
stretcher,"A framework of canvas or other material stretched between poles, used for carrying sick, injured, or dead persons; a device used to extend or stretch something; a person who stretches materials or exaggerates stories.",The paramedics carefully placed the patient on a _____.,One Bee,,,,,4.0,4.0,3.0,1.3,4-factor weighted model (overall_score: 3.21),noun,STRECH-ur (emphasis on first syllable),"From ""stretch"" + ""-er,"" from Old English ""streccan""",Claude,"Think ""stretch-er"" - something that stretches to carry people",,Old English,Claude,Scripps National Spelling Bee,One Bee,4.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
stretto,"In music, especially in fugues, a passage where successive entries of the subject occur at shorter intervals than usual, creating overlapping voices. This technique increases musical tension and demonstrates compositional skill.",The composer used a _____ to build excitement in the fugue's final section.,One Bee,,,,,2.0,3.0,2.0,2.6,4-factor weighted model (overall_score: 2.37),noun,STRET-oh (emphasis on first syllable),"From Italian ""stretto"" meaning ""narrow, tight,"" from Latin ""strictus""",Claude,"Think ""stretch-o"" - stretching musical voices closer together",,Italian via Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
striation,"A series of ridges, furrows, or linear marks; the arrangement of striations in a pattern. Common in geology (rock formations), biology (muscle fibers), and archaeology (tool marks). Striations provide evidence of processes and forces.",The geologist studied the rock's _____ to understand its formation history.,One Bee,,,,,3.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.86),noun,stry-AY-shuhn (emphasis on second syllable),"From Latin ""striatus"" meaning ""grooved, striped"" + ""-ion""",Claude,"Think ""stri-ation"" - the action of making stripes or grooves",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
stricture,"A restriction or limitation; a critical remark or censure; in medicine, an abnormal narrowing of a body passage. Legal strictures limit behavior, while medical strictures can impede normal function.",The new law placed strict _____ on industrial emissions.,Three Bee,,,,,4.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.41),noun,STRIK-cher (emphasis on first syllable),"From Latin ""strictura"" meaning ""a drawing tight,"" from ""stringere""",Claude,"Think ""strict-ure"" - a strict rule that restricts",,Latin,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
stridency,"The quality of being strident; harshness of sound; forcefulness or urgency in expression that may be unpleasant or grating. Often describes voices, protests, or demands that are loud, shrill, and insistent.",The _____ of the political rhetoric alienated moderate voters.,One Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),noun,STRY-den-see (emphasis on first syllable),"From ""strident"" + ""-cy,"" from Latin ""stridens"" meaning ""creaking, harsh""",Claude,"Think ""stride-ency"" - walking with loud, harsh steps",,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
strife,"Angry or bitter disagreement; conflict or struggle; vigorous or bitter conflict, discord, or antagonism. Can refer to personal disputes, social conflicts, or internal struggles between competing forces or ideas.",The family was torn apart by years of bitter _____.,One Bee,,,,,2.0,3.0,2.0,1.6,4-factor weighted model (overall_score: 2.17),noun,"STRYF (rhymes with ""knife"")","From Old French ""estrif,"" possibly from Germanic sources",Claude,"Think ""strife"" sounds like ""knife"" - both can cause pain",,Old French via Germanic,Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
strigolniki,Historical Russian religious dissidents who practiced extreme self-flagellation and rejected traditional Orthodox practices. These sectarians believed that suffering and pain brought them closer to God and salvation.,Medieval Russian chronicles describe the practices of the _____.,Three Bee,,,,,3.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 3.20),noun (plural),stri-gol-NEE-kee (emphasis on third syllable),"From Russian ""strigolnik,"" from ""strich"" meaning ""to cut"" or ""shear""",Claude,"Think ""strigol-niki"" - Russian religious people who cut themselves",strigolniky,Russian,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
striking,"Attracting attention through unusual or impressive qualities; hitting or attacking; ceasing work as a form of protest. Can describe remarkable appearance, forceful actions, or labor disputes.",The museum's _____ architecture drew visitors from around the world.,Three Bee,,,,,2.0,4.0,2.0,1.3,4-factor weighted model (overall_score: 2.36),"adjective, verb (present participle)",STRY-king (emphasis on first syllable),"Present participle of ""strike,"" from Old English ""strican""",Claude,"Think ""strike-ing"" - so impressive it strikes your attention",,Old English,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
strings,"Thin cords or threads; musical instruments with strings; series of connected things; conditions or restrictions attached to offers. Can refer to physical objects, musical elements, or abstract connections.",The violin's _____ needed tuning before the concert.,Three Bee,,,,,2.0,3.0,2.0,1.3,4-factor weighted model (overall_score: 2.11),"noun (plural), verb","STRINGZ (rhymes with ""things"")","From Old English ""streng"" meaning ""cord, rope""",Claude,"Think ""strings"" that bring things together or make music",,Old English,Claude,Scripps National Spelling Bee,Three Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
strip,"To remove covering, clothing, or surface material; a long narrow piece of something; to take away rights or possessions. Can describe physical actions, geographical features, or legal processes.",Workers will _____ the old paint before applying the new coat.,Three Bee,,,,,2.0,3.0,2.0,1.3,4-factor weighted model (overall_score: 2.11),"verb, noun","STRIP (rhymes with ""trip"")","From Old English ""strypan"" meaning ""to plunder, despoil""",Claude,"Think ""strip"" - removing layers like stripping wallpaper",,Old English,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
stroganoff,"A Russian dish of sautéed pieces of beef served in a sauce with sour cream; named after a Russian noble family. The dish typically includes mushrooms and onions, served over rice or noodles.",The restaurant's beef _____ was served with fresh herbs and egg noodles.,One Bee,,,,,2.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 2.90),noun,STROG-uh-nof (emphasis on first syllable),Named after the Russian Stroganov family of merchants and nobles,Claude,"Think ""strong-enough"" - a strong, hearty Russian dish",stroganov,Russian (family name),Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2021, 2022, 2023, 2024, 2025)",2025-08-19
stroll,"To walk in a leisurely or casual way; a leisurely walk taken for pleasure or exercise. Implies unhurried movement, often for enjoyment rather than reaching a destination quickly.",They took an evening _____ through the peaceful garden.,Three Bee,,,,,2.0,3.0,2.0,3.3,4-factor weighted model (overall_score: 2.51),"verb, noun","STROHL (rhymes with ""roll"")","From German ""strollen"" meaning ""to roam""",Claude,"Think ""stroll"" like ""roll"" - rolling along slowly and casually",,German,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
strong,"Having great physical power, force, or intensity; not easily broken, damaged, or defeated; having a specified strength or potency. Can describe physical attributes, materials, flavors, or abstract qualities.",The _____ wind knocked down several trees during the storm.,One Bee,,,,,2.0,1.0,2.0,1.3,4-factor weighted model (overall_score: 1.61),adjective,STRAWNG (one syllable),"From Old English ""strang"" meaning ""powerful, violent""",Claude,"Think ""strong"" - the sound itself seems powerful and firm",,Old English,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,1.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
