word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
planetarium,A domed building or room equipped with a device that projects images of stars and planets onto the ceiling to simulate the night sky.,The children were amazed by the star show at the _____.,One Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),noun,plan-uh-TAIR-ee-uhm (emphasis on third syllable),"From New Latin ""planetarium"", from ""planeta"" meaning ""planet""",Claude,"Think ""planet-aquarium"" - like an aquarium but for planets",,New Latin,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023)",2025-08-19
planetesimal,A small rocky or icy body that is thought to have formed during the early stages of planetary formation in the solar system.,Scientists believe that _____ collisions helped form the larger planets.,One Bee,,,,,2.0,4.0,3.0,4.0,4-factor weighted model (overall_score: 3.15),noun,plan-uh-TES-uh-muhl (emphasis on third syllable),"From ""planet"" + ""-esimal"" (suffix meaning ""very small"")",Claude,"Think ""planet-decimal"" - very small pieces that make planets",,Modern Scientific English,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
plangency,"The quality of having a deep, reverberating, and mournful sound; plaintiveness or resonant sadness.",The _____ of the funeral bells echoed across the valley.,One Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),noun,PLAN-juhn-see (emphasis on first syllable),"From Latin ""plangere"" meaning ""to strike, beat the breast in mourning""",Claude,"Think ""plan-gency"" - the urgency of a mournful plan","plaintiveness, mournfulness",Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
planisphere,A flat map showing the celestial sphere or a star chart that can be adjusted to show which stars are visible at any given time.,The astronomy student used a _____ to identify constellations visible in winter.,Three Bee,,,,,3.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.86),noun,PLAN-uh-sfeer (emphasis on first syllable),"From Latin ""planus"" meaning ""flat"" + Greek ""sphaira"" meaning ""sphere""",Claude,"Think ""plan-sphere"" - planning to see the sphere of stars on a flat surface",star chart,Latin and Greek,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
planogram,A diagram or model that indicates the placement of retail products on shelves in order to maximize sales.,The store manager followed the _____ to arrange products for maximum customer appeal.,Three Bee,,,,,2.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 2.90),noun,PLAN-oh-gram (emphasis on first syllable),"From ""plan"" + ""-gram"" meaning ""written record""",Claude,"Think ""plan-oh-gram"" - a gram (diagram) of your retail plan",shelf layout diagram,Modern English,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2023, 2024, 2025)",2025-08-19
plans,Detailed proposals for achieving something; intentions or decisions about what to do; diagrams or drawings.,She made detailed _____ for her summer vacation.,Three Bee,,,,,2.0,3.0,1.0,2.3,4-factor weighted model (overall_score: 2.06),"noun (plural), verb",PLANZ (emphasis on syllable),"Plural of ""plan"", from Latin ""planum"" meaning ""flat surface""",Claude,"Think ""plans"" - multiple flat layouts of your intentions","schemes, designs",Latin,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
plant,"A living organism that typically grows in soil and has leaves, stems, and roots; to put a seed or young plant in the ground.",She decided to _____ tomatoes in her garden this spring.,Three Bee,,,,,2.0,1.0,1.0,2.3,4-factor weighted model (overall_score: 1.56),"noun, verb",PLANT (emphasis on syllable),"From Latin ""planta"" meaning ""sprout, cutting""",Claude,"Think ""plant"" - you plant plants in the ground","vegetation, flora",Latin,Claude,Scripps National Spelling Bee,Three Bee,1.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
plantagenet,"A member of the royal dynasty that ruled England from 1154 to 1485, including kings like Henry II and Richard the Lionheart.",The _____ kings ruled England for over three centuries.,One Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),"noun, adjective",plan-TAJ-uh-net (emphasis on second syllable),"From the nickname of Geoffrey of Anjou, who wore a sprig of broom plant (planta genista) in his hat",Claude,"Think ""plant-a-genet"" - a royal family that planted their dynasty",Angevin dynasty,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
plantain,A large tropical fruit similar to a banana but typically cooked before eating; also a common weed with broad leaves.,She fried sliced _____ as a side dish with the Caribbean meal.,One Bee,,,,,2.0,4.0,2.0,2.9,4-factor weighted model (overall_score: 2.68),noun,PLAN-tin (emphasis on first syllable),"From Spanish ""plátano"", ultimately from Latin ""platanus"" meaning ""plane tree""",Claude,"Think ""plant-ain"" - ain't a banana, but a cooking plant",cooking banana,Spanish via Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2024, 2025)",2025-08-19
plantigrade,"Walking with the entire sole of the foot touching the ground, as humans and bears do.","Bears are _____ animals, walking on their entire foot like humans do.",Three Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),adjective,PLAN-tuh-grayd (emphasis on first syllable),"From Latin ""planta"" meaning ""sole of foot"" + ""gradus"" meaning ""step""",Claude,"Think ""plant-grade"" - planting your whole foot like getting a grade",flat-footed,Latin,Claude,Scripps National Spelling Bee,Three Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
plants,Living organisms that typically grow in soil and photosynthesize; factories or industrial facilities.,The greenhouse was filled with exotic tropical _____.,Three Bee,,,,,2.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.31),"noun (plural), verb",PLANTS (emphasis on syllable),"Plural of ""plant"", from Latin ""planta""",Claude,"Think ""plants"" - green things that grow from the ground","vegetation, factories",Latin,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
plaque,"A flat piece of metal, wood, or stone with writing on it; a sticky deposit on teeth; a patch of damaged tissue.",The dentist removed _____ buildup from the patient's teeth.,Three Bee,,,,,3.0,3.0,2.0,2.6,4-factor weighted model (overall_score: 2.67),noun,PLAK (emphasis on syllable),"From French ""plaque"", from Dutch ""placke"" meaning ""disk, patch""",Claude,"Think ""plaque"" - like plague but it sticks to surfaces","tablet, buildup",French via Dutch,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
plastic,A synthetic material that can be molded when soft and hardened into shape; easily shaped or molded.,The toy was made from durable _____ that could withstand rough play.,One Bee,,,,,4.0,3.0,2.0,3.3,4-factor weighted model (overall_score: 3.11),"noun, adjective",PLAS-tik (emphasis on first syllable),"From Greek ""plastikos"" meaning ""moldable, fit for molding""",Claude,"Think ""plas-tick"" - ticks that can be molded like plastic","synthetic material, moldable",Greek,Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
plastron,The lower shell of a turtle or tortoise; a padded chest protector worn in fencing.,The turtle's _____ had distinctive yellow markings.,Two Bee,,,,,2.0,4.0,2.0,2.6,4-factor weighted model (overall_score: 2.62),noun,PLAS-truhn (emphasis on first syllable),"From French ""plastron"", from Italian ""piastrone"" meaning ""breastplate""",Claude,"Think ""plas-tron"" - plastic-like protection like Tron armor","turtle shell, chest protector",French via Italian,Claude,Scripps National Spelling Bee,Two Bee,4.0,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
plates,"Flat dishes for serving food; thin, flat sheets of material; geological sections of the Earth's crust.",She set the dinner _____ on the table before the guests arrived.,Two Bee,,,,,2.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.31),noun (plural),PLAYTS (emphasis on syllable),"Plural of ""plate"", from Old French ""plate"" meaning ""flat""",Claude,"Think ""plates"" - flat things you eat from or that move in earthquakes","dishes, sheets",Old French,Claude,Scripps National Spelling Bee,Two Bee,3.0,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
platinum,A precious silvery-white metal that is very resistant to corrosion and tarnishing; the highest level of achievement.,The jewelry was made from pure _____ and set with diamonds.,One Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),"noun, adjective",PLAT-uh-nuhm (emphasis on first syllable),"From Spanish ""platina"", diminutive of ""plata"" meaning ""silver""",Claude,"Think ""plat-in-um"" - a plat (flat piece) in your mouth worth more than silver",precious metal,Spanish,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
platitude,"A trite, meaningless, or prosaic statement, especially one expressed as if it were original or significant.",His speech was filled with tired _____ instead of meaningful insights.,One Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),noun,PLAT-uh-tood (emphasis on first syllable),"From French ""platitude"", from ""plat"" meaning ""flat, dull""",Claude,"Think ""plat-attitude"" - a flat, dull attitude in speech","cliché, banality",French,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023)",2025-08-19
platoon,"A subdivision of a military company, typically consisting of two or more squads; a group of people working together.",The sergeant led his _____ through the training exercise.,One Bee,,,,,2.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.31),noun,pluh-TOON (emphasis on second syllable),"From French ""peloton"" meaning ""small ball, group""",Claude,"Think ""plat-oon"" - a flat group moving like a cartoon","military unit, squad",French,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024)",2025-08-19
platypus,"A unique Australian mammal with a duck-like bill, beaver-like tail, and webbed feet that lays eggs despite being a mammal.",The _____ is one of only two mammals that lay eggs.,Three Bee,,,,,2.0,4.0,2.0,3.3,4-factor weighted model (overall_score: 2.76),noun,PLAT-uh-pus (emphasis on first syllable),"From Greek ""platypous"" meaning ""flat-footed""",Claude,"Think ""platy-pus"" - a cat (pus sounds like puss) with flat features",duck-billed platypus,Greek,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
plaudits,"Enthusiastic approval or praise, especially when expressed publicly; acclaim or commendation.",The young pianist received _____ from the audience and critics alike.,One Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),noun (plural),PLAW-dits (emphasis on first syllable),"From Latin ""plaudite"" meaning ""applaud!"", from ""plaudere"" meaning ""to clap""",Claude,"Think ""applaud-its"" - applauding for its great performance","applause, praise, acclaim",Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
play,To engage in activity for enjoyment; to perform music or act in a drama; recreational activity.,The children love to _____ in the park after school.,One Bee,,,,,1.0,1.0,1.0,1.3,4-factor weighted model (overall_score: 1.06),"verb, noun",PLAY (emphasis on syllable),"From Old English ""plegan"" meaning ""to exercise, frolic""",Claude,"Think ""play"" - having fun and being playful","recreation, performance",Old English,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,1.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
playground,"An outdoor area provided for children to play in, typically equipped with swings, slides, and other recreational equipment.",The new _____ features modern equipment and safety surfaces.,Three Bee,,,,,2.0,4.0,2.0,1.3,4-factor weighted model (overall_score: 2.36),noun,PLAY-grownd (emphasis on first syllable),"From ""play"" + ""ground"", from Old English ""plegan"" + ""grund""",Claude,"Think ""play-ground"" - ground where you play","play area, recreation area",Old English,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
playlist,"A list of songs or musical recordings to be played in a particular sequence, especially on a digital music player.",She created a _____ of her favorite songs for the road trip.,Two Bee,,,,,2.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 2.90),noun,PLAY-list (emphasis on first syllable),"From ""play"" + ""list"", modern compound word",Claude,"Think ""play-list"" - a list of things to play",music queue,Modern English,Claude,Scripps National Spelling Bee,Two Bee,4.0,Scripps National Spelling Bee Words of the Champions (2022),2025-08-19
playwright,A person who writes plays for the theater; a dramatist.,The famous _____ won a Tony Award for her latest drama.,One Bee,,,,,4.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 3.50),noun,PLAY-ryt (emphasis on first syllable),"From ""play"" + ""wright"" (meaning ""worker, maker"")",Claude,"Think ""play-wright"" - someone who writes plays right","dramatist, play author",English,Claude,Scripps National Spelling Bee,One Bee,4.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
plaza,A public square or open space in a city or town; a shopping center or mall.,The festival was held in the town's central _____.,Three Bee,,,,,2.0,3.0,1.0,2.6,4-factor weighted model (overall_score: 2.12),noun,PLAH-zuh (emphasis on first syllable),"From Spanish ""plaza"", from Latin ""platea"" meaning ""broad street""",Claude,"Think ""plaza"" - like pizza but with an open space for gathering","town square, mall",Spanish via Latin,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
pleasant,Giving a sense of happy satisfaction or enjoyment; agreeable and attractive.,The weather was _____ for their outdoor picnic.,One Bee,,,,,2.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.31),adjective,PLEZ-uhnt (emphasis on first syllable),"From Old French ""plaisant"", from ""plaisir"" meaning ""to please""",Claude,"Think ""please-ant"" - like an ant that aims to please","agreeable, enjoyable",Old French,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022)",2025-08-19
please,Used as a polite request; to make someone happy or satisfied; to choose or prefer.,_____ pass the salt when you have a moment.,Three Bee,,,,,2.0,1.0,1.0,2.3,4-factor weighted model (overall_score: 1.56),"verb, interjection",PLEEZ (emphasis on syllable),"From Old French ""plaisir"" meaning ""to give pleasure""",Claude,"Think ""please"" - saying it with ease to please others","satisfy, gratify",Old French,Claude,Scripps National Spelling Bee,Three Bee,1.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
pleiades,"A cluster of seven stars in the constellation Taurus, also known as the Seven Sisters; in Greek mythology, seven daughters of Atlas.",The _____ are easily visible to the naked eye on clear winter nights.,Three Bee,,,,,2.0,4.0,1.0,3.3,4-factor weighted model (overall_score: 2.51),noun (proper noun),PLEE-uh-deez (emphasis on first syllable),"From Greek ""Pleiades"", possibly meaning ""to sail"" as they were used for navigation",Claude,"Think ""please-add-ease"" - seven sisters who please and add ease to navigation",Seven Sisters,Greek,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
plenipotentiary,"A person, especially a diplomat, invested with full power to transact business; having complete authority.",The _____ was authorized to negotiate and sign the treaty on behalf of his country.,One Bee,,,,,2.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.56),"noun, adjective",plen-uh-puh-TEN-shee-er-ee (emphasis on fourth syllable),"From Latin ""plenus"" meaning ""full"" + ""potentia"" meaning ""power""",Claude,"Think ""plenty-potential-iary"" - plenty of potential power",full ambassador,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024)",2025-08-19
plenitude,Abundance; a large quantity of something; fullness or completeness.,The garden displayed a _____ of colorful flowers in full bloom.,One Bee,,,,,2.0,4.0,1.0,2.3,4-factor weighted model (overall_score: 2.31),noun,PLEN-uh-tood (emphasis on first syllable),"From Latin ""plenitudo"", from ""plenus"" meaning ""full""",Claude,"Think ""plenty-tude"" - an attitude of having plenty","abundance, fullness",Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
plentiful,Existing in large quantity; abundant; more than adequate in amount.,The harvest was _____ this year due to favorable weather conditions.,Three Bee,,,,,2.0,4.0,2.0,2.6,4-factor weighted model (overall_score: 2.62),adjective,PLEN-tuh-fuhl (emphasis on first syllable),"From ""plenty"" + ""-ful"", from Latin ""plenus"" meaning ""full""",Claude,"Think ""plenty-full"" - full of plenty","abundant, ample",Latin via English,Claude,Scripps National Spelling Bee,Three Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
plethora,A large or excessive amount of something; an abundance that may be overwhelming.,The store offered a _____ of choices in their electronics department.,One Bee,,,,,3.0,4.0,1.0,3.3,4-factor weighted model (overall_score: 2.81),noun,PLETH-er-uh (emphasis on first syllable),"From Greek ""plethora"" meaning ""fullness, abundance""",Claude,"Think ""plenty-thorough"" - thoroughly plenty of something","abundance, excess",Greek,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022)",2025-08-19
pliant,Easily bent; flexible and supple; readily influenced or controlled.,The young tree branches were _____ enough to bend in the strong wind without breaking.,One Bee,,,,,2.0,3.0,1.0,2.3,4-factor weighted model (overall_score: 2.06),adjective,PLY-uhnt (emphasis on first syllable),"From French ""pliant"", from ""plier"" meaning ""to bend""",Claude,"Think ""ply-ant"" - an ant that can ply (bend) easily","flexible, bendable",French,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2022, 2023, 2024, 2025)",2025-08-19
plodddded,"[POTENTIAL SPELLING ERROR] This appears to be a misspelling of ""plodded"" with extra d's.",[NEEDS CLARIFICATION] He _____ slowly through the muddy field.,Three Bee,,,,,2.0,4.0,2.0,4.0,4-factor weighted model (overall_score: 2.90),potential error,[POSSIBLE ERROR - extra letters],[POSSIBLE ERROR - check spelling],Claude,"This may be a data error - check if this should be ""plodded""",plodded (?),Uncertain - possible error,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
plodded,Walked slowly and heavily; worked slowly and perseveringly; made steady but laborious progress.,She _____ through the snow to reach the cabin.,Three Bee,,,,,2.0,3.0,2.0,4.0,4-factor weighted model (overall_score: 2.65),verb (past tense),PLOD-id (emphasis on first syllable),"Past tense of ""plod"", possibly imitative of heavy footsteps",Claude,"Think ""plod-did"" - did plod along slowly","trudged, persevered",English (imitative),Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
plopped,"Fell, dropped, or sat down heavily and suddenly; made a sound like something dropping into water.",The frog _____ into the pond with a splash.,One Bee,,,,,2.0,3.0,2.0,4.0,4-factor weighted model (overall_score: 2.65),verb (past tense),PLOPT (emphasis on syllable),"Past tense of ""plop"", imitative of the sound",Claude,"Think ""plop-ped"" - it plopped and made a ped (sound)","dropped, fell",English (imitative),Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
plot,A piece of ground; the main story of a literary work; a secret plan or scheme.,The _____ of the novel kept readers guessing until the end.,One Bee,,,,,1.0,2.0,1.0,1.3,4-factor weighted model (overall_score: 1.31),"noun, verb",PLOT (emphasis on syllable),"From Old English ""plot"" meaning ""small piece of ground""",Claude,"Think ""plot"" - a spot of land or a story spot","scheme, story, land",Old English,Claude,Scripps National Spelling Bee,One Bee,2.0,Scripps National Spelling Bee Words of the Champions (2020),2025-08-19
plover,A small shorebird with a short bill and typically running rather than walking; often found on beaches and mudflats.,The _____ quickly scurried along the beach searching for small crabs.,Three Bee,,,,,2.0,3.0,2.0,2.6,4-factor weighted model (overall_score: 2.37),noun,PLUHV-ur (emphasis on first syllable),"From Old French ""plovier"", from Latin ""pluvia"" meaning ""rain""",Claude,"Think ""plover"" - a bird that loves rain (pluvial)",shorebird,Old French via Latin,Claude,Scripps National Spelling Bee,Three Bee,3.0,Scripps National Spelling Bee Words of the Champions (2025),2025-08-19
pluck,To pull or pick quickly; courage and determination; to pull feathers from a bird.,She had the _____ to speak up for what she believed was right.,One Bee,,,,,4.0,3.0,1.0,1.3,4-factor weighted model (overall_score: 2.46),"verb, noun",PLUHK (emphasis on syllable),"From Old English ""pluccian"" meaning ""to pull""",Claude,"Think ""pluck"" - like luck but you pull it out with courage","pull, courage",Old English,Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
plucked,Pulled or picked quickly; removed by pulling; gathered with the fingers.,She _____ the ripe apples from the tree.,Three Bee,,,,,4.0,3.0,2.0,1.3,4-factor weighted model (overall_score: 2.71),verb (past tense),PLUHKT (emphasis on syllable),"Past tense of ""pluck"", from Old English ""pluccian""",Claude,"Think ""pluck-ed"" - it was plucked and now it's gone","pulled, picked",Old English,Claude,Scripps National Spelling Bee,Three Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
plumage,"The feathers of a bird, especially when considered as forming the coat or covering.",The peacock displayed its magnificent _____ to attract a mate.,One Bee,,,,,2.0,3.0,2.0,2.3,4-factor weighted model (overall_score: 2.31),noun,PLOO-mij (emphasis on first syllable),"From French ""plumage"", from ""plume"" meaning ""feather""",Claude,"Think ""plume-age"" - the age when plumes (feathers) are most beautiful","feathers, feather coat",French,Claude,Scripps National Spelling Bee,One Bee,3.0,Scripps National Spelling Bee Words of the Champions (2021),2025-08-19
