word,definition,example_sentence,source_difficulty,difficulty_level,difficulty_name,ai_difficulty_level,ai_difficulty_name,phonetic_transparency_score,word_frequency_score,morphology_score,etymology_score,difficulty_calculation_method,part_of_speech,pronunciation_guide,etymology,etymology_source,memory_tips,alternate_spellings,language_origin,definition_source,source_names,source_difficulties,frequency,original_source,source_access_date
declared,Stated clearly and formally; announced publicly; made known officially.,The president _____ his intention to run for reelection.,One Bee,,,,,4.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.41),verb (past tense),dih-KLAIRD (emphasis on second syllable),"From Latin ""declaratus"", past participle of ""declarare"" meaning ""to make clear""",Claude,"Think ""de-clared"" - made clear to everyone","announced, stated",Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
declension,"In grammar, the variation in the form of a noun, pronoun, or adjective to show case, number, and gender; a decline or deterioration.",Students learned the _____ of Latin nouns in their grammar class.,One Bee,,,,,4.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.41),noun,dih-KLEN-shuhn (emphasis on second syllable),"From Latin ""declinatio"", from ""declinare"" meaning ""to bend away, decline""",Claude,"Think ""de-clension"" - bending away from the original form",inflection,Latin,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
declination,A formal refusal; the angular distance of a celestial object from the celestial equator; a downward slope.,The astronomer measured the star's _____ from the celestial equator.,Three Bee,,,,,4.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.41),noun,dek-luh-NAY-shuhn (emphasis on third syllable),"From Latin ""declinatio"", from ""declinare"" meaning ""to bend away""",Claude,"Think ""decline-ation"" - the action of declining or bending away","refusal, slope",Latin,Claude,Scripps National Spelling Bee,Three Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
decor,The style of decoration of a room or building; furnishings and ornaments.,The interior designer changed the _____ to create a more modern look.,One Bee,,,,,3.0,3.0,2.0,2.6,4-factor weighted model (overall_score: 2.67),noun,dih-KAWR (emphasis on second syllable),"From French ""décor"", from Latin ""decor"" meaning ""beauty, grace""",Claude,"Think ""deck-or"" - decorating the deck or room","decoration, ornamentation",Latin via French,Claude,Scripps National Spelling Bee,One Bee; Three Bee; Two Bee,3.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023, 2024, 2025)",2025-08-19
decorative,Serving to make something look more attractive; ornamental rather than functional.,The _____ vase added beauty but served no practical purpose.,Three Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),adjective,DEK-uh-ray-tiv (emphasis on first syllable),"From ""decorate"" (from Latin ""decorare"") + ""-ive""",Claude,"Think ""decor-ative"" - having the quality of decor","ornamental, aesthetic",Latin,Claude,Scripps National Spelling Bee,Three Bee,4.0,Scripps National Spelling Bee Words of the Champions (2024),2025-08-19
decrepitude,The state of being old and in poor condition; physical deterioration due to age.,The old building showed signs of _____ after decades of neglect.,One Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),noun,dih-KREP-ih-tood (emphasis on second syllable),"From Latin ""decrepitus"" meaning ""worn out, aged""",Claude,"Think ""de-crepit-ude"" - the condition of being decrepit","deterioration, decline",Latin,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2021, 2022, 2023)",2025-08-19
decumbiture,"In astrology, a chart cast for the moment when someone takes to bed due to illness; the act of lying down.",The astrologer cast a _____ chart when the patient fell ill.,One Bee,,,,,4.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 3.16),noun,dih-KUHM-bi-cher (emphasis on second syllable),"From Latin ""decumbere"" meaning ""to lie down"" + ""-ture""",Claude,"Think ""de-cumber"" - lying down to rest",lying down,Latin,Claude,Scripps National Spelling Bee,One Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2020, 2022)",2025-08-19
decurion,"In ancient Rome, a cavalry officer commanding ten men; a member of a town council.",The _____ led his squadron of ten horsemen into battle.,Three Bee,,,,,3.0,4.0,2.0,2.3,4-factor weighted model (overall_score: 2.86),noun,dih-KYOOR-ee-uhn (emphasis on second syllable),"From Latin ""decurio"", from ""decem"" meaning ""ten""",Claude,"Think ""decu-rion"" - an officer of ten (decu = ten)",Roman officer,Latin,Claude,Scripps National Spelling Bee,Three Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2024, 2025)",2025-08-19
dedicated,Committed to a task or purpose; devoted exclusively to a particular activity or cause.,The _____ teacher spent extra hours helping struggling students.,Three Bee,,,,,4.0,4.0,3.0,2.3,4-factor weighted model (overall_score: 3.41),"adjective, verb (past tense)",DED-ih-kay-tid (emphasis on first syllable),"From Latin ""dedicatus"", past participle of ""dedicare"" meaning ""to devote""",Claude,"Think ""dedic-ated"" - having acted to dedicate oneself","devoted, committed",Latin,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,4.0,"Scripps National Spelling Bee Words of the Champions (2022, 2025)",2025-08-19
deer,"A hoofed grazing mammal with branched antlers (in males), found in many parts of the world.",The _____ gracefully leaped across the forest clearing.,Three Bee,,,,,1.0,1.0,1.0,1.3,4-factor weighted model (overall_score: 1.06),noun,DEER (emphasis on first syllable),"From Old English ""deor"" meaning ""animal, beast""",Claude,"Think ""dear"" but spelled differently - a beloved forest animal","stag (male), doe (female)",Old English,Claude,Scripps National Spelling Bee,Three Bee; Two Bee,1.0,"Scripps National Spelling Bee Words of the Champions (2022, 2024)",2025-08-19
