word,years,source_files,source_difficulties
intertwine,2024,2024 Words of the Champions.pdf,Three Bee
intestine,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
intestines,2025,2025 Words of Champion _1_.pdf,Three Bee
intimidate,2024,2024 Words of the Champions.pdf,Three Bee
intolerance,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
intonaco,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
intoxicating,2021,2021_Printable_Words of the Champions.pdf,One Bee
intransigeant,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
intransigent,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
intricate,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
intriguing,2020,2020 Words_of_the_Champions.pdf,One Bee
introduced,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
introverted,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
intubated,2023,2023_Words_of_the_Champions.pdf,Two Bee
intuitable,2021; 2022; 2023; 2024,2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee
inugsuk,2024; 2025,2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee
inuit,2024,2024 Words of the Champions.pdf,Three Bee
inuk,2023; 2024; 2025,2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
inundate,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
invasions,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
invasive,2025,2025 Words of Champion _1_.pdf,Three Bee
invective,2020; 2021,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf,One Bee
inveighed,2020,2020 Words_of_the_Champions.pdf,One Bee
invented,2025,2025 Words of Champion _1_.pdf,Three Bee
invention,2025,2025 Words of Champion _1_.pdf,Three Bee
inventor,2025,2025 Words of Champion _1_.pdf,Three Bee
inventory,2024,2024 Words of the Champions.pdf,Three Bee
invertebrate,2020; 2021; 2022; 2023,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf,One Bee; Two Bee
investigates,2024,2024 Words of the Champions.pdf,Three Bee
investigation,2020,2020 Words_of_the_Champions.pdf,One Bee
investigative,2020; 2022; 2023; 2024,2020 Words_of_the_Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf,One Bee; Three Bee; Two Bee
inveterate,2022; 2023; 2024; 2025,2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,Three Bee; Two Bee
invigorating,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
inviolable,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
invisible,2024,2024 Words of the Champions.pdf,Three Bee
invited,2025,2025 Words of Champion _1_.pdf,Three Bee
invoke,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
inwardly,2021,2021_Printable_Words of the Champions.pdf,One Bee
iota,2020; 2021; 2022,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf,One Bee; Two Bee
ipso,2020,2020 Words_of_the_Champions.pdf,One Bee
iran,2025,2025 Words of Champion _1_.pdf,Three Bee
irascible,2020,2020 Words_of_the_Champions.pdf,One Bee
ireland,2024,2024 Words of the Champions.pdf,Three Bee
iridescent,2020; 2021; 2022; 2023; 2024; 2025,2020 Words_of_the_Champions.pdf; 2021_Printable_Words of the Champions.pdf; 2022 Words of the Champions_low_ink_printable.pdf; 2023_Words_of_the_Champions.pdf; 2024 Words of the Champions.pdf; 2025 Words of Champion _1_.pdf,One Bee; Three Bee; Two Bee
iris,2025,2025 Words of Champion _1_.pdf,Three Bee
irish,2025,2025 Words of Champion _1_.pdf,Three Bee
iron,2025,2025 Words of Champion _1_.pdf,Three Bee
iroquois,2025,2025 Words of Champion _1_.pdf,Three Bee
irregular,2022,2022 Words of the Champions_low_ink_printable.pdf,Two Bee
irreverent,2021,2021_Printable_Words of the Champions.pdf,One Bee
